PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,ID_CODE,AREA,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,WAVE,SUB_REG,INTSITE,MODE_F,MODE_FX,CATCH,CNTRBTRS,PARTY,FIRST,NUM_TYP4,NUM_TYP6,NUM_TYP2,NUM_TYP3,AREA_X,ON_LIST,CNTY,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,KOD,ASG_CODE,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,REGION,STRAT_INTERVAL,ZIP,MONTH,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,MODE2001,DIST,GEAR,TSN1,TSN2,PVT_RES,SEX,AGE,ART_REEF,ADD_PH,F_BY_P,SEP_FISH,DATE1,PRIM1,PRIM2,TURTLE,REEFCODE,AREA_NC,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,DATE_PUBLISHED
,,2023011213weS:8AM-8PM,2023112131590420230128,2023,7,12,83,12,1590420230128018,1,1.00,,2,0,1,7,705,1,3,2,1,,,0,0,0,0,3,,33,,,,Y,we,1590420230128,1,,1590420230128018,,1,S:8AM-8PM,34480,01,,,MARION,1608,0,3,1,,,,1,6,-1,2,8,8,15AUG23:08:29,,,,,,,,3198.5574209,2023011213weS:8AM-8PM,,0,1590420230128018,03/03/2025
,,2023011213weS:8AM-8PM,2023112131590420230128,2023,7,12,83,12,1590420230128019,1,1.00,,2,0,1,7,705,1,3,2,1,,,0,0,0,0,3,,33,,,,Y,we,1590420230128,1,,1590420230128019,,1,S:8AM-8PM,34480,01,,,MARION,1608,0,3,1,,,,2,8,-1,2,8,8,15AUG23:08:29,,,,,,,,3198.5574209,2023011213weS:8AM-8PM,,0,1590420230128019,03/03/2025
,FLORIDA POMPANO,2023011213weS:8AM-8PM,2023112131590420230128,2023,7,12,113,12,1590420230128020,1,1.50,,10,0,1,7,705,1,3,2,1,,,0,0,0,0,3,,33,,,,Y,we,1590420230128,1,,1590420230128020,,1,S:8AM-8PM,32561,01,,,SANTA ROSA,1647,0,3,1,168708,,,1,41,-1,2,8,8,15AUG23:08:29,8835280901,,,,,,,3198.5574209,2023011213weS:8AM-8PM,,0,1590420230128020,03/03/2025
FLORIDA POMPANO,KINGFISH GENUS,2023021213wdS:8AM-8PM,2023112131590420230214,2023,5,36,77,12,1590420230214001,1,3.00,0.00,50,4,1,7,1622,5,3,2,1,,,0,0,1,0,3,,33,,,,O,wd,1590420230214,1,,1590420230214001,1,1,S:8AM-8PM,13820,02,,,,1308,5,3,1,169273,168708,,1,68,-1,1,8,8,15AUG23:08:29,8835440600,8835280901,,,,,,6433.4940598,2023021213wdS:8AM-8PM,,0,1590420230214001,03/03/2025
,LITTLE TUNNY,2023021213wdS:8AM-8PM,2023112131590420230214,2023,7,12,33,12,1590420230214003,1,1.00,,200,50,1,7,705,1,3,2,1,,,0,0,0,0,3,,33,,,,Y,wd,1590420230214,1,,1590420230214003,,1,S:8AM-8PM,32534,02,,,ESCAMBIA,1453,0,3,1,172402,,,1,28,-1,2,8,8,15AUG23:08:29,8850030102,,,,,,,2468.1897103,2023021213wdS:8AM-8PM,,0,1590420230214003,03/03/2025
,LITTLE TUNNY,2023021213wdS:8AM-8PM,2023112131590420230214,2023,7,12,33,12,1590420230214004,1,7.00,0.00,175,12,1,7,705,1,3,2,1,,,0,0,1,0,3,,33,,,,Y,wd,1590420230214,1,,1590420230214004,1,1,S:8AM-8PM,32506,02,0,2,ESCAMBIA,1552,0,3,1,172402,,,1,55,-1,1,8,8,15AUG23:08:29,8850030102,,,,,,,2468.1897103,2023021213wdS:8AM-8PM,,0,1590420230214004,03/03/2025
,LITTLE TUNNY,2023021213wdS:8AM-8PM,2023112131590420230214,2023,7,1,101,12,1590420230214005,1,3.00,0.00,60,8,1,7,705,1,3,2,1,,,0,0,2,0,3,,33,,,,O,wd,1590420230214,1,,1590420230214005,1,1,S:8AM-8PM,36064,02,,,,1628,0,3,1,172402,,,1,20,-1,2,8,8,15AUG23:08:29,8850030102,,,,,,,2468.1897103,2023021213wdS:8AM-8PM,,0,1590420230214005,03/03/2025
,COBIA,2023021213wdS:8AM-8PM,2023112131590420230228,2023,7,12,113,12,1590420230228001,1,0.50,,150,15,1,7,705,1,3,2,1,,,0,0,0,0,3,,33,,,,Y,wd,1590420230228,1,,1590420230228001,,1,S:8AM-8PM,32571,02,,,SANTA ROSA,1206,0,3,1,168566,,,1,21,-1,1,8,8,15AUG23:08:29,8835260101,,,,,,,7720.1928717,2023021213wdS:8AM-8PM,,0,1590420230228001,03/03/2025
,,2023021213wdS:8AM-8PM,2023112131590420230228,2023,7,12,113,12,1590420230228002,1,2.00,,3,0,1,7,705,1,3,2,1,,,0,0,0,0,3,,33,,,,Y,wd,1590420230228,1,,1590420230228002,,1,S:8AM-8PM,32571,02,,,SANTA ROSA,1212,0,3,1,,,,1,14,-1,2,8,8,15AUG23:08:29,,,,,,,,7720.1928717,2023021213wdS:8AM-8PM,,0,1590420230228002,03/03/2025
,SHEEPSHEAD,2023021213wdS:8AM-8PM,2023112131590420230228,2023,7,12,113,12,1590420230228003,1,2.00,,5,0,1,7,705,1,3,2,1,,,0,0,0,0,3,,33,,,,Y,wd,1590420230228,1,,1590420230228003,,1,S:8AM-8PM,32570,02,,,SANTA ROSA,1212,0,3,1,169189,,,1,15,-1,2,8,8,15AUG23:08:29,8835430301,,,,,,,7720.1928717,2023021213wdS:8AM-8PM,,0,1590420230228003,03/03/2025
,,2023021213wdS:8AM-8PM,2023112131590420230228,2023,0,39,99,12,1590420230228004,1,2.00,,5,3,1,7,705,1,3,2,1,,,0,0,0,0,3,,33,,,,O,wd,1590420230228,1,,1590420230228004,,1,S:8AM-8PM,44514,02,,,,1257,0,3,1,,,,1,68,-1,1,8,8,15AUG23:08:29,,,,,,,,7720.1928717,2023021213wdS:8AM-8PM,,0,1590420230228004,03/03/2025
,,2023021213wdS:8AM-8PM,2023112131590420230228,2023,0,39,99,12,1590420230228005,1,2.00,,5,3,1,7,705,1,3,2,1,,,0,0,0,0,3,,33,,,,O,wd,1590420230228,1,,1590420230228005,,1,S:8AM-8PM,44514,02,,,,1257,0,3,1,,,,1,75,-1,1,8,8,15AUG23:08:29,,,,,,,,7720.1928717,2023021213wdS:8AM-8PM,,0,1590420230228005,03/03/2025
,,2023021213wdS:8AM-8PM,2023112131590420230228,2023,7,48,225,12,1590420230228006,1,4.00,,8,0,1,7,705,1,3,2,1,,,0,0,0,0,3,,33,,,,O,wd,1590420230228,1,,1590420230228006,,1,S:8AM-8PM,75844,02,,,,1324,0,3,1,,,,1,69,-1,1,8,8,15AUG23:08:29,,,,,,,,7720.1928717,2023021213wdS:8AM-8PM,,0,1590420230228006,03/03/2025
,,2023021213wdS:8AM-8PM,2023112131590420230228,2023,0,26,25,12,1590420230228007,1,5.00,0.00,5,1,1,7,705,1,3,2,1,,,0,0,1,0,3,,33,,,,O,wd,1590420230228,1,,1590420230228007,1,1,S:8AM-8PM,49017,02,,,,1342,0,3,1,,,,1,67,-1,1,8,8,15AUG23:08:29,,,,,,,,7720.1928717,2023021213wdS:8AM-8PM,,0,1590420230228007,03/03/2025
,,2023021213wdS:8AM-8PM,2023112131590420230228,2023,0,39,147,12,1590420230228008,1,2.00,,0,0,1,7,705,1,3,2,1,,,0,0,0,0,3,,33,,,,O,wd,1590420230228,1,,1590420230228008,,1,S:8AM-8PM,44085,02,,,,1350,0,3,1,,,,1,19,-1,2,8,8,15AUG23:08:29,,,,,,,,7720.1928717,2023021213wdS:8AM-8PM,,0,1590420230228008,03/03/2025
,,2023021213wdS:8AM-8PM,2023112131590420230228,2023,0,39,147,12,1590420230228009,1,2.00,,0,0,1,7,705,1,3,2,1,,,0,0,0,0,3,,33,,,,O,wd,1590420230228,1,,1590420230228009,,1,S:8AM-8PM,44085,02,,,,1351,0,3,1,,,,1,19,-1,1,8,8,15AUG23:08:29,,,,,,,,7720.1928717,2023021213wdS:8AM-8PM,,0,1590420230228009,03/03/2025
,,2023021213wdS:8AM-8PM,2023112131590420230228,2023,0,39,147,12,1590420230228010,1,2.00,,0,0,1,7,705,1,3,2,1,,,0,0,0,0,3,,33,,,,O,wd,1590420230228,1,,1590420230228010,,1,S:8AM-8PM,44853,02,,,,1351,0,3,1,,,,1,19,-1,1,8,8,15AUG23:08:29,,,,,,,,7720.1928717,2023021213wdS:8AM-8PM,,0,1590420230228010,03/03/2025
,RED DRUM,2023011213weS:8AM-8PM,2023112131591220230108,2023,7,1,3,12,1591220230108001,1,1.50,0.00,100,16,1,7,1578,5,3,2,1,,,0,0,0,0,3,,33,,,,O,we,1591220230108,1,,1591220230108001,,1,S:8AM-8PM,36567,01,,,BALDWIN,1311,5,3,1,169290,,,1,62,-1,1,8,8,15AUG23:08:29,8835440901,,,,,,,1388.7948801,2023011213weS:8AM-8PM,,0,1591220230108001,03/03/2025
,,2023011213weS:8AM-8PM,2023112131591220230108,2023,0,19,49,12,1591220230108002,1,2.00,0.00,8,2,1,7,1578,5,3,2,1,,,0,0,0,0,3,,33,,,,O,we,1591220230108,1,,1591220230108002,,1,S:8AM-8PM,50003,01,,,,1332,5,3,1,,,,1,53,-1,1,8,8,15AUG23:08:29,,,,,,,,1388.7948801,2023011213weS:8AM-8PM,,0,1591220230108002,03/03/2025
,,2023011213weS:8AM-8PM,2023112131591220230108,2023,7,12,33,12,1591220230108003,1,1.00,0.00,2,1,1,7,1578,5,3,2,1,,,0,0,0,0,3,,33,,,,Y,we,1591220230108,1,,1591220230108003,,1,S:8AM-8PM,32506,01,,,ESCAMBIA,1429,5,3,1,,,,1,28,-1,1,8,8,15AUG23:08:29,,,,,,,,1291.4672128,2023011213weS:8AM-8PM,,0,1591220230108003,03/03/2025
,,2023011213weS:8AM-8PM,2023112131591220230108,2023,7,12,33,12,1591220230108004,1,1.00,0.00,200,20,1,7,1578,5,3,2,1,,,0,0,0,0,3,,33,,,,Y,we,1591220230108,1,,1591220230108004,,1,S:8AM-8PM,32506,01,,,ESCAMBIA,1429,5,3,1,,,,1,32,-1,2,8,8,15AUG23:08:29,,,,,,,,1291.4672128,2023011213weS:8AM-8PM,,0,1591220230108004,03/03/2025
RED DRUM,FLORIDA POMPANO,2023011213weS:8AM-8PM,2023112131591220230108,2023,7,12,33,12,1591220230108006,1,3.00,0.00,25,3,1,7,1578,5,3,2,1,,,0,0,0,0,3,,33,,,,Y,we,1591220230108,1,,1591220230108006,,1,S:8AM-8PM,32526,01,,,ESCAMBIA,1507,5,3,1,168708,169290,,1,51,-1,1,8,8,15AUG23:08:29,8835280901,8835440901,,,,,,1291.4672128,2023011213weS:8AM-8PM,,0,1591220230108006,03/03/2025
,,2023011213weS:8AM-8PM,2023112131591220230108,2023,7,12,33,12,1591220230108007,1,3.00,0.00,10,5,1,7,1578,5,3,2,1,,,0,0,0,0,3,,33,,,,Y,we,1591220230108,1,,1591220230108007,,1,S:8AM-8PM,32505,01,,,ESCAMBIA,1546,5,3,1,,,,1,63,-1,2,8,8,15AUG23:08:29,,,,,,,,1291.4672128,2023011213weS:8AM-8PM,,0,1591220230108007,03/03/2025
,,2023021213weS:8AM-8PM,2023112131591220230220,2023,7,12,33,12,1591220230220003,1,4.00,0.00,50,5,1,7,1578,5,3,2,1,,,0,0,1,0,3,,33,,,,Y,we,1591220230220,1,,1591220230220003,1,1,S:8AM-8PM,32526,02,,,ESCAMBIA,1240,5,3,1,,,,1,71,-1,1,8,8,15AUG23:08:29,,,,,,,,1442.151936,2023021213weS:8AM-8PM,,0,1591220230220003,03/03/2025
,FLORIDA POMPANO,2023021213weS:8AM-8PM,2023112131591220230220,2023,7,12,33,12,1591220230220004,1,4.00,0.00,150,20,1,7,1578,5,3,2,1,,,0,0,1,0,3,,33,,,,Y,we,1591220230220,1,,1591220230220004,1,1,S:8AM-8PM,32507,02,,,ESCAMBIA,1253,5,3,1,168708,,,1,28,-1,1,8,8,15AUG23:08:29,8835280901,,,,,,,1442.151936,2023021213weS:8AM-8PM,,0,1591220230220004,03/03/2025
,FLORIDA POMPANO,2023021213weS:8AM-8PM,2023112131591220230220,2023,7,12,33,12,1591220230220005,1,4.00,0.00,200,30,1,7,1578,5,3,2,1,,,0,0,0,0,3,,33,,,,Y,we,1591220230220,1,,1591220230220005,,1,S:8AM-8PM,32506,02,,,ESCAMBIA,1318,5,3,1,168708,,,1,71,-1,2,8,8,15AUG23:08:29,8835280901,,,,,,,1442.151936,2023021213weS:8AM-8PM,,0,1591220230220005,03/03/2025
,FLORIDA POMPANO,2023021213weS:8AM-8PM,2023112131591220230220,2023,7,12,33,12,1591220230220006,1,4.00,0.00,200,30,1,7,1578,5,3,2,1,,,0,0,1,0,3,,33,,,,Y,we,1591220230220,1,,1591220230220006,1,1,S:8AM-8PM,32506,02,,,ESCAMBIA,1319,5,3,1,168708,,,2,61,-1,1,8,8,15AUG23:08:29,8835280901,,,,,,,1442.151936,2023021213weS:8AM-8PM,,0,1591220230220006,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230218,2023,7,12,103,12,1591520230218001,1,3.50,0.00,200,25,1,7,769,1,3,2,1,,,0,0,5,0,3,,103,,,,Y,we,1591520230218,1,,1591520230218001,1,3,S:8AM-8PM,33756,02,,,PINELLAS,1121,0,3,1,,,,1,65,-1,1,8,8,15AUG23:08:29,,,,,,,,6766.0956641,2023021233weS:8AM-8PM,,0,1591520230218001,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230218,2023,6,12,95,12,1591520230218002,1,2.00,0.00,15,3,1,7,769,1,3,2,1,,,0,0,4,0,3,,103,,,,O,we,1591520230218,1,,1591520230218002,1,3,S:8AM-8PM,34761,02,0,2,ORANGE,1215,0,3,1,,,,1,21,-1,2,8,8,15AUG23:08:29,,,,,,,,6766.0956641,2023021233weS:8AM-8PM,,0,1591520230218002,03/03/2025
,SPANISH MACKEREL,2023021233weS:8AM-8PM,2023112331591520230218,2023,6,12,97,12,1591520230218003,1,4.00,,0,0,1,7,769,1,3,2,1,,,0,0,0,0,3,,103,,,,O,we,1591520230218,1,,1591520230218003,,3,S:8AM-8PM,34772,02,,,OSCEOLA,1231,0,3,1,172436,,,1,44,-1,1,8,8,15AUG23:08:29,8850030502,,,,,,,6766.0956641,2023021233weS:8AM-8PM,,0,1591520230218003,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230218,2023,6,12,97,12,1591520230218004,1,4.00,,2,0,1,7,769,1,3,2,1,,,0,0,0,0,3,,103,,,,O,we,1591520230218,1,,1591520230218004,,3,S:8AM-8PM,34772,02,,,OSCEOLA,1231,0,3,1,,,,1,23,-1,2,8,8,15AUG23:08:29,,,,,,,,6766.0956641,2023021233weS:8AM-8PM,,0,1591520230218004,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230218,2023,7,12,105,12,1591520230218005,1,2.00,0.00,30,1,1,7,769,1,3,2,1,,,0,0,2,0,3,,103,,,,Y,we,1591520230218,1,,1591520230218005,1,3,S:8AM-8PM,33823,02,,,POLK,1321,0,3,1,,,,1,23,-1,1,8,8,15AUG23:08:29,,,,,,,,6766.0956641,2023021233weS:8AM-8PM,,0,1591520230218005,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230218,2023,7,12,105,12,1591520230218006,1,2.00,0.00,30,1,1,7,769,1,3,2,1,,,0,0,2,0,3,,103,,,,Y,we,1591520230218,1,,1591520230218006,1,3,S:8AM-8PM,33823,02,,,POLK,1321,0,3,1,,,,2,23,-1,2,8,8,15AUG23:08:29,,,,,,,,6766.0956641,2023021233weS:8AM-8PM,,0,1591520230218006,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230218,2023,7,12,105,12,1591520230218007,1,2.00,0.00,30,1,1,7,769,1,3,2,1,,,0,0,1,0,3,,103,,,,Y,we,1591520230218,1,,1591520230218007,1,3,S:8AM-8PM,33823,02,,,POLK,1321,0,3,1,,,,1,18,-1,2,8,8,15AUG23:08:29,,,,,,,,6766.0956641,2023021233weS:8AM-8PM,,0,1591520230218007,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230218,2023,7,12,105,12,1591520230218008,1,2.00,0.00,30,1,1,7,769,1,3,2,1,,,0,0,1,0,3,,103,,,,Y,we,1591520230218,1,,1591520230218008,1,3,S:8AM-8PM,33823,02,,,POLK,1321,0,3,1,,,,1,44,-1,2,8,8,15AUG23:08:29,,,,,,,,6766.0956641,2023021233weS:8AM-8PM,,0,1591520230218008,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230218,2023,7,12,105,12,1591520230218009,1,2.00,0.00,30,1,1,7,769,1,3,2,1,,,0,0,2,0,3,,103,,,,Y,we,1591520230218,1,,1591520230218009,1,3,S:8AM-8PM,33823,02,,,POLK,1321,0,3,1,,,,2,44,-1,2,8,8,15AUG23:08:29,,,,,,,,6766.0956641,2023021233weS:8AM-8PM,,0,1591520230218009,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230218,2023,7,12,105,12,1591520230218010,1,4.00,,0,0,1,7,769,1,3,2,1,,,0,0,0,0,3,,103,,,,Y,we,1591520230218,1,,1591520230218010,,3,S:8AM-8PM,33837,02,,,POLK,1328,0,3,1,,,,1,58,-1,2,8,8,15AUG23:08:29,,,,,,,,6766.0956641,2023021233weS:8AM-8PM,,0,1591520230218010,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230218,2023,7,12,57,12,1591520230218011,1,2.00,0.00,6,1,1,7,769,1,3,2,1,,,0,0,1,0,3,,103,,,,Y,we,1591520230218,1,,1591520230218011,1,3,S:8AM-8PM,33511,02,,,HILLSBOROUGH,1338,0,3,1,,,,1,31,-1,1,8,8,15AUG23:08:29,,,,,,,,6766.0956641,2023021233weS:8AM-8PM,,0,1591520230218011,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230218,2023,7,12,105,12,1591520230218012,1,10.00,0.00,6,1,1,7,769,1,3,2,1,,,0,0,3,0,3,,103,,,,Y,we,1591520230218,1,,1591520230218012,1,3,S:8AM-8PM,33884,02,,,POLK,1346,0,3,1,,,,1,20,-1,1,8,8,15AUG23:08:29,,,,,,,,6766.0956641,2023021233weS:8AM-8PM,,0,1591520230218012,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230218,2023,0,26,155,12,1591520230218013,1,2.00,0.00,2,1,1,7,769,1,3,2,1,,,0,0,2,0,3,,103,,,,O,we,1591520230218,1,,1591520230218013,1,3,S:8AM-8PM,48867,02,,,,1353,0,3,1,,,,1,67,-1,1,8,8,15AUG23:08:29,,,,,,,,6766.0956641,2023021233weS:8AM-8PM,,0,1591520230218013,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230218,2023,0,55,25,12,1591520230218014,1,2.00,0.00,0,0,1,7,769,1,3,2,1,,,0,0,1,0,3,,103,,,,O,we,1591520230218,1,,1591520230218014,1,3,S:8AM-8PM,53589,02,,,,1353,0,3,1,,,,2,63,-1,2,8,8,15AUG23:08:29,,,,,,,,6766.0956641,2023021233weS:8AM-8PM,,0,1591520230218014,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230226,2023,7,12,103,12,1591520230226001,1,2.00,,3,3,1,7,3802,1,3,2,1,,,0,0,0,0,3,,103,,,,Y,we,1591520230226,1,,1591520230226001,,3,S:8AM-8PM,33701,02,,,PINELLAS,1110,0,3,1,,,,1,60,-1,2,8,8,15AUG23:08:29,,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226001,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230226,2023,7,12,103,12,1591520230226002,1,2.00,,3,3,1,7,3802,1,3,2,1,,,0,0,0,0,3,,103,,,,Y,we,1591520230226,1,,1591520230226002,,3,S:8AM-8PM,33701,02,,,PINELLAS,1110,0,3,1,,,,2,58,-1,2,8,8,15AUG23:08:29,,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226002,03/03/2025
FLORIDA POMPANO,COMMON SNOOK,2023021233weS:8AM-8PM,2023112331591520230226,2023,4,25,9,12,1591520230226003,1,3.00,0.00,9,4,1,7,3802,1,3,2,1,,,0,0,3,0,3,,103,,,,O,we,1591520230226,1,,1591520230226003,1,3,S:8AM-8PM,01860,02,0,4,ESSEX,1133,0,3,1,167648,168708,,1,15,-1,2,8,8,15AUG23:08:29,8835010105,8835280901,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226003,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230226,2023,6,12,69,12,1591520230226006,1,3.00,,1,0,1,7,3802,1,3,2,1,,,0,0,0,0,3,,103,,,,O,we,1591520230226,1,,1591520230226006,,3,S:8AM-8PM,34711,02,,,LAKE,1141,0,3,1,,,,1,34,-1,2,8,8,15AUG23:08:29,,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226006,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230226,2023,6,12,69,12,1591520230226007,1,3.00,0.00,1,0,1,7,3802,1,3,2,1,,,0,0,1,0,3,,103,,,,O,we,1591520230226,1,,1591520230226007,1,3,S:8AM-8PM,34711,02,,,LAKE,1141,0,3,1,,,,1,24,-1,2,8,8,15AUG23:08:29,,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226007,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230226,2023,7,12,57,12,1591520230226008,1,2.50,,15,1,1,7,3802,1,3,2,1,,,0,0,0,0,3,,103,,,,Y,we,1591520230226,1,,1591520230226008,,3,S:8AM-8PM,33569,02,,,HILLSBOROUGH,1202,0,3,1,,,,1,54,-1,1,8,8,15AUG23:08:29,,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226008,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230226,2023,7,12,57,12,1591520230226009,1,2.50,,15,1,1,7,3802,1,3,2,1,,,0,0,0,0,3,,103,,,,Y,we,1591520230226,1,,1591520230226009,,3,S:8AM-8PM,33569,02,,,HILLSBOROUGH,1202,0,3,1,,,,1,10,-1,2,8,8,15AUG23:08:29,,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226009,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230226,2023,7,12,57,12,1591520230226010,1,2.50,,15,1,1,7,3802,1,3,2,1,,,0,0,0,0,3,,103,,,,Y,we,1591520230226,1,,1591520230226010,,3,S:8AM-8PM,33569,02,,,HILLSBOROUGH,1202,0,3,1,,,,2,38,-1,2,8,8,15AUG23:08:29,,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226010,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230226,2023,7,12,101,12,1591520230226011,1,1.00,0.00,25,2,1,7,3802,1,3,2,1,,,0,0,3,0,3,,103,,,,Y,we,1591520230226,1,,1591520230226011,1,3,S:8AM-8PM,33542,02,0,1,PASCO,1210,0,3,1,,,,1,43,-1,1,8,8,15AUG23:08:29,,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226011,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230226,2023,7,12,101,12,1591520230226012,1,1.00,0.00,25,2,1,7,3802,1,3,2,1,,,0,0,2,0,3,,103,,,,Y,we,1591520230226,1,,1591520230226012,1,3,S:8AM-8PM,33542,02,0,1,PASCO,1210,0,3,1,,,,2,49,-1,2,8,8,15AUG23:08:29,,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226012,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230226,2023,7,12,119,12,1591520230226013,1,1.00,0.00,6,2,1,7,3802,1,3,2,1,,,0,0,1,0,3,,103,,,,Y,we,1591520230226,1,,1591520230226013,1,3,S:8AM-8PM,33513,02,,,SUMTER,1210,0,3,1,,,,1,10,-1,2,8,8,15AUG23:08:29,,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226013,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230226,2023,7,12,101,12,1591520230226014,1,1.00,0.00,6,2,1,7,3802,1,3,2,1,,,0,0,1,0,3,,103,,,,Y,we,1591520230226,1,,1591520230226014,1,3,S:8AM-8PM,33542,02,,,PASCO,1210,0,3,1,,,,2,9,-1,2,8,8,15AUG23:08:29,,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226014,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230226,2023,7,12,101,12,1591520230226016,1,3.00,0.00,15,4,1,7,3802,1,3,2,1,,,0,0,2,0,3,,103,,,,Y,we,1591520230226,1,,1591520230226016,1,3,S:8AM-8PM,33544,02,,,PASCO,1226,0,3,1,,,,1,17,-1,1,8,8,15AUG23:08:29,,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226016,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230226,2023,7,12,101,12,1591520230226017,1,3.00,0.00,10,3,1,7,3802,1,3,2,1,,,0,0,2,0,3,,103,,,,Y,we,1591520230226,1,,1591520230226017,1,3,S:8AM-8PM,33544,02,,,PASCO,1226,0,3,1,,,,1,16,-1,2,8,8,15AUG23:08:29,,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226017,03/03/2025
,SHEEPSHEAD,2023021233weS:8AM-8PM,2023112331591520230226,2023,7,12,101,12,1591520230226018,1,1.00,0.00,7,2,1,7,3802,1,3,2,1,,,0,0,1,0,3,,103,,,,Y,we,1591520230226,1,,1591520230226018,1,3,S:8AM-8PM,34655,02,,,PASCO,1230,0,3,1,169189,,,1,40,-1,1,8,8,15AUG23:08:29,8835430301,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226018,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230226,2023,7,12,103,12,1591520230226019,1,3.00,,20,1,1,7,3802,1,3,2,1,,,0,0,0,0,3,,103,,,,Y,we,1591520230226,1,,1591520230226019,,3,S:8AM-8PM,33711,02,,,PINELLAS,1237,0,3,1,,,,1,72,-1,2,8,8,15AUG23:08:29,,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226019,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230226,2023,7,12,103,12,1591520230226020,1,3.00,0.00,20,1,1,7,3802,1,3,2,1,,,0,0,1,0,3,,103,,,,Y,we,1591520230226,1,,1591520230226020,1,3,S:8AM-8PM,33711,02,,,PINELLAS,1237,0,3,1,,,,2,8,-1,2,8,8,15AUG23:08:29,,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226020,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230226,2023,7,12,103,12,1591520230226021,1,3.00,0.00,20,1,1,7,3802,1,3,2,1,,,0,0,1,0,3,,103,,,,Y,we,1591520230226,1,,1591520230226021,1,3,S:8AM-8PM,33711,02,0,3,PINELLAS,1240,0,3,1,,,,2,72,-1,2,8,8,15AUG23:08:29,,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226021,03/03/2025
,,2023021233weS:8AM-8PM,2023112331591520230226,2023,5,36,29,12,1591520230226022,1,2.00,0.00,10,4,1,7,3802,1,3,2,1,,,0,0,2,0,3,,103,,,,O,we,1591520230226,1,,1591520230226022,1,3,S:8AM-8PM,14150,02,0,5,,1251,0,3,1,,,,1,59,-1,1,8,8,15AUG23:08:29,,,,,,,,4238.6061922,2023021233weS:8AM-8PM,,0,1591520230226022,03/03/2025
