PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,DATE1,DIST,MODE2001,AREA_NC,COMPFLAG,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,,200566128711wd,123412005113025327,2005,6,12,86,12,86,327,8,7,H,5,2.5,,10,2,1,1,0,0,0,1,4,2,1234120051130002,6,6,2,,,,Y,,1234120051130,,11,wd,1234120051130001,,,,MIAMI-DADE,1635,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,,,1190.0278928,200566128711wd,,0,1234120051130002,8,99998,03/03/2025
,,200566128711wd,123412005113025327,2005,6,12,86,12,86,327,8,7,H,5,2.5,,12,3,2,1,0,0,0,1,4,2,1234120051130003,6,6,2,,,,Y,,1234120051130,,11,wd,1234120051130001,,,,MIAMI-DADE,1637,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,,,1190.0278928,200566128711wd,,0,1234120051130003,8,33147,03/03/2025
,,200566128711wd,123412005113025327,2005,6,12,86,12,86,327,8,7,H,5,2.5,,18,5,1,1,0,0,0,1,4,2,1234120051130004,6,6,2,,,,Y,,1234120051130,,11,wd,1234120051130001,,,,MIAMI-DADE,1638,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,,,1190.0278928,200566128711wd,,0,1234120051130004,8,33147,03/03/2025
,,200566128712we,123412005121011306,2005,6,12,11,12,11,306,8,7,5,5,0.5,,0,0,1,1,0,0,0,0,4,1,1234120051210005,6,6,2,,,,Y,,1234120051210,,12,we,1234120051210005,,,,BROWARD,2103,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,1556.0689064,200566128712we,,0,1234120051210005,8,33060,03/03/2025
,,200566128712we,123412005121011306,2005,6,12,11,12,11,306,8,7,5,5,0.5,,0,0,1,1,0,0,0,1,4,2,1234120051210006,6,6,2,,,,Y,,1234120051210,,12,we,1234120051210005,,,,BROWARD,2105,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,1556.0689064,200566128712we,,0,1234120051210006,8,33060,03/03/2025
,,200566128712we,123412005121011306,2005,6,12,11,12,11,306,8,7,5,5,0.5,,0,0,1,1,0,0,0,1,4,2,1234120051210007,6,6,2,,,,Y,,1234120051210,,12,we,1234120051210005,,,,BROWARD,2106,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,1556.0689064,200566128712we,,0,1234120051210007,8,33067,03/03/2025
,,200566128712we,123412005121011306,2005,6,12,11,12,11,306,8,7,5,5,0.5,,30,3,1,1,0,0,0,1,4,2,1234120051210008,6,6,2,,,,Y,,1234120051210,,12,we,1234120051210005,,,,BROWARD,2108,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,1556.0689064,200566128712we,,0,1234120051210008,8,33067,03/03/2025
,,200566128712we,123412005121111306,2005,6,12,11,12,11,306,8,7,5,5,1.5,0,40,10,1,1,1,0,0,0,1,8,1234120051211001,6,6,2,,,,Y,,1234120051211,,12,we,1234120051211001,1,,,BROWARD,1435,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,520.7973852,200566128712we,,0,1234120051211001,8,33334,03/03/2025
,,200566128712we,123412005122425134,2005,6,12,86,12,86,134,8,7,H,5,1,,30,8,2,1,0,0,0,0,3,1,1234120051224001,6,6,2,,,,Y,,1234120051224,,12,we,1234120051224001,,,,MIAMI-DADE,1602,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,1163.0336726,200566128712we,,0,1234120051224001,8,33012,03/03/2025
,,200566128712we,123412005122425134,2005,6,12,86,12,86,134,8,7,H,5,1,,5,2,2,1,0,0,0,1,3,2,1234120051224002,6,6,2,,,,Y,,1234120051224,,12,we,1234120051224001,,,,MIAMI-DADE,1605,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,1163.0336726,200566128712we,,0,1234120051224002,8,33010,03/03/2025
,,200566128712we,123412005122425134,2005,6,12,86,12,86,134,8,7,H,5,1,,40,12,2,1,0,0,0,1,3,2,1234120051224003,6,6,2,,,,Y,,1234120051224,,12,we,1234120051224001,,,,MIAMI-DADE,1607,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,1163.0336726,200566128712we,,0,1234120051224003,8,33012,03/03/2025
,,200566128712we,123412005122411306,2005,6,12,11,12,11,306,8,7,5,5,0.5,,14,5,1,1,0,0,0,0,3,1,1234120051224007,6,6,2,,,,Y,,1234120051224,,12,we,1234120051224007,,,,BROWARD,1857,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,1634.2026061,200566128712we,,0,1234120051224007,8,33060,03/03/2025
,,200566128712we,123412005122411306,2005,6,12,11,12,11,306,8,7,5,5,0.5,,52,10,1,1,0,0,0,1,3,2,1234120051224008,6,6,2,,,,Y,,1234120051224,,12,we,1234120051224007,,,,BROWARD,1859,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,1634.2026061,200566128712we,,0,1234120051224008,8,33067,03/03/2025
,,200566128712we,123412005122411306,2005,6,12,11,12,11,306,8,7,5,5,0.5,,30,8,1,1,0,0,0,1,3,2,1234120051224009,6,6,2,,,,Y,,1234120051224,,12,we,1234120051224007,,,,BROWARD,1902,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,1634.2026061,200566128712we,,0,1234120051224009,8,33067,03/03/2025
,,200566128712we,123412005122411306,2005,6,12,11,12,11,306,8,7,5,5,1,,40,10,2,1,0,0,0,0,1,8,1234120051224010,6,6,2,,,,Y,,1234120051224,,12,we,1234120051224010,,,,BROWARD,2047,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,1634.2026061,200566128712we,,0,1234120051224010,8,33334,03/03/2025
,,200566128712we,123412005122411306,2005,6,12,11,12,11,306,8,7,5,5,1,,6,2,1,1,0,0,0,0,2,1,1234120051224011,6,6,2,,,,Y,,1234120051224,,12,we,1234120051224011,,,,BROWARD,2128,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,,,1634.2026061,200566128712we,,0,1234120051224011,8,33020,03/03/2025
,,200566128712we,123412005122411306,2005,6,12,86,12,11,306,8,7,5,5,1,,0,0,1,1,0,0,0,1,2,2,1234120051224012,6,6,2,,,,Y,,1234120051224,,12,we,1234120051224011,,,,MIAMI-DADE,2131,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,,,1634.2026061,200566128712we,,0,1234120051224012,8,33163,03/03/2025
,,200566128712wd,123412005122811306,2005,6,12,11,12,11,306,8,7,5,5,1,,8,2,2,1,0,0,0,0,3,1,1234120051228013,6,6,2,,,,Y,,1234120051228,,12,wd,1234120051228013,,,,BROWARD,2148,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,11481.867996,200566128712wd,,0,1234120051228013,8,33327,03/03/2025
,,200566128712wd,123412005122811306,2005,6,12,11,12,11,306,8,7,5,5,1,,12,4,2,1,0,0,0,1,3,2,1234120051228014,6,6,2,,,,Y,,1234120051228,,12,wd,1234120051228013,,,,BROWARD,2150,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,11481.867996,200566128712wd,,0,1234120051228014,8,33327,03/03/2025
,,200566128712wd,123412005122811306,2005,6,12,11,12,11,306,8,7,5,5,1,,25,6,2,1,0,0,0,1,3,2,1234120051228015,6,6,2,,,,Y,,1234120051228,,12,wd,1234120051228013,,,,BROWARD,2152,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,11481.867996,200566128712wd,,0,1234120051228015,8,33327,03/03/2025
,,200566128712wd,123412005122811306,2005,6,12,11,12,11,306,8,7,5,5,0.5,,2,2,1,1,0,0,0,0,1,8,1234120051228018,6,6,2,,,,Y,,1234120051228,,12,wd,1234120051228018,,,,BROWARD,2311,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,11481.867996,200566128712wd,,0,1234120051228018,8,33065,03/03/2025
,,200566128712wd,123412005122811306,2005,6,12,11,12,11,306,8,7,5,5,1,,12,4,1,1,0,0,0,0,2,1,1234120051228019,6,6,2,,,,Y,,1234120051228,,12,wd,1234120051228019,,,,BROWARD,2333,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,,,11481.867996,200566128712wd,,0,1234120051228019,8,33337,03/03/2025
,,200566128712wd,123412005122811306,2005,6,12,11,12,11,306,8,7,5,5,1,,8,3,1,1,0,0,0,1,2,2,1234120051228020,6,6,2,,,,Y,,1234120051228,,12,wd,1234120051228019,,,,BROWARD,2335,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,11481.867996,200566128712wd,,0,1234120051228020,8,33060,03/03/2025
SPOTTED SEATROUT,RED DRUM,200566128711wd,15112200511181274,2005,6,12,127,12,127,4,8,7,3,5,4,0,100,12,1,1,2,0,0,0,2,1,1511220051118001,6,6,2,,,,Y,,1511220051118,,11,wd,1511220051118001,1,,,VOLUSIA,1244,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,8835440901,8835440102,3055.3156402,200566128711wd,,0,1511220051118001,8,32141,03/03/2025
SPOTTED SEATROUT,RED DRUM,200566128711wd,15112200511181274,2005,6,12,127,12,127,4,8,7,3,5,4,0,100,12,1,1,1,0,0,1,2,2,1511220051118002,6,6,2,,,,Y,,1511220051118,,11,wd,1511220051118001,1,,,VOLUSIA,1245,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,8835440901,8835440102,3055.3156402,200566128711wd,,0,1511220051118002,8,32141,03/03/2025
,SHEEPSHEAD,200566128711wd,15112200511181274,2005,6,12,127,12,127,4,8,7,3,5,3,0,100,6,1,3,7,7,0,0,3,1,1511220051118003,6,6,1,,,,Y,,1511220051118,,11,wd,1511220051118003,1,,,VOLUSIA,1352,8,1,1,2,2,2,,03JAN200608:24,8,,,,,,8835430301,,3055.3156402,200566128711wd,,0,1511220051118003,8,32141,03/03/2025
,SHEEPSHEAD,200566128711wd,15112200511181274,2005,6,12,127,12,127,4,8,7,3,5,3,0,998,6,1,0,4,0,1,1,3,2,1511220051118004,6,6,3,,,,Y,,1511220051118,,11,wd,1511220051118003,1,,,VOLUSIA,1353,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,8835430301,,3055.3156402,200566128711wd,,0,1511220051118003,8,32141,03/03/2025
,SHEEPSHEAD,200566128711wd,15112200511181274,2005,6,12,127,12,127,4,8,7,3,5,3,0,2,0,1,0,7,0,1,1,3,2,1511220051118005,6,6,3,,,,Y,,1511220051118,,11,wd,1511220051118003,1,,,VOLUSIA,1354,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,8835430301,,3055.3156402,200566128711wd,,0,1511220051118003,8,32141,03/03/2025
,RED DRUM,200566128711wd,15112200511181274,2005,0,55,95,12,127,4,8,7,3,5,4,0,30,1,1,1,5,0,0,0,2,1,1511220051118006,6,6,2,,,,O,,1511220051118,,11,wd,1511220051118006,1,,,,1510,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,8835440901,,2800.2823195,200566128711wd,,0,1511220051118006,8,54001,03/03/2025
,RED DRUM,200566128711wd,15112200511181274,2005,0,55,95,12,127,4,8,7,3,5,4,0,30,1,1,1,5,0,0,1,2,2,1511220051118007,6,6,2,,,,O,,1511220051118,,11,wd,1511220051118006,1,,,,1511,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,8835440901,,2800.2823195,200566128711wd,,0,1511220051118007,8,54001,03/03/2025
,,200566128711wd,1511220051118127242,2005,6,12,127,12,127,242,8,7,3,5,3,0,20,0,1,1,2,0,0,0,2,1,1511220051118008,6,6,2,,,,Y,,1511220051118,,11,wd,1511220051118008,1,,,VOLUSIA,1550,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,,,3298.6414157,200566128711wd,,0,1511220051118008,8,32114,03/03/2025
,,200566128711wd,1511220051118127242,2005,0,47,59,12,127,242,8,7,3,5,3,0,0,0,1,1,1,0,0,1,2,2,1511220051118009,6,6,2,,,,O,,1511220051118,,11,wd,1511220051118008,1,,,,1551,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,,,3023.2972047,200566128711wd,,0,1511220051118009,8,37743,03/03/2025
ATLANTIC TARPON,COMMON SNOOK,200566128711wd,1511220051118127242,2005,6,12,127,12,127,242,8,7,3,5,4,0,200,40,1,1,2,0,0,0,2,1,1511220051118010,6,6,2,,,,Y,,1511220051118,,11,wd,1511220051118010,1,,,VOLUSIA,1600,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,8835010105,8738020201,3298.6414157,200566128711wd,,0,1511220051118010,8,32132,03/03/2025
ATLANTIC TARPON,COMMON SNOOK,200566128711wd,1511220051118127242,2005,0,27,53,12,127,242,8,7,3,5,4,0,10,2,1,1,1,0,0,1,2,2,1511220051118011,6,6,2,,,,O,,1511220051118,,11,wd,1511220051118010,1,,,,1601,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,8835010105,8738020201,3023.2972047,200566128711wd,,0,1511220051118011,8,55391,03/03/2025
,RED DRUM,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,5,5,4,0,100,10,1,1,1,0,0,0,1,8,1511220051210001,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210001,1,,,VOLUSIA,1052,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440901,,2581.8306511,200566128712we,,0,1511220051210001,8,32764,03/03/2025
RED DRUM,GAG,200566128712we,1511220051210127522,2005,6,12,9,12,127,522,8,7,5,5,5,,998,4,1,1,0,0,0,0,3,1,1511220051210002,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210002,,,,BREVARD,1123,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835020501,8835440901,3681.4756942,200566128712we,,0,1511220051210002,8,32754,03/03/2025
RED DRUM,GAG,200566128712we,1511220051210127522,2005,6,12,117,12,127,522,8,7,5,5,5,,998,2,1,1,0,0,0,1,3,2,1511220051210003,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210002,,,,SEMINOLE,1124,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,8835020501,8835440901,3681.4756942,200566128712we,,0,1511220051210003,8,32771,03/03/2025
,,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,3,5,4,0,25,4,1,1,2,1,0,0,2,1,1511220051210004,6,6,1,,,,Y,,1511220051210,,12,we,1511220051210004,1,,,VOLUSIA,1145,8,1,1,8,1,1,,20JAN200610:42,8,,,,,,,,2581.8306511,200566128712we,,0,1511220051210004,8,32720,03/03/2025
,,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,3,5,4,0,25,4,1,1,2,0,0,1,2,2,1511220051210005,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210004,1,,,VOLUSIA,1146,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,2581.8306511,200566128712we,,0,1511220051210005,8,32720,03/03/2025
,RED DRUM,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,5,5,3,,40,25,1,1,0,0,0,0,2,1,1511220051210009,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210009,,,,VOLUSIA,1230,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440901,,2581.8306511,200566128712we,,0,1511220051210009,8,32759,03/03/2025
,RED DRUM,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,5,5,3,,60,35,1,1,0,0,0,1,2,2,1511220051210010,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210009,,,,VOLUSIA,1231,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,8835440901,,2581.8306511,200566128712we,,0,1511220051210010,8,32759,03/03/2025
SPOTTED SEATROUT,RED DRUM,200566128712we,1511220051210127522,2005,6,12,95,12,127,522,8,7,5,5,6,0,2,2,2,1,2,0,0,0,2,1,1511220051210011,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210011,1,,,ORANGE,1316,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,8835440901,8835440102,2581.8306511,200566128712we,,0,1511220051210011,8,32824,03/03/2025
SPOTTED SEATROUT,RED DRUM,200566128712we,1511220051210127522,2005,6,12,95,12,127,522,8,7,5,5,6,0,30,5,2,1,2,0,0,1,2,2,1511220051210012,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210011,1,,,ORANGE,1317,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,8835440901,8835440102,2581.8306511,200566128712we,,0,1511220051210012,8,32835,03/03/2025
SPOTTED SEATROUT,RED DRUM,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,5,5,5,0,6,3,1,1,1,0,0,0,2,1,1511220051210013,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210013,1,,,VOLUSIA,1325,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440901,8835440102,2581.8306511,200566128712we,,0,1511220051210013,8,32720,03/03/2025
SPOTTED SEATROUT,RED DRUM,200566128712we,1511220051210127522,2005,6,12,95,12,127,522,8,7,5,5,5,,10,4,2,1,0,0,0,1,2,2,1511220051210014,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210013,,,,ORANGE,1326,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,8835440901,8835440102,2581.8306511,200566128712we,,0,1511220051210014,8,32803,03/03/2025
,RED DRUM,200566128712we,1511220051210127522,2005,6,12,95,12,127,522,8,7,5,5,3.5,0,50,2,2,1,1,0,0,0,2,1,1511220051210015,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210015,1,,,ORANGE,1328,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440901,,2581.8306511,200566128712we,,0,1511220051210015,8,32826,03/03/2025
,RED DRUM,200566128712we,1511220051210127522,2005,6,12,117,12,127,522,8,7,5,5,3.5,0,15,2,1,1,1,0,0,1,2,2,1511220051210016,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210015,1,,,SEMINOLE,1329,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,8835440901,,2581.8306511,200566128712we,,0,1511220051210016,8,32765,03/03/2025
,RED DRUM,200566128712we,1511220051210127522,2005,6,12,95,12,127,522,8,7,5,5,2,,30,4,1,1,0,0,0,0,1,8,1511220051210017,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210017,,,,ORANGE,1332,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440901,,2581.8306511,200566128712we,,0,1511220051210017,8,32812,03/03/2025
,RED DRUM,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,5,5,4.5,0,125,30,1,2,3,2,0,0,2,1,1511220051210018,6,6,1,,,,Y,,1511220051210,,12,we,1511220051210018,1,,,VOLUSIA,1342,8,1,1,2,1,2,,20JAN200610:42,8,,,,,,8835440901,,2581.8306511,200566128712we,,0,1511220051210018,8,32759,03/03/2025
,RED DRUM,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,5,5,4.5,0,30,15,1,0,2,0,1,1,2,2,1511220051210019,6,6,3,,,,Y,,1511220051210,,12,we,1511220051210018,1,,,VOLUSIA,1343,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,8835440901,,2581.8306511,200566128712we,,0,1511220051210018,8,32759,03/03/2025
,RED DRUM,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,5,5,7,0,90,7,1,1,2,0,0,0,2,1,1511220051210020,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210020,1,,,VOLUSIA,1352,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440901,,2581.8306511,200566128712we,,0,1511220051210020,8,32132,03/03/2025
,,200566128712we,1511220051210127522,2005,6,12,11,12,127,522,8,7,5,5,7,,998,10,1,1,0,0,0,1,2,2,1511220051210021,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210020,,,,BROWARD,1353,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,2581.8306511,200566128712we,,0,1511220051210021,8,33312,03/03/2025
,,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,5,5,5,0,20,5,1,1,1,0,0,0,2,1,1511220051210022,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210022,1,,,VOLUSIA,1400,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,,,2581.8306511,200566128712we,,0,1511220051210022,8,32724,03/03/2025
,,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,5,5,5,0,998,98,1,1,2,0,0,1,2,2,1511220051210023,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210022,1,,,VOLUSIA,1401,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,,,2581.8306511,200566128712we,,0,1511220051210023,8,32724,03/03/2025
,RED DRUM,200566128712we,1511220051210127522,2005,6,12,9,12,127,522,8,7,5,5,2.5,,100,12,1,1,0,0,0,0,1,8,1511220051210024,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210024,,,,BREVARD,1420,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,8835440901,,2581.8306511,200566128712we,,0,1511220051210024,8,32907,03/03/2025
,RED DRUM,200566128712we,1511220051210127522,2005,6,12,9,12,127,522,8,7,3,5,6,0,180,8,1,1,3,0,0,0,2,1,1511220051210025,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210025,1,,,BREVARD,1442,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440901,,2581.8306511,200566128712we,,0,1511220051210025,8,32780,03/03/2025
,RED DRUM,200566128712we,1511220051210127522,2005,6,12,9,12,127,522,8,7,3,5,6,,998,8,1,1,0,0,0,1,2,2,1511220051210026,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210025,,,,BREVARD,1443,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,8835440901,,2581.8306511,200566128712we,,0,1511220051210026,8,32780,03/03/2025
,,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,3,5,1,0,20,0,1,1,2,0,0,0,1,8,1511220051210027,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210027,1,,,VOLUSIA,1454,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,,,2581.8306511,200566128712we,,0,1511220051210027,8,32141,03/03/2025
,GAG,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,5,5,4,0,60,30,1,1,2,0,0,0,3,1,1511220051210028,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210028,1,0,2,VOLUSIA,1508,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835020501,,2581.8306511,200566128712we,,0,1511220051210028,8,32141,03/03/2025
,GAG,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,5,5,4,0,60,30,1,1,2,0,0,1,3,2,1511220051210029,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210028,1,0,1,VOLUSIA,1509,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,8835020501,,2581.8306511,200566128712we,,0,1511220051210029,8,32141,03/03/2025
,GAG,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,5,5,4,0,60,30,1,1,2,0,0,1,3,2,1511220051210030,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210028,1,0,1,VOLUSIA,1510,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,8835020501,,2581.8306511,200566128712we,,0,1511220051210030,8,32141,03/03/2025
,RED DRUM,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,5,5,5,0,270,60,1,1,2,0,0,0,3,1,1511220051210031,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210031,1,,,VOLUSIA,1525,8,1,1,8,1,8,,20JAN200610:42,8,,,,,,8835440901,,2581.8306511,200566128712we,,0,1511220051210031,8,32720,03/03/2025
,RED DRUM,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,5,5,5,0,120,12,1,1,1,0,0,1,3,2,1511220051210032,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210031,1,,,VOLUSIA,1526,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,8835440901,,2581.8306511,200566128712we,,0,1511220051210032,8,32720,03/03/2025
,RED DRUM,200566128712we,1511220051210127522,2005,6,12,127,12,127,522,8,7,5,5,5,0,120,12,1,1,2,0,0,1,3,2,1511220051210033,6,6,2,,,,Y,,1511220051210,,12,we,1511220051210031,1,,,VOLUSIA,1527,8,1,1,8,2,8,,20JAN200610:42,8,,,,,,8835440901,,2581.8306511,200566128712we,,0,1511220051210033,8,32720,03/03/2025
,,200566128711wd,151562005110131155,2005,6,12,89,12,31,155,8,7,3,5,4,0,100,4,1,2,1,9,0,0,2,1,1515620051101001,6,6,1,,,,Y,,1515620051101,,11,wd,1515620051101001,1,8,0,NASSAU,1144,8,1,1,2,1,2,,03JAN200608:24,8,,,,,,,,3100.4495702,200566128711wd,,0,1515620051101001,8,32009,03/03/2025
,,200566128711wd,151562005110131155,2005,6,12,31,12,31,155,8,7,3,5,4,0,100,4,1,0,1,0,1,1,2,2,1515620051101002,6,6,3,,,,Y,,1515620051101,,11,wd,1515620051101001,1,,,DUVAL,1148,8,1,1,8,2,8,,03JAN200608:24,8,,,,,,,,3100.4495702,200566128711wd,,0,1515620051101001,8,32219,03/03/2025
,RED DRUM,200566128711wd,151562005110131155,2005,6,12,11,12,31,155,8,7,3,5,5,0,50,7,1,2,3,4,0,0,2,1,1515620051101003,6,6,1,,,,Y,,1515620051101,,11,wd,1515620051101003,1,,,BROWARD,1213,8,1,1,2,1,2,,03JAN200608:24,8,,,,,,8835440901,,3100.4495702,200566128711wd,,0,1515620051101003,8,99998,03/03/2025
,RED DRUM,200566128711wd,151562005110131155,2005,6,12,31,12,31,155,8,7,3,5,5,0,50,14,1,0,3,0,1,1,2,2,1515620051101004,6,6,3,,,,Y,,1515620051101,,11,wd,1515620051101003,1,,,DUVAL,1214,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,8835440901,,3100.4495702,200566128711wd,,0,1515620051101003,8,32225,03/03/2025
,,200566128711wd,151562005110131155,2005,6,12,31,12,31,155,8,7,3,5,5,0,9,5,1,2,2,3,0,0,2,1,1515620051101005,6,6,1,,,,Y,,1515620051101,,11,wd,1515620051101005,1,1,0,DUVAL,1249,8,1,1,2,1,2,,03JAN200608:24,8,,,,,,,,3100.4495702,200566128711wd,,0,1515620051101005,8,32226,03/03/2025
,,200566128711wd,151562005110131155,2005,6,12,31,12,31,155,8,7,3,5,5,0,9,5,1,0,1,0,1,1,2,2,1515620051101006,6,6,3,,,,Y,,1515620051101,,11,wd,1515620051101005,1,,,DUVAL,1250,8,1,1,8,1,8,,03JAN200608:24,8,,,,,,,,3100.4495702,200566128711wd,,0,1515620051101005,8,32208,03/03/2025
,SPOTTED SEATROUT,200566128711wd,151562005110131155,2005,6,12,31,12,31,155,8,7,3,5,5,0,60,9,1,2,1,3,0,0,2,1,1515620051101007,6,6,1,,,,Y,,1515620051101,,11,wd,1515620051101007,1,3,0,DUVAL,1404,8,1,1,2,1,2,,03JAN200608:24,8,,,,,,8835440102,,3100.4495702,200566128711wd,,0,1515620051101007,8,32226,03/03/2025
