PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,PRIM1,PRIM2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,DATE1,DIST,MODE2001,AREA_NC,MUNI_RES,MUNI_TRP,TSN1,TSN2,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,,200526458304we,163792005043051173,2005,6,13,157,45,51,173,1,3,1,1,4.5,0,0,0,1,1,0,1,0,0,,,1637920050430006,6,2,1,,0,0,O,,1637920050430,1,04,we,1637920050430006,1,1,0,,1020,,,,1,1,8,1,1,,20060124,1,0,,,,,,5903.389173,200526458304we,,0,1637920050430006,8,30549,03/03/2025
,,200526458304we,163792005043051173,2005,6,37,51,45,51,173,1,3,1,1,4,0,4,1,1,1,1,1,0,0,,,1637920050430007,6,2,1,,0,0,O,,1637920050430,1,04,we,1637920050430007,1,1,0,,1031,,,,1,1,8,1,1,,20060124,1,0,,,,,,5903.389173,200526458304we,,0,1637920050430007,8,28303,03/03/2025
,,200526458304we,163792005043051173,2005,6,37,51,45,51,173,1,3,1,1,4,0,4,0,1,1,0,2,0,0,,,1637920050430008,6,2,1,,0,0,O,,1637920050430,1,04,we,1637920050430008,1,2,0,,1035,,,,1,1,8,1,1,,20060124,1,0,,,,,,5903.389173,200526458304we,,0,1637920050430008,8,28348,03/03/2025
,,200526458304we,163792005043051173,2005,6,37,179,45,51,173,1,3,1,1,3,0,25,0,1,1,2,0,0,0,,,1637920050430009,6,2,2,,0,0,O,,1637920050430,1,04,we,1637920050430009,1,,,,1045,,,,1,1,8,1,8,,20060124,1,0,,,,,,5903.389173,200526458304we,,0,1637920050430009,8,28110,03/03/2025
,,200526458304we,163792005043051173,2005,0,29,189,45,51,173,1,3,1,1,1.5,,0,0,1,1,0,0,0,0,,,1637920050430010,6,2,2,,0,0,O,,1637920050430,1,04,we,1637920050430010,,,,,1055,,,,1,1,8,2,8,,20060124,1,0,,,,,,5903.389173,200526458304we,,0,1637920050430010,8,63088,03/03/2025
,SOUTHERN KINGFISH,200526458304we,163792005043051173,2005,6,37,27,45,51,173,1,3,1,1,2.5,,1,0,1,1,0,0,0,0,,,1637920050430011,6,2,2,,0,0,O,,1637920050430,1,04,we,1637920050430011,,,,,1138,8835440601,,,1,1,8,1,8,,20060124,1,0,,,,169274,,5903.389173,200526458304we,,0,1637920050430011,8,28638,03/03/2025
,,200526458303we,163802005032051173,2005,6,45,91,45,51,173,1,3,1,1,3,,2,0,1,1,0,0,0,0,,,1638020050320001,6,2,2,,0,0,N,,1638020050320,1,03,we,1638020050320001,,,,,1130,,,,1,1,8,1,8,,20060124,1,0,,,,,,3890.1740101,200526458303we,,0,1638020050320001,8,24730,03/03/2025
,,200526458303we,163802005032051173,2005,6,45,91,45,51,173,1,3,1,1,3,,2,0,1,1,0,0,0,0,,,1638020050320002,6,2,2,,0,0,N,,1638020050320,1,03,we,1638020050320002,,,,,1230,,,,1,1,8,1,8,,20060124,1,0,,,,,,3890.1740101,200526458303we,,0,1638020050320002,8,29730,03/03/2025
,SUMMER FLOUNDER,200526458303we,163802005032051173,2005,6,45,33,45,51,173,1,3,1,1,3,,110,2,1,1,0,0,0,0,,,1638020050320003,6,2,2,,0,0,N,,1638020050320,1,03,we,1638020050320003,,,,,1300,8857030301,,,1,1,8,1,8,,20060124,1,0,,,,172735,,3890.1740101,200526458303we,,0,1638020050320003,8,29536,03/03/2025
,,200526458303we,163802005032051173,2005,6,37,81,45,51,173,1,3,1,1,1.5,,50,0,1,1,0,0,0,0,,,1638020050320004,6,2,2,,0,0,O,,1638020050320,1,03,we,1638020050320004,,,,,1330,,,,1,1,8,1,8,,20060124,1,0,,,,,,4308.1513569,200526458303we,,0,1638020050320004,8,27410,03/03/2025
,,200526458303we,163802005032051173,2005,6,37,67,45,51,173,1,3,1,1,1,,2,1,1,1,0,0,0,0,,,1638020050320005,6,2,2,,0,0,O,,1638020050320,1,03,we,1638020050320005,,,,,1400,,,,1,1,8,2,8,,20060124,1,0,,,,,,4308.1513569,200526458303we,,0,1638020050320005,8,27284,03/03/2025
,,200526458303we,163802005032051173,2005,6,37,67,45,51,173,1,3,1,1,1,,2,0,1,1,0,0,0,0,,,1638020050320006,6,2,2,,0,0,O,,1638020050320,1,03,we,1638020050320006,,,,,1430,,,,1,1,8,2,8,,20060124,1,0,,,,,,4308.1513569,200526458303we,,0,1638020050320006,8,27284,03/03/2025
,,200526458303we,163802005032051173,2005,6,37,155,45,51,173,1,3,1,1,1.5,,25,0,1,1,0,0,0,0,,,1638020050320007,6,2,2,,0,0,O,,1638020050320,1,03,we,1638020050320007,,,,ROBESON,1500,,,,1,1,8,1,8,,20060124,1,0,,,,,,4308.1513569,200526458303we,,0,1638020050320007,8,28358,03/03/2025
SPOT,KINGFISH GENUS,200526458303we,163802005032051173,2005,6,37,155,45,51,173,1,3,1,1,1.5,,50,0,1,1,0,0,0,0,,,1638020050320008,6,2,2,,0,0,O,,1638020050320,1,03,we,1638020050320008,,,,ROBESON,1530,8835440600,8835440401,,1,1,8,1,8,,20060124,1,0,,,,169273,169267,4308.1513569,200526458303we,,0,1638020050320008,8,28358,03/03/2025
,,200526458304wd,163802005040451173,2005,6,37,183,45,51,173,1,3,1,1,1,,4,0,1,1,0,0,0,0,,,1638020050404001,6,2,2,,0,0,O,,1638020050404,1,04,wd,1638020050404001,,,,,1130,,,,1,1,8,1,8,,20060124,1,0,,,,,,3588.5017152,200526458304wd,,0,1638020050404001,8,27615,03/03/2025
,,200526458304wd,163802005040451173,2005,6,45,83,45,51,173,1,3,1,1,2,,998,98,8,1,0,0,0,0,,,1638020050404002,6,2,2,,0,0,N,,1638020050404,1,04,wd,1638020050404002,,,,,1200,,,,1,1,8,1,8,,20060124,1,0,,,,,,3240.3448605,200526458304wd,,0,1638020050404002,8,29369,03/03/2025
,KINGFISH GENUS,200526458304wd,163802005040451173,2005,6,45,83,45,51,173,1,3,1,1,2,,0,0,1,1,0,0,0,0,,,1638020050404003,6,2,2,,0,0,N,,1638020050404,1,04,wd,1638020050404003,,,,,1230,8835440600,,,1,1,8,1,8,,20060124,1,0,,,,169273,,3240.3448605,200526458304wd,,0,1638020050404003,8,29334,03/03/2025
,,200526458304wd,163802005040451173,2005,6,45,51,45,51,173,1,3,1,1,2.5,,150,5,1,1,0,0,0,0,,,1638020050404004,6,2,2,,0,0,Y,,1638020050404,1,04,wd,1638020050404004,,,,HORRY,1300,,,,1,1,8,1,8,,20060124,1,0,,,,,,1896.3148311,200526458304wd,,0,1638020050404004,8,29582,03/03/2025
,KINGFISH GENUS,200526458304wd,163802005040451173,2005,6,37,37,45,51,173,1,3,1,1,2.5,,2,0,1,1,0,0,0,0,,,1638020050404005,6,2,2,,0,0,O,,1638020050404,1,04,wd,1638020050404005,,,,,1400,8835440600,,,1,1,8,1,8,,20060124,1,0,,,,169273,,3588.5017152,200526458304wd,,0,1638020050404005,8,27344,03/03/2025
,,200526458304wd,163802005040451173,2005,6,13,135,45,51,173,1,3,1,1,2,0,0,0,1,1,1,0,0,0,,,1638020050404006,6,2,2,,0,0,O,,1638020050404,1,04,wd,1638020050404006,1,,,,1430,,,,1,1,8,1,8,,20060124,1,0,,,,,,3588.5017152,200526458304wd,,0,1638020050404006,8,30096,03/03/2025
,,200526458304wd,163802005040451173,2005,6,45,55,45,51,173,1,3,1,1,4,0,5,0,1,1,1,0,0,0,,,1638020050404007,6,2,2,,0,0,N,,1638020050404,1,04,wd,1638020050404007,1,,,,1500,,,,1,1,8,1,8,,20060124,1,0,,,,,,3240.3448605,200526458304wd,,0,1638020050404007,8,29020,03/03/2025
,,200526458304wd,163802005040451173,2005,6,45,55,45,51,173,1,3,1,1,,0,2,0,1,1,1,0,0,0,,,1638020050404008,6,2,2,,0,0,N,,1638020050404,1,04,wd,1638020050404008,1,,,,1530,,,,1,1,8,1,8,,20060124,1,0,,,,,,3240.3448605,200526458304wd,,0,1638020050404008,8,29020,03/03/2025
,,200526458304wd,163802005040451173,2005,6,45,51,45,51,173,1,3,1,1,,,998,98,1,1,0,0,0,0,,,1638020050404009,6,2,2,,0,0,Y,,1638020050404,1,04,wd,1638020050404009,,,,HORRY,1630,,,,1,1,8,1,8,,20060124,1,0,,,,,,1896.3148311,200526458304wd,,0,1638020050404009,8,99998,03/03/2025
,,200526458304wd,163802005040451173,2005,6,45,83,45,51,173,1,3,1,1,2,0,1,0,1,1,1,0,0,0,,,1638020050404010,6,2,2,,0,0,N,,1638020050404,1,04,wd,1638020050404010,1,,,,1700,,,,1,1,8,1,8,,20060124,1,0,,,,,,3240.3448605,200526458304wd,,0,1638020050404010,8,29302,03/03/2025
,,200526458304wd,163802005040451173,2005,6,45,51,45,51,173,1,3,1,1,3,,10,0,1,1,0,0,0,0,,,1638020050404011,6,2,2,,0,0,Y,,1638020050404,1,04,wd,1638020050404011,,,,HORRY,1730,,,,1,1,8,2,8,,20060124,1,0,,,,,,1896.3148311,200526458304wd,,0,1638020050404011,8,29582,03/03/2025
,KINGFISH GENUS,200526458304we,16380200504165125,2005,6,45,51,45,51,25,1,3,1,1,2,0,30,0,1,1,1,0,0,0,,,1638020050416001,6,2,2,,0,0,Y,,1638020050416,1,04,we,1638020050416001,1,,,HORRY,1230,8835440600,,,1,1,8,1,8,,20060124,1,0,,,,169273,,893.42828906,200526458304we,,0,1638020050416001,8,29588,03/03/2025
,,200526458304we,16380200504165125,2005,6,45,55,45,51,25,1,3,1,1,1,,5,0,1,1,0,0,0,0,,,1638020050416002,6,2,2,,0,0,N,,1638020050416,1,04,we,1638020050416002,,,,,1300,,,,1,1,8,1,8,,20060124,1,0,,,,,,1526.6535478,200526458304we,,0,1638020050416002,8,29020,03/03/2025
,,200526458304we,16380200504165125,2005,6,45,51,45,51,25,1,3,1,1,0.5,,10,1,1,1,0,0,0,0,,,1638020050416003,6,2,2,,0,0,Y,,1638020050416,1,04,we,1638020050416003,,,,HORRY,1400,,,,1,1,8,1,8,,20060124,1,0,,,,,,893.42828906,200526458304we,,0,1638020050416003,8,29577,03/03/2025
,KINGFISH GENUS,200526458304we,16380200504165125,2005,6,45,51,45,51,25,1,3,1,1,0.5,0,20,3,1,1,1,0,0,0,,,1638020050416004,6,2,2,,0,0,Y,,1638020050416,1,04,we,1638020050416004,1,,,HORRY,1430,8835440600,,,1,1,8,1,8,,20060124,1,0,,,,169273,,893.42828906,200526458304we,,0,1638020050416004,8,29577,03/03/2025
,,200526458304we,16380200504165125,2005,6,45,51,45,51,25,1,3,1,1,3,0,50,0,1,1,2,0,0,0,,,1638020050416005,6,2,2,,0,0,Y,,1638020050416,1,04,we,1638020050416005,1,0,1,HORRY,1500,,,,1,1,8,1,8,,20060124,1,0,,,,,,893.42828906,200526458304we,,0,1638020050416005,8,29588,03/03/2025
,,200526458304we,16380200504165125,2005,2,6,43,45,51,25,1,3,1,1,1,,2,0,1,1,0,0,0,0,,,1638020050416006,6,2,2,,0,0,O,,1638020050416,1,04,we,1638020050416006,,,,,1530,,,,1,1,8,1,8,,20060124,1,0,,,,,,1690.6838965,200526458304we,,0,1638020050416006,8,95389,03/03/2025
,,200526458304we,16380200504165125,2005,6,37,89,45,51,25,1,3,1,1,2,,3,1,2,1,0,0,0,0,,,1638020050416007,6,2,2,,0,0,O,,1638020050416,1,04,we,1638020050416007,,,,,1600,,,,1,1,8,2,8,,20060124,1,0,,,,,,1690.6838965,200526458304we,,0,1638020050416007,8,28732,03/03/2025
POMPANO DOLPHIN,KINGFISH GENUS,200526458304we,16380200504165125,2005,0,99,998,45,51,25,1,3,1,1,1.5,,12,12,1,1,0,0,0,0,,,1638020050416008,6,2,2,,0,0,O,,1638020050416,1,04,we,1638020050416008,,,,,1630,8835440600,8835290102,,1,1,8,1,8,,20060124,1,0,,,,169273,168792,1690.6838965,200526458304we,,0,1638020050416008,8,99997,03/03/2025
,,200526458304we,16380200504165125,2005,6,45,43,45,51,25,1,3,1,1,1,,4,1,1,1,0,0,0,0,,,1638020050416009,6,2,2,,0,0,Y,,1638020050416,1,04,we,1638020050416009,,,,GEORGETOWN,1700,,,,1,1,8,1,8,,20060124,1,0,,,,,,893.42828906,200526458304we,,0,1638020050416009,8,29576,03/03/2025
,,200526458304wd,16380200504195126,2005,4,9,5,45,51,26,1,3,1,1,1.5,,0,0,1,1,0,0,0,0,,,1638020050419001,6,2,2,,0,0,O,,1638020050419,1,04,wd,1638020050419001,,,,LITCHFIELD,1230,,,,1,1,8,1,8,,20060124,1,0,,,,,,1364.2058007,200526458304wd,,0,1638020050419001,8,06798,03/03/2025
,,200526458304wd,16380200504195126,2005,6,37,67,45,51,26,1,3,1,1,5,0,8,0,1,1,1,0,0,0,,,1638020050419002,6,2,2,,0,0,O,,1638020050419,1,04,wd,1638020050419002,1,0,1,,1300,,,,1,1,8,2,8,,20060124,1,0,,,,,,1364.2058007,200526458304wd,,0,1638020050419002,8,27052,03/03/2025
,,200526458304wd,16380200504195126,2005,5,36,101,45,51,26,1,3,1,1,4,0,20,1,1,1,1,0,0,0,,,1638020050419003,6,2,2,,0,0,O,,1638020050419,1,04,wd,1638020050419003,1,,,,1400,,,,1,1,8,1,8,,20060124,1,0,,,,,,1364.2058007,200526458304wd,,0,1638020050419003,8,14810,03/03/2025
,,200526458304wd,16380200504195126,2005,5,36,101,45,51,26,1,3,1,1,4,0,1,0,1,1,1,0,0,0,,,1638020050419004,6,2,2,,0,0,O,,1638020050419,1,04,wd,1638020050419004,1,,,,1430,,,,1,1,8,1,8,,20060124,1,0,,,,,,1364.2058007,200526458304wd,,0,1638020050419004,8,14512,03/03/2025
,,200526458304wd,16380200504195126,2005,6,45,51,45,51,26,1,3,1,1,2.5,,2,1,1,1,0,0,0,0,,,1638020050419005,6,2,2,,0,0,Y,,1638020050419,1,04,wd,1638020050419005,,,,HORRY,1500,,,,1,1,8,1,8,,20060124,1,0,,,,,,720.90356863,200526458304wd,,0,1638020050419005,8,99998,03/03/2025
,,200526458304wd,16380200504195126,2005,6,45,51,45,51,26,1,3,1,1,1.5,0,10,2,1,1,2,0,0,0,,,1638020050419006,6,2,2,,0,0,Y,,1638020050419,1,04,wd,1638020050419006,1,,,HORRY,1530,,,,1,1,8,1,8,,20060124,1,0,,,,,,720.90356863,200526458304wd,,0,1638020050419006,8,29575,03/03/2025
,,200526458304wd,16380200504195126,2005,6,45,51,45,51,26,1,3,1,1,0.5,,8,2,1,1,0,0,0,0,,,1638020050419007,6,2,2,,0,0,Y,,1638020050419,1,04,wd,1638020050419007,,,,HORRY,1600,,,,1,1,8,1,8,,20060124,1,0,,,,,,720.90356863,200526458304wd,,0,1638020050419007,8,29577,03/03/2025
,,200526458304wd,16380200504195126,2005,6,45,51,45,51,26,1,3,1,1,0.5,,8,0,1,1,0,0,0,0,,,1638020050419008,6,2,2,,0,0,Y,,1638020050419,1,04,wd,1638020050419008,,,,HORRY,1630,,,,1,1,8,2,8,,20060124,1,0,,,,,,720.90356863,200526458304wd,,0,1638020050419008,8,29577,03/03/2025
,SUMMER FLOUNDER,200526458304wd,16380200504195126,2005,6,45,43,45,51,26,1,3,1,1,2.5,0,100,1,1,1,0,2,0,0,,,1638020050419009,6,2,1,,0,0,Y,,1638020050419,1,04,wd,1638020050419009,1,2,0,GEORGETOWN,1700,8857030301,,,1,1,8,1,1,,20060124,1,0,,,,172735,,720.90356863,200526458304wd,,0,1638020050419009,8,29576,03/03/2025
,,200526458304wd,16380200504195126,2005,6,45,57,45,51,26,1,3,1,1,1,,20,4,1,1,0,0,0,0,,,1638020050419010,6,2,2,,0,0,N,,1638020050419,1,04,wd,1638020050419010,,,,,1730,,,,1,1,8,1,8,,20060124,1,0,,,,,,1231.8503949,200526458304wd,,0,1638020050419010,8,29720,03/03/2025
,,200526458304wd,16380200504195126,2005,6,45,57,45,51,26,1,3,1,1,1,0,12,2,1,1,1,0,0,0,,,1638020050419011,6,2,2,,0,0,N,,1638020050419,1,04,wd,1638020050419011,1,,,,1800,,,,1,1,8,1,8,,20060124,1,0,,,,,,1231.8503949,200526458304wd,,0,1638020050419011,8,29720,03/03/2025
,,200526458304wd,16380200504195126,2005,6,45,51,45,51,26,1,3,1,1,3,,10,1,1,1,0,0,0,0,,,1638020050419012,6,2,2,,0,0,Y,,1638020050419,1,04,wd,1638020050419012,,,,HORRY,1830,,,,1,1,8,2,8,,20060124,1,0,,,,,,720.90356863,200526458304wd,,0,1638020050419012,8,29582,03/03/2025
,KINGFISH GENUS,200526458304we,16380200504235124,2005,6,37,167,45,51,24,1,3,1,1,4.5,0,25,5,1,1,3,0,0,0,,,1638020050423001,6,2,2,,0,0,O,,1638020050423,1,04,we,1638020050423001,1,,,,1130,8835440600,,,1,1,8,1,8,,20060124,1,0,,,,169273,,1646.4549347,200526458304we,,0,1638020050423001,8,28001,03/03/2025
,,200526458304we,16380200504235124,2005,6,37,167,45,51,24,1,3,1,1,4.5,0,20,4,1,1,2,0,0,0,,,1638020050423002,6,2,2,,0,0,O,,1638020050423,1,04,we,1638020050423002,1,,,,1200,,,,1,1,8,1,8,,20060124,1,0,,,,,,1646.4549347,200526458304we,,0,1638020050423002,8,28001,03/03/2025
,,200526458304we,16380200504235124,2005,6,37,175,45,51,24,1,3,1,1,2,0,2,1,1,1,1,0,0,0,,,1638020050423003,6,2,2,,0,0,O,,1638020050423,1,04,we,1638020050423003,1,,,,1230,,,,1,1,8,1,8,,20060124,1,0,,,,,,1646.4549347,200526458304we,,0,1638020050423003,8,28742,03/03/2025
,,200526458304we,16380200504235124,2005,6,37,71,45,51,24,1,3,1,1,2,0,4,0,1,1,1,0,0,0,,,1638020050423004,6,2,2,,0,0,O,,1638020050423,1,04,we,1638020050423004,1,,,,1330,,,,1,1,8,1,8,,20060124,1,0,,,,,,1646.4549347,200526458304we,,0,1638020050423004,8,28016,03/03/2025
,,200526458304we,16380200504235124,2005,6,37,71,45,51,24,1,3,1,1,2,,4,1,1,1,0,0,0,0,,,1638020050423005,6,2,2,,0,0,O,,1638020050423,1,04,we,1638020050423005,,,,,1400,,,,1,1,8,2,8,,20060124,1,0,,,,,,1646.4549347,200526458304we,,0,1638020050423005,8,28016,03/03/2025
,KINGFISH GENUS,200526458304we,16380200504235124,2005,6,37,179,45,51,24,1,3,1,1,1,,0,0,1,1,0,0,0,0,,,1638020050423006,6,2,2,,0,0,O,,1638020050423,1,04,we,1638020050423006,,,,,1450,8835440600,,,1,1,8,1,8,,20060124,1,0,,,,169273,,1646.4549347,200526458304we,,0,1638020050423006,8,28110,03/03/2025
KING MACKEREL,BLUEFISH,200526458304we,16380200504235124,2005,6,45,51,45,51,24,1,3,1,1,4,0,100,7,1,1,2,0,0,0,,,1638020050423007,6,2,2,,0,0,Y,,1638020050423,1,04,we,1638020050423007,1,,,HORRY,1500,8835250101,8850030501,,1,1,8,1,8,,20060124,1,0,,,,168559,172435,870.05585037,200526458304we,,0,1638020050423007,8,29588,03/03/2025
,KINGFISH GENUS,200526458304we,16380200504235124,2005,6,45,23,45,51,24,1,3,1,1,2.5,0,33,19,1,1,3,0,0,0,,,1638020050423008,6,2,2,,0,0,N,,1638020050423,1,04,we,1638020050423008,1,0,1,,1530,8835440600,,,1,1,8,1,8,,20060124,1,0,,,,169273,,1486.715685,200526458304we,,0,1638020050423008,8,28630,03/03/2025
,,200526458304we,16380200504235124,2005,6,37,119,45,51,24,1,3,1,1,0.5,,8,0,1,1,0,0,0,0,,,1638020050423009,6,2,2,,0,0,O,,1638020050423,1,04,we,1638020050423009,,,,,1600,,,,1,1,8,1,8,,20060124,1,0,,,,,,1646.4549347,200526458304we,,0,1638020050423009,8,28226,03/03/2025
,KINGFISH GENUS,200526458304wd,16380200504265125,2005,6,45,51,45,51,25,1,3,1,1,3,0,75,4,1,1,2,0,0,0,,,1638020050426001,6,2,2,,0,0,Y,,1638020050426,1,04,wd,1638020050426001,1,0,2,HORRY,1130,8835440600,,,1,1,8,1,8,,20060124,1,0,,,,169273,,1802.218177,200526458304wd,,0,1638020050426001,8,29577,03/03/2025
,,200526458304wd,16380200504265125,2005,6,45,51,45,51,25,1,3,1,1,2,0,25,4,1,1,1,0,0,0,,,1638020050426002,6,2,2,,0,0,Y,,1638020050426,1,04,wd,1638020050426002,1,,,HORRY,1200,,,,1,1,8,1,8,,20060124,1,0,,,,,,1802.218177,200526458304wd,,0,1638020050426002,8,29588,03/03/2025
,,200526458304wd,16380200504265125,2005,6,45,51,45,51,25,1,3,1,1,1.5,,50,1,1,1,0,0,0,0,,,1638020050426003,6,2,2,,0,0,Y,,1638020050426,1,04,wd,1638020050426003,,,,HORRY,1230,,,,1,1,8,1,8,,20060124,1,0,,,,,,1802.218177,200526458304wd,,0,1638020050426003,8,29588,03/03/2025
,,200526458304wd,16380200504265125,2005,5,51,31,45,51,25,1,3,1,1,0.5,,2,0,1,1,0,0,0,0,,,1638020050426004,6,2,2,,0,0,O,,1638020050426,1,04,wd,1638020050426004,,,,,1330,,,,1,1,8,1,8,,20060124,1,0,,,,,,3410.4373985,200526458304wd,,0,1638020050426004,8,99998,03/03/2025
,,200526458304wd,16380200504265125,2005,6,45,51,45,51,25,1,3,1,1,3,0,250,4,1,1,1,0,0,0,,,1638020050426005,6,2,2,,0,0,Y,,1638020050426,1,04,wd,1638020050426005,1,,,HORRY,1400,,,,1,1,8,1,8,,20060124,1,0,,,,,,1802.218177,200526458304wd,,0,1638020050426005,8,29577,03/03/2025
,KINGFISH GENUS,200526458304wd,16380200504265125,2005,6,45,51,45,51,25,1,3,1,1,3,,3,2,1,1,0,0,0,0,,,1638020050426006,6,2,2,,0,0,Y,,1638020050426,1,04,wd,1638020050426006,,,,HORRY,1430,8835440600,,,1,1,8,1,8,,20060124,1,0,,,,169273,,1802.218177,200526458304wd,,0,1638020050426006,8,29577,03/03/2025
,,200526458304wd,16380200504265125,2005,5,34,37,45,51,25,1,3,1,1,4,,0,0,1,1,0,0,0,0,,,1638020050426007,6,2,2,,0,0,O,,1638020050426,1,04,wd,1638020050426007,,,,,1500,,,,1,1,8,1,8,,20060124,1,0,,,,,,3410.4373985,200526458304wd,,0,1638020050426007,8,07428,03/03/2025
,,200526458304wd,16380200504265125,2005,5,34,37,45,51,25,1,3,1,1,4,,0,0,1,1,0,0,0,0,,,1638020050426008,6,2,2,,0,0,O,,1638020050426,1,04,wd,1638020050426008,,,,,1530,,,,1,1,8,1,8,,20060124,1,0,,,,,,3410.4373985,200526458304wd,,0,1638020050426008,8,07428,03/03/2025
,,200526458304wd,16380200504265125,2005,5,34,37,45,51,25,1,3,1,1,4,,0,0,1,1,0,0,0,0,,,1638020050426009,6,2,2,,0,0,O,,1638020050426,1,04,wd,1638020050426009,,,,,1600,,,,1,1,8,1,8,,20060124,1,0,,,,,,3410.4373985,200526458304wd,,0,1638020050426009,8,07428,03/03/2025
,,200526458304wd,16380200504265125,2005,5,34,37,45,51,25,1,3,1,1,4,,0,0,1,1,0,0,0,0,,,1638020050426010,6,2,2,,0,0,O,,1638020050426,1,04,wd,1638020050426010,,,,,1630,,,,1,1,8,1,8,,20060124,1,0,,,,,,3410.4373985,200526458304wd,,0,1638020050426010,8,07428,03/03/2025
,,200526458304wd,16380200504265125,2005,5,34,37,45,51,25,1,3,1,1,4,,0,0,1,1,0,0,0,0,,,1638020050426011,6,2,2,,0,0,O,,1638020050426,1,04,wd,1638020050426011,,,,,1700,,,,1,1,8,1,8,,20060124,1,0,,,,,,3410.4373985,200526458304wd,,0,1638020050426011,8,07428,03/03/2025
,,200526458304wd,16380200504265125,2005,6,45,51,45,51,25,1,3,1,1,3,0,40,4,1,1,1,0,0,0,,,1638020050426012,6,2,2,,0,0,Y,,1638020050426,1,04,wd,1638020050426012,1,,,HORRY,1730,,,,1,1,8,1,8,,20060124,1,0,,,,,,1802.218177,200526458304wd,,0,1638020050426012,8,29577,03/03/2025
,SUMMER FLOUNDER,200526458304we,163832005041051173,2005,6,45,51,45,51,173,1,3,1,1,4.5,,5,1,1,1,0,0,0,0,,,1638320050410001,6,2,2,,0,0,Y,,1638320050410,1,04,we,1638320050410001,,,,HORRY,1215,8857030301,,,1,1,8,1,8,,20060124,1,0,,,,172735,,1060.3129615,200526458304we,,0,1638320050410001,8,29566,03/03/2025
,,200526458304we,163832005041051173,2005,6,37,51,45,51,173,1,3,1,1,2.5,,35,3,1,1,0,0,0,0,,,1638320050410002,6,2,2,,0,0,O,,1638320050410,1,04,we,1638320050410002,,,,,1253,,,,1,1,8,1,8,,20060124,1,0,,,,,,2006.4890167,200526458304we,,0,1638320050410002,8,28304,03/03/2025
,,200526458304we,163832005041051173,2005,6,37,51,45,51,173,1,3,1,1,2.5,0,35,3,1,1,2,0,0,0,,,1638320050410003,6,2,2,,0,0,O,,1638320050410,1,04,we,1638320050410003,1,,,,1303,,,,1,1,8,1,8,,20060124,1,0,,,,,,2006.4890167,200526458304we,,0,1638320050410003,8,28304,03/03/2025
,,200526458304we,163832005041051173,2005,6,37,47,45,51,173,1,3,1,1,3,,5,0,1,1,0,0,0,0,,,1638320050410004,6,2,2,,0,0,O,,1638320050410,1,04,we,1638320050410004,,,,COLUMBUS,1315,,,,1,1,8,1,8,,20060124,1,0,,,,,,2006.4890167,200526458304we,,0,1638320050410004,8,28742,03/03/2025
,,200526458304we,163832005041051173,2005,6,37,115,45,51,173,1,3,1,1,1.5,,0,0,1,1,0,0,0,0,,,1638320050410005,6,2,2,,0,0,O,,1638320050410,1,04,we,1638320050410005,,,,,1448,,,,1,1,8,2,8,,20060124,1,0,,,,,,2006.4890167,200526458304we,,0,1638320050410005,8,28753,03/03/2025
,,200526458304we,163832005041051173,2005,6,37,115,45,51,173,1,3,1,1,1.5,,0,0,1,1,0,0,0,0,,,1638320050410006,6,2,2,,0,0,O,,1638320050410,1,04,we,1638320050410006,,,,,1502,,,,1,1,8,1,8,,20060124,1,0,,,,,,2006.4890167,200526458304we,,0,1638320050410006,8,28753,03/03/2025
,,200526458304we,163832005041051173,2005,6,37,115,45,51,173,1,3,1,1,1.5,,0,0,1,1,0,0,0,0,,,1638320050410007,6,2,2,,0,0,O,,1638320050410,1,04,we,1638320050410007,,,,,1510,,,,1,1,8,1,8,,20060124,1,0,,,,,,2006.4890167,200526458304we,,0,1638320050410007,8,28753,03/03/2025
,,200526458304we,163832005041051173,2005,6,37,115,45,51,173,1,3,1,1,1.5,,0,0,1,1,0,0,0,0,,,1638320050410008,6,2,2,,0,0,O,,1638320050410,1,04,we,1638320050410008,,,,,1517,,,,1,1,8,1,8,,20060124,1,0,,,,,,2006.4890167,200526458304we,,0,1638320050410008,8,28753,03/03/2025
,,200526458304we,163832005041051173,2005,6,37,121,45,51,173,1,3,1,1,3,,0,0,1,1,0,0,0,0,,,1638320050410009,6,2,2,,0,0,O,,1638320050410,1,04,we,1638320050410009,,,,,1534,,,,1,1,8,1,8,,20060124,1,0,,,,,,2006.4890167,200526458304we,,0,1638320050410009,8,28777,03/03/2025
