PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TSN1,TSN2,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,HRS_DTD,LICENSE,DATE1,DIST,PRIM1,PRIM2,MODE2001,MONITOR,COMPFLAG,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,,201266378111we,1106220121124129914,2012,6,37,159,37,129,914,1,3,1,1,2,,3,2,1,1,0,0,0,0,,,1106220121124006,6,6,2,8,0,0,N,8,1106220121124,4,11,we,1106220121124006,,,,,,,1113,,1,1,8,0,8,,,,29MAR201315:43,1,,,0,8,,,,911.44021525,201266378111we,,0,1106220121124006,8,28072,03/03/2025
,,201266378111we,1106220121124129914,2012,6,37,63,37,129,914,1,3,1,1,3,0,0,0,2,1,2,0,0,0,,,1106220121124007,6,6,2,8,0,0,N,8,1106220121124,4,11,we,1106220121124007,1,,,,,,1129,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,911.44021525,201266378111we,,0,1106220121124007,8,27703,03/03/2025
,,201266378111we,1106220121124129914,2012,6,37,63,37,129,914,1,3,1,1,3,0,1,1,2,1,1,0,0,0,,,1106220121124008,6,6,2,8,0,0,N,8,1106220121124,4,11,we,1106220121124008,1,,,,,,1135,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,911.44021525,201266378111we,,0,1106220121124008,8,27703,03/03/2025
,,201266378111we,1106220121124129914,2012,6,37,51,37,129,914,1,3,1,1,2.5,,10,4,2,1,0,0,0,0,,,1106220121124009,6,6,2,8,0,0,N,8,1106220121124,4,11,we,1106220121124009,,,,,,,1148,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,911.44021525,201266378111we,,0,1106220121124009,8,28348,03/03/2025
,,201266378111we,1106220121124129914,2012,6,37,63,37,129,914,1,3,1,1,2.5,0,0,0,2,1,1,0,0,0,,,1106220121124010,6,6,2,8,0,0,N,8,1106220121124,4,11,we,1106220121124010,1,,,,,,1157,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,911.44021525,201266378111we,,0,1106220121124010,8,27703,03/03/2025
,SPOT,201266378111we,1106220121124129914,2012,6,37,51,37,129,914,1,3,1,1,2,0,10,4,1,1,2,0,0,0,,,1106220121124011,6,6,2,8,0,0,N,8,1106220121124,4,11,we,1106220121124011,1,,,,169267,,1205,,1,1,8,1,8,,,,29MAR201315:43,1,8835440401,,0,8,,,,911.44021525,201266378111we,,0,1106220121124011,8,28348,03/03/2025
,KINGFISH GENUS,201266378211we,1106220121125141178,2012,6,37,163,37,141,178,5,3,1,1,3,0,5,5,1,1,0,0,0,0,,,1106220121125001,6,6,2,8,0,0,Y,8,1106220121125,1,11,we,1106220121125001,,,,SAMPSON,169273,,1120,,1,1,8,1,8,,,,29MAR201315:43,1,8835440600,,5,8,,,,1047.1892278,201266378211we,,0,1106220121125001,8,28328,03/03/2025
,KINGFISH GENUS,201266378211we,1106220121125141178,2012,6,37,183,37,141,178,5,3,1,1,2,0,80,40,1,1,0,0,0,0,,,1106220121125002,6,6,2,8,0,0,N,8,1106220121125,1,11,we,1106220121125002,,,,,169273,,1153,,1,1,8,1,8,,,,29MAR201315:43,1,8835440600,,5,8,,,,1258.1934381,201266378211we,,0,1106220121125002,8,27587,03/03/2025
,,201266378211wd,1106220121127133525,2012,6,37,133,37,133,525,5,3,1,1,2,0,0,0,2,1,0,0,0,0,,,1106220121127001,6,6,2,8,0,0,Y,8,1106220121127,1,11,wd,1106220121127001,,,,ONSLOW,,,1341,,1,1,8,1,8,,,,29MAR201315:43,1,,,5,8,,,,4726.8565694,201266378211wd,,0,1106220121127001,8,28540,03/03/2025
,,201266378211wd,1106220121127133525,2012,6,37,133,37,133,525,5,3,1,1,2,0,0,0,2,1,0,0,0,0,,,1106220121127002,6,6,2,8,0,0,Y,8,1106220121127,1,11,wd,1106220121127002,,,,ONSLOW,,,1353,,1,1,8,1,8,,,,29MAR201315:43,1,,,5,8,,,,4726.8565694,201266378211wd,,0,1106220121127002,8,28540,03/03/2025
,,201266378211wd,1106220121128141405,2012,6,37,141,37,141,405,5,3,1,1,2.5,0,75,25,2,1,1,0,0,0,,,1106220121128001,6,6,2,8,0,0,Y,8,1106220121128,1,11,wd,1106220121128001,2,,,PENDER,,,1319,,1,1,8,1,8,,,,29MAR201315:43,1,,,5,8,,,,2997.0237876,201266378211wd,,0,1106220121128001,8,28443,03/03/2025
,,201266378211wd,1106220121128141405,2012,6,37,141,37,141,405,5,3,1,1,2.5,0,75,25,2,1,1,0,0,0,,,1106220121128002,6,6,2,8,0,0,Y,8,1106220121128,1,11,wd,1106220121128002,2,,,PENDER,,,1330,,1,1,8,1,8,,,,29MAR201315:43,1,,,5,8,,,,2997.0237876,201266378211wd,,0,1106220121128002,8,28443,03/03/2025
,,201266378212wd,1106220121204129689,2012,6,37,163,37,129,689,5,3,1,1,3,0,30,5,1,1,0,0,0,0,,,1106220121204001,6,6,2,8,0,0,Y,8,1106220121204,1,12,wd,1106220121204001,,,,SAMPSON,,,1251,,1,1,8,1,8,,,,29MAR201315:43,1,,,5,8,,,,2768.9895959,201266378212wd,,0,1106220121204001,8,28328,03/03/2025
,,201266378212wd,1106220121204129689,2012,6,37,129,37,129,689,5,3,1,1,2.5,0,50,5,2,1,0,0,0,0,,,1106220121204002,6,6,2,8,0,0,Y,8,1106220121204,1,12,wd,1106220121204002,,,,NEW HANOVER,,,1307,,1,1,8,1,8,,,,29MAR201315:43,1,,,5,8,,,,2768.9895959,201266378212wd,,0,1106220121204002,8,28409,03/03/2025
,,201266378212wd,1106220121204129689,2012,6,37,183,37,129,689,5,3,1,1,3,0,20,10,2,1,1,0,0,0,,,1106220121204003,6,6,2,8,0,0,N,8,1106220121204,1,12,wd,1106220121204003,2,,,,,,1319,,1,1,8,1,8,,,,29MAR201315:43,1,,,5,8,,,,3326.9293145,201266378212wd,,0,1106220121204003,8,27703,03/03/2025
,RED DRUM,201266378212wd,1106220121204129689,2012,6,37,155,37,129,689,5,3,1,1,2,0,9,4,2,1,1,0,0,0,,,1106220121204004,6,6,2,8,0,0,Y,8,1106220121204,1,12,wd,1106220121204004,2,,,ROBESON,169290,,1328,,1,1,8,1,8,,,,29MAR201315:43,1,8835440901,,5,8,,,,2768.9895959,201266378212wd,,0,1106220121204004,8,28360,03/03/2025
,RED DRUM,201266378111wd,110642012110155394,2012,6,37,53,37,55,394,1,3,1,1,3.5,0,40,10,1,1,1,0,0,0,,,1106420121101001,6,6,2,8,0,0,Y,8,1106420121101,4,11,wd,1106420121101001,1,,,CURRITUCK,169290,,1134,,1,1,8,1,8,,,,29MAR201315:43,1,8835440901,,0,8,,,,5852.1713095,201266378111wd,,0,1106420121101001,8,27966,03/03/2025
,,201266378111wd,110642012110155394,2012,6,37,55,37,55,394,1,3,1,1,4,0,3,2,1,1,1,0,0,0,,,1106420121101002,6,6,2,8,0,0,Y,8,1106420121101,4,11,wd,1106420121101002,1,,,DARE,,,1141,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,5852.1713095,201266378111wd,,0,1106420121101002,8,27948,03/03/2025
SPOTTED SEATROUT,RED DRUM,201266378111wd,110642012110155394,2012,6,37,55,37,55,394,1,3,1,1,6,0,250,10,1,1,1,0,0,0,,,1106420121101003,6,6,2,8,0,0,Y,8,1106420121101,4,11,wd,1106420121101003,1,,,DARE,169290,169239,1148,,1,1,8,1,8,,,,29MAR201315:43,1,8835440901,8835440102,0,8,,,,5852.1713095,201266378111wd,,0,1106420121101003,8,27948,03/03/2025
,,201266378111wd,110642012110155394,2012,6,37,55,37,55,394,1,3,1,1,3,0,100,25,1,1,2,0,0,0,,,1106420121101004,6,6,2,8,0,0,Y,8,1106420121101,4,11,wd,1106420121101004,1,,,DARE,,,1157,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,5852.1713095,201266378111wd,,0,1106420121101004,8,27948,03/03/2025
,,201266378111wd,110642012110155394,2012,5,51,41,37,55,394,1,3,1,1,6,0,6,0,1,1,3,0,0,0,,,1106420121101005,6,6,2,8,0,0,O,8,1106420121101,4,11,wd,1106420121101005,1,,,CHESTERFIELD,,,1212,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,4330.4807587,201266378111wd,,0,1106420121101005,8,23237,03/03/2025
,,201266378111wd,110642012110155394,2012,5,51,41,37,55,394,1,3,1,1,6,0,6,0,1,1,3,0,0,0,,,1106420121101006,6,6,2,8,0,0,O,8,1106420121101,4,11,wd,1106420121101006,1,,,CHESTERFIELD,,,1216,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,4330.4807587,201266378111wd,,0,1106420121101006,8,23237,03/03/2025
RED DRUM,SEATROUT GENUS,201266378111wd,110642012110155394,2012,5,51,11,37,55,394,1,3,1,1,7,0,40,10,1,1,3,0,0,0,,,1106420121101007,6,6,2,8,0,0,O,8,1106420121101,4,11,wd,1106420121101007,1,,,,169238,169290,1225,,1,1,8,1,8,,,,29MAR201315:43,1,8835440100,8835440901,0,8,,,,4330.4807587,201266378111wd,,0,1106420121101007,8,24522,03/03/2025
,,201266378111wd,110642012110155394,2012,6,37,71,37,55,394,1,3,1,1,10,0,5,0,1,1,2,0,0,0,,,1106420121101008,6,6,2,8,0,0,N,8,1106420121101,4,11,wd,1106420121101008,1,,,,,,1232,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,4189.8261319,201266378111wd,,0,1106420121101008,8,28056,03/03/2025
,,201266378111wd,110642012110155394,2012,6,37,71,37,55,394,1,3,1,1,10,0,25,3,1,1,2,0,0,0,,,1106420121101009,6,6,2,8,0,0,N,8,1106420121101,4,11,wd,1106420121101009,1,,,,,,1236,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,4189.8261319,201266378111wd,,0,1106420121101009,8,28056,03/03/2025
,,201266378111wd,110642012110155415,2012,6,37,13,37,55,415,1,3,1,1,4,0,75,10,1,1,1,0,0,0,,,1106420121101010,6,6,2,8,0,0,Y,8,1106420121101,4,11,wd,1106420121101010,1,,,BEAUFORT,,,1259,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,3465.9983983,201266378111wd,,0,1106420121101010,8,27817,03/03/2025
,SPOTTED SEATROUT,201266378111wd,110642012110155415,2012,0,39,99,37,55,415,1,3,1,1,2.5,,100,10,1,1,0,0,0,0,,,1106420121101011,6,6,2,8,0,0,O,8,1106420121101,4,11,wd,1106420121101011,,,,,169239,,1310,,1,1,8,1,8,,,,29MAR201315:43,1,8835440102,,0,8,,,,2564.764184,201266378111wd,,0,1106420121101011,8,44514,03/03/2025
,SPOTTED SEATROUT,201266378111wd,110642012110155415,2012,6,37,55,37,55,415,1,3,1,1,4,0,150,10,1,1,1,0,0,0,,,1106420121101012,6,6,2,8,0,0,Y,8,1106420121101,4,11,wd,1106420121101012,1,,,DARE,169239,,1317,,1,1,8,1,8,,,,29MAR201315:43,1,8835440102,,0,8,,,,3465.9983983,201266378111wd,,0,1106420121101012,8,27948,03/03/2025
,,201266378111wd,110642012110155415,2012,6,37,55,37,55,415,1,3,1,1,5,0,100,20,1,1,2,0,0,0,,,1106420121101013,6,6,2,8,0,0,Y,8,1106420121101,4,11,wd,1106420121101013,1,,,DARE,,,1326,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,3465.9983983,201266378111wd,,0,1106420121101013,8,27949,03/03/2025
RED DRUM,SPOTTED SEATROUT,201266378111wd,110642012110155415,2012,6,37,55,37,55,415,1,3,1,1,3.5,0,100,20,1,1,1,0,0,0,,,1106420121101014,6,6,2,8,0,0,Y,8,1106420121101,4,11,wd,1106420121101014,1,,,DARE,169239,169290,1335,,1,1,8,1,8,,,,29MAR201315:43,1,8835440102,8835440901,0,8,,,,3465.9983983,201266378111wd,,0,1106420121101014,8,27948,03/03/2025
SPOTTED SEATROUT,RED DRUM,201266378111wd,110642012110155415,2012,6,37,55,37,55,415,1,3,1,1,8,,100,20,1,1,0,0,0,0,,,1106420121101015,6,6,2,8,0,0,Y,8,1106420121101,4,11,wd,1106420121101015,,,,DARE,169290,169239,1346,,1,1,8,1,8,,,,29MAR201315:43,1,8835440901,8835440102,0,8,,,,3465.9983983,201266378111wd,,0,1106420121101015,8,27948,03/03/2025
,,201266378111wd,110642012110155415,2012,6,37,73,37,55,415,1,3,1,1,3,0,30,8,1,1,1,0,0,0,,,1106420121101016,6,6,2,8,0,0,Y,8,1106420121101,4,11,wd,1106420121101016,1,,,GATES,,,1353,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,3465.9983983,201266378111wd,,0,1106420121101016,8,27938,03/03/2025
,,201266378111wd,110642012110155415,2012,6,45,91,37,55,415,1,3,1,1,3,0,2,0,1,1,1,0,0,0,,,1106420121101017,6,6,2,8,0,0,O,8,1106420121101,4,11,wd,1106420121101017,1,,,,,,1357,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,2564.764184,201266378111wd,,0,1106420121101017,8,29745,03/03/2025
,,201266378111wd,110642012110155415,2012,6,37,55,37,55,415,1,3,1,1,2,0,20,10,1,1,2,0,0,0,,,1106420121101018,6,6,2,8,0,0,Y,8,1106420121101,4,11,wd,1106420121101018,1,,,DARE,,,1403,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,3465.9983983,201266378111wd,,0,1106420121101018,8,27948,03/03/2025
,,201266378111wd,110642012110155415,2012,6,37,55,37,55,415,1,3,1,1,2,0,10,2,1,1,1,0,0,0,,,1106420121101019,6,6,2,8,0,0,Y,8,1106420121101,4,11,wd,1106420121101019,1,,,DARE,,,1407,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,3465.9983983,201266378111wd,,0,1106420121101019,8,27948,03/03/2025
,,201266378111wd,110642012110155415,2012,6,37,55,37,55,415,1,3,1,1,3,0,50,10,1,1,2,0,0,0,,,1106420121101020,6,6,2,8,0,0,Y,8,1106420121101,4,11,wd,1106420121101020,1,,,DARE,,,1414,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,3465.9983983,201266378111wd,,0,1106420121101020,8,27948,03/03/2025
,,201266378211we,110642012110353806,2012,5,51,810,37,53,806,5,3,1,1,8,0,20,3,1,1,1,0,0,0,,,1106420121103001,6,6,2,8,0,0,O,8,1106420121103,1,11,we,1106420121103001,2,,,VIRGINIA BEACH CITY,,,1356,,1,1,8,1,8,,,,29MAR201315:43,1,,,5,8,,,,1521.3917712,201266378211we,,0,1106420121103001,8,23452,03/03/2025
,,201266378211we,110642012110353806,2012,6,37,23,37,53,806,5,3,1,1,8,0,3,1,1,1,1,0,0,0,,,1106420121103002,6,6,2,8,0,0,N,8,1106420121103,1,11,we,1106420121103002,2,,,,,,1400,,1,1,8,1,8,,,,29MAR201315:43,1,,,5,8,,,,2055.1099991,201266378211we,,0,1106420121103002,8,28655,03/03/2025
,,201266378111wd,110642012110555427,2012,0,39,89,37,55,427,1,3,1,1,8,,3,3,1,1,0,0,0,0,,,1106420121105001,6,6,2,8,0,0,O,8,1106420121105,4,11,wd,1106420121105001,,,,,,,1046,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,1075.2369092,201266378111wd,,0,1106420121105001,8,43031,03/03/2025
,,201266378111wd,110642012110555427,2012,0,39,89,37,55,427,1,3,1,1,8,,7,3,1,1,0,0,0,0,,,1106420121105002,6,6,2,8,0,0,O,8,1106420121105,4,11,wd,1106420121105002,,,,,,,1050,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,1075.2369092,201266378111wd,,0,1106420121105002,8,43031,03/03/2025
,,201266378111wd,110642012110555427,2012,5,51,15,37,55,427,1,3,1,1,3.5,0,4,0,1,1,1,0,0,0,,,1106420121105003,6,6,2,8,0,0,O,8,1106420121105,4,11,wd,1106420121105003,1,,,,,,1057,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,1075.2369092,201266378111wd,,0,1106420121105003,8,22939,03/03/2025
,SPOTTED SEATROUT,201266378111wd,110642012110555427,2012,6,37,81,37,55,427,1,3,1,1,14,0,25,1,1,1,2,3,0,0,,,1106420121105004,6,6,1,8,0,0,N,8,1106420121105,4,11,wd,1106420121105004,1,3,0,,169239,,1106,,1,1,8,1,1,,,,29MAR201315:43,1,8835440102,,0,8,,,,1040.3130625,201266378111wd,,0,1106420121105004,8,27301,03/03/2025
,,201266378111wd,110642012110555427,2012,5,51,15,37,55,427,1,3,1,1,5,0,5,0,1,1,1,0,0,0,,,1106420121105005,6,6,2,8,0,0,O,8,1106420121105,4,11,wd,1106420121105005,1,,,,,,1113,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,1075.2369092,201266378111wd,,0,1106420121105005,8,22939,03/03/2025
,,201266378111wd,110642012110555427,2012,5,34,21,37,55,427,1,3,1,1,7,,12,3,1,1,0,0,0,0,,,1106420121105006,6,6,2,8,0,0,O,8,1106420121105,4,11,wd,1106420121105006,,,,MERCER,,,1120,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,1075.2369092,201266378111wd,,0,1106420121105006,8,08520,03/03/2025
,SPOTTED SEATROUT,201266378111wd,110642012110555427,2012,5,42,43,37,55,427,1,3,1,1,8,,10,2,1,1,0,0,0,0,,,1106420121105007,6,6,2,8,0,0,O,8,1106420121105,4,11,wd,1106420121105007,,,,,169239,,1127,,1,1,8,1,8,,,,29MAR201315:43,1,8835440102,,0,8,,,,1075.2369092,201266378111wd,,0,1106420121105007,8,17112,03/03/2025
,SPOTTED SEATROUT,201266378111wd,110642012110555427,2012,5,42,133,37,55,427,1,3,1,1,8,0,0,0,1,1,1,0,0,0,,,1106420121105008,6,6,2,8,0,0,O,8,1106420121105,4,11,wd,1106420121105008,1,,,,169239,,1131,,1,1,8,1,8,,,,29MAR201315:43,1,8835440102,,0,8,,,,1075.2369092,201266378111wd,,0,1106420121105008,8,17331,03/03/2025
,,201266378111wd,110642012110555427,2012,6,37,171,37,55,427,1,3,1,1,4,,4,0,1,1,0,0,0,0,,,1106420121105009,6,6,2,8,0,0,N,8,1106420121105,4,11,wd,1106420121105009,,,,,,,1142,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,1040.3130625,201266378111wd,,0,1106420121105009,8,27017,03/03/2025
,,201266378111wd,110642012110555427,2012,6,37,171,37,55,427,1,3,1,1,4,,4,0,1,1,0,0,0,0,,,1106420121105010,6,6,2,8,0,0,N,8,1106420121105,4,11,wd,1106420121105010,,,,,,,1146,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,1040.3130625,201266378111wd,,0,1106420121105010,8,27017,03/03/2025
,,201266378111wd,110642012110555427,2012,5,51,680,37,55,427,1,3,1,1,5,,8,1,1,1,0,0,0,0,,,1106420121105011,6,6,2,8,0,0,O,8,1106420121105,4,11,wd,1106420121105011,,,,,,,1153,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,1075.2369092,201266378111wd,,0,1106420121105011,8,24504,03/03/2025
,SPOTTED SEATROUT,201266378111wd,110642012110555427,2012,6,37,71,37,55,427,1,3,1,1,12,0,20,10,1,1,1,0,0,0,,,1106420121105012,6,6,2,8,0,0,N,8,1106420121105,4,11,wd,1106420121105012,1,,,,169239,,1202,,1,1,8,1,8,,,,29MAR201315:43,1,8835440102,,0,8,,,,1040.3130625,201266378111wd,,0,1106420121105012,8,28016,03/03/2025
,SPOTTED SEATROUT,201266378111wd,110642012110555427,2012,6,37,71,37,55,427,1,3,1,1,12,,70,10,1,1,0,0,0,0,,,1106420121105013,6,6,2,8,0,0,N,8,1106420121105,4,11,wd,1106420121105013,,,,,169239,,1206,,1,1,8,1,8,,,,29MAR201315:43,1,8835440102,,0,8,,,,1040.3130625,201266378111wd,,0,1106420121105013,8,28164,03/03/2025
,SPOTTED SEATROUT,201266378111wd,110642012110555427,2012,6,37,71,37,55,427,1,3,1,1,12,,6,0,1,1,0,0,0,0,,,1106420121105014,6,6,2,8,0,0,N,8,1106420121105,4,11,wd,1106420121105014,,,,,169239,,1210,,1,1,8,1,8,,,,29MAR201315:43,1,8835440102,,0,8,,,,1040.3130625,201266378111wd,,0,1106420121105014,8,28016,03/03/2025
,SPOTTED SEATROUT,201266378111wd,110642012110555427,2012,6,37,71,37,55,427,1,3,1,1,12,,6,0,1,1,0,0,0,0,,,1106420121105015,6,6,2,8,0,0,N,8,1106420121105,4,11,wd,1106420121105015,,,,,169239,,1214,,1,1,8,1,8,,,,29MAR201315:43,1,8835440102,,0,8,,,,1040.3130625,201266378111wd,,0,1106420121105015,8,28016,03/03/2025
,,201266378111wd,110642012110555427,2012,6,37,169,37,55,427,1,3,1,1,8,0,10,3,1,1,4,0,0,0,,,1106420121105016,6,6,2,8,0,0,N,8,1106420121105,4,11,wd,1106420121105016,1,,,,,,1221,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,1040.3130625,201266378111wd,,0,1106420121105016,8,27052,03/03/2025
,,201266378111wd,110642012110555427,2012,5,51,59,37,55,427,1,3,1,1,5,,4,0,1,1,0,0,0,0,,,1106420121105017,6,6,2,8,0,0,O,8,1106420121105,4,11,wd,1106420121105017,,,,,,,1228,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,1075.2369092,201266378111wd,,0,1106420121105017,8,22306,03/03/2025
,,201266378111wd,110642012110555427,2012,5,24,5,37,55,427,1,3,1,1,7,0,21,3,1,1,1,0,0,0,,,1106420121105018,6,6,2,8,0,0,O,8,1106420121105,4,11,wd,1106420121105018,1,,,BALTIMORE,,,1239,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,1075.2369092,201266378111wd,,0,1106420121105018,8,21228,03/03/2025
RED DRUM,SPOTTED SEATROUT,201266378111wd,110642012110555427,2012,6,37,55,37,55,427,1,3,1,1,2.5,0,50,10,1,1,2,0,0,0,,,1106420121105019,6,6,2,8,0,0,Y,8,1106420121105,4,11,wd,1106420121105019,1,,,DARE,169239,169290,1246,,1,1,8,1,8,,,,29MAR201315:43,1,8835440102,8835440901,0,8,,,,1453.065131,201266378111wd,,0,1106420121105019,8,27959,03/03/2025
,SPOTTED SEATROUT,201266378111wd,110642012110555427,2012,6,37,55,37,55,427,1,3,1,1,5,0,30,10,1,1,1,0,0,0,,,1106420121105020,6,6,2,8,0,0,Y,8,1106420121105,4,11,wd,1106420121105020,1,,,DARE,169239,,1255,,1,1,8,1,8,,,,29MAR201315:43,1,8835440102,,0,8,,,,1453.065131,201266378111wd,,0,1106420121105020,8,27954,03/03/2025
,,201266378111wd,110642012110555427,2012,5,51,107,37,55,427,1,3,1,1,6,0,15,2,1,1,1,0,0,0,,,1106420121105021,6,6,2,8,0,0,O,8,1106420121105,4,11,wd,1106420121105021,1,,,,,,1302,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,1075.2369092,201266378111wd,,0,1106420121105021,8,20132,03/03/2025
,,201266378111wd,110642012110555427,2012,6,37,87,37,55,427,1,3,1,1,6,0,6,0,1,1,2,0,0,0,,,1106420121105022,6,6,2,8,0,0,N,8,1106420121105,4,11,wd,1106420121105022,1,,,,,,1306,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,1040.3130625,201266378111wd,,0,1106420121105022,8,28786,03/03/2025
,SPOTTED SEATROUT,201266378111wd,110642012110555427,2012,6,37,55,37,55,427,1,3,1,1,6,0,320,10,1,1,1,0,0,0,,,1106420121105023,6,6,2,8,0,0,Y,8,1106420121105,4,11,wd,1106420121105023,1,,,DARE,169239,,1313,,1,1,8,1,8,,,,29MAR201315:43,1,8835440102,,0,8,,,,1453.065131,201266378111wd,,0,1106420121105023,8,27949,03/03/2025
SPOTTED SEATROUT,RED DRUM,201266378111wd,110642012110555427,2012,6,37,55,37,55,427,1,3,1,1,5,,190,10,1,1,0,0,0,0,,,1106420121105024,6,6,2,8,0,0,Y,8,1106420121105,4,11,wd,1106420121105024,,,,DARE,169290,169239,1322,,1,1,8,1,8,,,,29MAR201315:43,1,8835440901,8835440102,0,8,,,,1453.065131,201266378111wd,,0,1106420121105024,8,27959,03/03/2025
SPOTTED SEATROUT,RED DRUM,201266378111wd,110642012110555427,2012,6,37,55,37,55,427,1,3,1,1,5,,300,10,1,1,0,0,0,0,,,1106420121105025,6,6,2,8,0,0,Y,8,1106420121105,4,11,wd,1106420121105025,,,,DARE,169290,169239,1326,,1,1,8,1,8,,,,29MAR201315:43,1,8835440901,8835440102,0,8,,,,1453.065131,201266378111wd,,0,1106420121105025,8,27948,03/03/2025
,,201266378111wd,110642012110555427,2012,0,54,107,37,55,427,1,3,1,1,4,0,2,0,1,1,1,12,0,0,,,1106420121105026,6,6,1,8,0,0,O,8,1106420121105,4,11,wd,1106420121105026,1,12,0,,,,1333,,1,1,8,1,1,,,,29MAR201315:43,1,,,0,8,,,,1075.2369092,201266378111wd,,0,1106420121105026,8,26104,03/03/2025
,,201266378111wd,110642012110555427,2012,0,17,31,37,55,427,1,3,1,1,4,,0,0,1,1,0,0,0,0,,,1106420121105027,6,6,2,8,0,0,O,8,1106420121105,4,11,wd,1106420121105027,,,,,,,1337,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,1075.2369092,201266378111wd,,0,1106420121105027,8,60614,03/03/2025
,,201266378111wd,110642012110555427,2012,0,17,31,37,55,427,1,3,1,1,4,,0,0,1,1,0,0,0,0,,,1106420121105028,6,6,2,8,0,0,O,8,1106420121105,4,11,wd,1106420121105028,,,,,,,1341,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,1075.2369092,201266378111wd,,0,1106420121105028,8,60026,03/03/2025
,,201266378111wd,110642012110555427,2012,6,37,1,37,55,427,1,3,1,1,9,0,6,1,1,1,4,0,0,0,,,1106420121105029,6,6,2,8,0,0,N,8,1106420121105,4,11,wd,1106420121105029,1,,,,,,1348,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,1040.3130625,201266378111wd,,0,1106420121105029,8,27258,03/03/2025
,,201266378111wd,110642012110555427,2012,6,37,67,37,55,427,1,3,1,1,5,0,5,0,1,1,2,0,0,0,,,1106420121105030,6,6,2,8,0,0,N,8,1106420121105,4,11,wd,1106420121105030,1,,,,,,1355,,1,1,8,1,8,,,,29MAR201315:43,1,,,0,8,,,,1040.3130625,201266378111wd,,0,1106420121105030,8,27009,03/03/2025
,,201266378211wd,110642012110955500,2012,5,51,185,37,55,500,5,3,1,1,7,0,5,0,1,1,0,0,0,0,,,1106420121109001,6,6,2,8,0,0,O,8,1106420121109,1,11,wd,1106420121109001,,,,,,,1324,,1,1,8,1,8,,,,29MAR201315:43,1,,,5,8,,,,2738.4137616,201266378211wd,,0,1106420121109001,8,24651,03/03/2025
,,201266378211wd,110642012110955500,2012,5,51,185,37,55,500,5,3,1,1,7,0,5,0,1,1,0,0,0,0,,,1106420121109002,6,6,2,8,0,0,O,8,1106420121109,1,11,wd,1106420121109002,,,,,,,1328,,1,1,8,1,8,,,,29MAR201315:43,1,,,5,8,,,,2738.4137616,201266378211wd,,0,1106420121109002,8,24651,03/03/2025
