PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,LICENSE,HRS_DTD,DATE1,DIST,PRIM1,PRIM2,MODE2001,AREA_NC,MONITOR,COMPFLAG,AGE,ART_REEF,REEFCODE,SEX,TOURN,TURTLE,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,,200916378701we,110692009012455151,2009,5,51,115,37,55,151,8,7,1,1,4.5,,5,0,1,1,0,0,0,1,3,2,1106920090124018,6,1,2,,0,6,O,,1106920090124,3,01,we,1106920090124016,,,,MATHEWS,1642,,,,1,1,8,1,8,,1,,20090724,1,,,8,1,8,,37,1,,1,2,3,,,742.75202489,200916378701we,,0,1106920090124018,8,23062,03/03/2025
,,200916378701we,110692009012455151,2009,6,37,15,37,55,151,8,7,1,1,4,,30,10,1,1,0,0,0,0,2,1,1106920090124019,6,1,2,,0,8,Y,,1106920090124,3,01,we,1106920090124019,,,,BERTIE,1703,,,,1,1,8,1,8,,1,,20090724,1,,,8,1,8,,30,1,,1,2,3,,,754.7735739,200916378701we,,0,1106920090124019,8,27847,03/03/2025
,,200916378701we,110692009012455151,2009,6,37,15,37,55,151,8,7,1,1,4,,30,10,1,1,0,0,0,1,2,2,1106920090124020,6,1,2,,0,8,Y,,1106920090124,3,01,we,1106920090124019,,,,BERTIE,1711,,,,1,1,8,2,8,,1,,20090724,1,,,8,1,8,,99,1,,1,2,3,,,754.7735739,200916378701we,,0,1106920090124020,8,22847,03/03/2025
,,200916378701we,110692009012455151,2009,6,37,91,37,55,151,8,7,1,1,4,,20,0,1,1,0,0,0,0,2,1,1106920090124021,6,1,2,,0,7,Y,,1106920090124,3,01,we,1106920090124021,,,,HERTFORD,1726,,,,1,1,8,1,8,,1,,20090724,1,,,8,1,8,,30,1,,1,2,3,,,754.7735739,200916378701we,,0,1106920090124021,8,27942,03/03/2025
,,200916378701we,110692009012455151,2009,6,37,91,37,55,151,8,7,1,1,4,,5,0,1,1,0,0,0,1,2,2,1106920090124022,6,1,2,,0,7,Y,,1106920090124,3,01,we,1106920090124021,,,,HERTFORD,1734,,,,1,1,8,1,8,,1,,20090724,1,,,8,1,8,,29,1,,1,2,3,,,754.7735739,200916378701we,,0,1106920090124022,8,22922,03/03/2025
,,200916378701we,110692009012455151,2009,6,37,183,37,55,151,8,7,1,1,3,,40,6,1,1,0,0,0,0,3,1,1106920090124023,6,1,2,,0,7,N,,1106920090124,3,01,we,1106920090124023,,,,,1752,,,,1,1,8,1,8,,1,,20090724,1,,,8,1,8,,44,1,,1,2,3,,,809.12031915,200916378701we,,0,1106920090124023,8,27612,03/03/2025
,,200916378701we,110692009012455151,2009,6,37,105,37,55,151,8,7,1,1,3,,5,0,1,1,0,0,0,1,3,2,1106920090124024,6,1,2,,0,7,N,,1106920090124,3,01,we,1106920090124023,,,,,1800,,,,1,1,8,1,8,,1,,20090724,1,,,8,1,8,,38,1,,1,2,3,,,809.12031915,200916378701we,,0,1106920090124024,8,27330,03/03/2025
,,200916378701we,110692009012455151,2009,6,37,183,37,55,151,8,7,1,1,3,,40,5,1,1,0,0,0,1,3,2,1106920090124025,6,1,2,,0,7,N,,1106920090124,3,01,we,1106920090124023,,,,,1805,,,,1,1,8,2,8,,2,,20090724,1,,,8,1,8,,42,1,,1,2,3,,,809.12031915,200916378701we,,0,1106920090124025,8,27618,03/03/2025
,SPOTTED SEATROUT,200916378702wd,110752009022731482,2009,6,37,31,37,31,482,8,7,1,1,3,,30,0,1,1,0,0,0,0,2,1,1107520090227001,6,1,2,,0,6,Y,,1107520090227,3,02,wd,1107520090227001,,,,CARTERET,1320,169239,,,1,1,8,1,8,,3,,20090724,1,8835440102,,8,1,8,,45,1,,1,2,3,,,665.98038195,200916378702wd,,0,1107520090227001,8,28557,03/03/2025
,SPOTTED SEATROUT,200916378702wd,110752009022731482,2009,6,37,31,37,31,482,8,7,1,1,3,,30,0,1,1,0,0,0,1,2,2,1107520090227002,6,1,2,,0,6,Y,,1107520090227,3,02,wd,1107520090227001,,,,CARTERET,1323,169239,,,1,1,8,1,8,,3,,20090724,1,8835440102,,8,1,8,,76,1,,1,2,3,,,665.98038195,200916378702wd,,0,1107520090227002,8,28557,03/03/2025
,,200916378701we,110922009010455151,2009,5,51,121,37,55,151,8,7,1,1,3,,1,1,1,1,0,0,0,0,2,1,1109220090104001,6,1,2,,0,4,O,,1109220090104,3,01,we,1109220090104001,,,,,1305,,,,1,1,8,1,8,,1,,20090724,1,,,8,1,8,,39,1,,1,2,3,,,752.59010555,200916378701we,,0,1109220090104001,8,24073,03/03/2025
,,200916378701we,110922009010455151,2009,6,37,55,37,55,151,8,7,1,1,3,,32,4,1,1,0,0,0,1,2,2,1109220090104002,6,1,2,,0,4,Y,,1109220090104,3,01,we,1109220090104001,,,,DARE,1310,,,,1,1,8,1,8,,1,,20090724,1,,,8,1,8,,49,1,,1,2,3,,,764.77088531,200916378701we,,0,1109220090104002,8,27948,03/03/2025
,STRIPED BASS,200916378701we,110922009010455151,2009,6,37,55,37,55,151,8,7,1,1,2.5,,100,5,1,1,0,0,0,0,2,1,1109220090104003,6,1,2,,0,3,Y,,1109220090104,3,01,we,1109220090104003,,,,DARE,1340,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,43,1,,1,2,3,,,764.77088531,200916378701we,,0,1109220090104003,8,27954,03/03/2025
,STRIPED BASS,200916378701we,110922009010455151,2009,6,37,55,37,55,151,8,7,1,1,2.5,,100,5,1,1,0,0,0,1,2,2,1109220090104004,6,1,2,,0,3,Y,,1109220090104,3,01,we,1109220090104003,,,,DARE,1345,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,49,1,,2,2,3,,,764.77088531,200916378701we,,0,1109220090104004,8,27954,03/03/2025
,STRIPED BASS,200916378701we,110922009010455151,2009,6,37,55,37,55,151,8,7,1,1,2.5,,15,1,1,1,0,0,0,0,4,1,1109220090104005,6,1,2,,0,5,Y,,1109220090104,3,01,we,1109220090104005,,,,DARE,1355,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,26,1,,1,2,3,,,764.77088531,200916378701we,,0,1109220090104005,8,27959,03/03/2025
,STRIPED BASS,200916378701we,110922009010455151,2009,6,37,55,37,55,151,8,7,1,1,2.5,,35,3,1,1,0,0,0,1,4,2,1109220090104006,6,1,2,,0,5,Y,,1109220090104,3,01,we,1109220090104005,,,,DARE,1405,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,29,1,,1,2,3,,,764.77088531,200916378701we,,0,1109220090104006,8,27959,03/03/2025
,STRIPED BASS,200916378701we,110922009010455151,2009,6,37,55,37,55,151,8,7,1,1,2.5,,35,5,1,1,0,0,0,1,4,2,1109220090104007,6,1,2,,0,5,Y,,1109220090104,3,01,we,1109220090104005,,,,DARE,1410,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,25,1,,1,2,3,,,764.77088531,200916378701we,,0,1109220090104007,8,27959,03/03/2025
,STRIPED BASS,200916378701we,110922009010455151,2009,6,37,55,37,55,151,8,7,1,1,2.5,,60,14,1,1,0,0,0,1,4,2,1109220090104008,6,1,2,,0,5,Y,,1109220090104,3,01,we,1109220090104005,,,,DARE,1420,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,29,1,,1,2,3,,,764.77088531,200916378701we,,0,1109220090104008,8,27948,03/03/2025
,STRIPED BASS,200916378701we,110922009010455151,2009,6,37,55,37,55,151,8,7,1,1,3,0,150,60,1,1,1,0,0,0,2,1,1109220090104009,6,1,2,,0,7,Y,,1109220090104,3,01,we,1109220090104009,1,,,DARE,1430,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,60,1,,1,2,3,,,764.77088531,200916378701we,,0,1109220090104009,8,27948,03/03/2025
,STRIPED BASS,200916378701we,110922009010455151,2009,6,37,55,37,55,151,8,7,1,1,3,0,200,5,1,1,1,0,0,1,2,2,1109220090104010,6,1,2,,0,7,Y,,1109220090104,3,01,we,1109220090104009,1,,,DARE,1440,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,34,1,,1,2,3,,,764.77088531,200916378701we,,0,1109220090104010,8,27948,03/03/2025
,STRIPED BASS,200916378701we,110922009010455151,2009,6,37,41,37,55,151,8,7,1,1,3,,1,1,1,1,0,0,0,0,2,1,1109220090104011,6,1,2,,0,6,Y,,1109220090104,3,01,we,1109220090104011,,,,CHOWAN,1445,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,38,1,,1,2,3,,,764.77088531,200916378701we,,0,1109220090104011,8,27980,03/03/2025
,STRIPED BASS,200916378701we,110922009010455151,2009,6,37,65,37,55,151,8,7,1,1,3,,30,2,1,1,0,0,0,1,2,2,1109220090104012,6,1,2,,0,6,Y,,1109220090104,3,01,we,1109220090104011,,,,EDGECOMBE,1455,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,45,1,,1,2,3,,,764.77088531,200916378701we,,0,1109220090104012,8,27893,03/03/2025
,STRIPED BASS,200916378701we,110922009010455151,2009,6,37,117,37,55,151,8,7,1,1,5,,12,1,1,1,0,0,0,0,4,1,1109220090104013,6,1,2,,0,8,Y,,1109220090104,3,01,we,1109220090104013,,,,MARTIN,1530,167680,,,1,1,8,1,8,,3,,20090724,1,8835020102,,8,1,8,,42,1,,1,2,3,,,867.30741264,200916378701we,,0,1109220090104013,8,27892,03/03/2025
,STRIPED BASS,200916378701we,110922009010455151,2009,6,37,15,37,55,151,8,7,1,1,5,,6,1,1,1,0,0,0,1,4,2,1109220090104014,6,1,2,,0,8,Y,,1109220090104,3,01,we,1109220090104013,,,,BERTIE,1535,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,32,1,,1,2,3,,,867.30741264,200916378701we,,0,1109220090104014,8,27967,03/03/2025
,STRIPED BASS,200916378701we,110922009010455151,2009,6,37,117,37,55,151,8,7,1,1,5,,6,1,1,1,0,0,0,1,4,2,1109220090104015,6,1,2,,0,8,Y,,1109220090104,3,01,we,1109220090104013,,,,MARTIN,1545,167680,,,1,1,8,2,8,,1,,20090724,1,8835020102,,8,1,8,,56,1,,1,2,3,,,867.30741264,200916378701we,,0,1109220090104015,8,27892,03/03/2025
,STRIPED BASS,200916378701we,110922009010455151,2009,6,37,55,37,55,151,8,7,1,1,1,,50,10,1,1,0,0,0,0,2,1,1109220090104016,6,1,2,,0,4,Y,,1109220090104,3,01,we,1109220090104016,,,,DARE,1550,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,47,1,,1,2,3,,,764.77088531,200916378701we,,0,1109220090104016,8,27948,03/03/2025
,STRIPED BASS,200916378701we,110922009010455151,2009,6,37,55,37,55,151,8,7,1,1,1,,50,10,1,1,0,0,0,1,2,2,1109220090104017,6,1,2,,0,4,Y,,1109220090104,3,01,we,1109220090104016,,,,DARE,1555,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,16,1,,1,2,3,,,764.77088531,200916378701we,,0,1109220090104017,8,27948,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,187,37,55,151,8,7,1,1,3.5,0,14,3,1,1,1,0,0,0,4,1,1109220090110001,6,1,2,,0,5.5,Y,,1109220090110,3,01,we,1109220090110001,1,,,WASHINGTON,1240,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,39,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110001,8,27962,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,187,37,55,151,8,7,1,1,3.5,,5,1,1,1,0,0,0,1,4,2,1109220090110002,6,1,2,,0,5.5,Y,,1109220090110,3,01,we,1109220090110001,,,,WASHINGTON,1245,167680,,,1,1,8,1,8,,3,,20090724,1,8835020102,,8,1,8,,75,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110002,8,27962,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,13,37,55,151,8,7,1,1,3.5,,40,6,1,1,0,0,0,1,4,2,1109220090110003,6,1,2,,0,5.5,Y,,1109220090110,3,01,we,1109220090110001,,,,BEAUFORT,1250,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,38,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110003,8,27889,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,187,37,55,151,8,7,1,1,3.5,,5,1,1,1,0,0,0,1,4,2,1109220090110004,6,1,2,,0,5.5,Y,,1109220090110,3,01,we,1109220090110001,,,,WASHINGTON,1255,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,52,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110004,8,27962,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,55,37,55,151,8,7,1,1,4.5,,40,10,1,1,0,0,0,0,2,1,1109220090110005,6,1,2,,0,6,Y,,1109220090110,3,01,we,1109220090110005,,,,DARE,1305,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,40,1,,1,2,3,,,906.10501757,200916378701we,,0,1109220090110005,8,27954,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,55,37,55,151,8,7,1,1,4.5,,50,10,1,1,0,0,0,0,2,1,1109220090110006,6,1,2,,0,6,Y,,1109220090110,3,01,we,1109220090110006,,,,DARE,1315,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,39,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110006,8,27948,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,55,37,55,151,8,7,1,1,4.5,,30,2,1,1,0,0,0,1,2,2,1109220090110007,6,1,2,,0,6,Y,,1109220090110,3,01,we,1109220090110006,,,,DARE,1320,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,35,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110007,8,27948,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,53,37,55,151,8,7,1,1,6,,20,2,1,1,0,0,0,0,2,1,1109220090110008,6,1,2,,0,6.5,Y,,1109220090110,3,01,we,1109220090110008,,,,CURRITUCK,1330,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,53,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110008,8,27947,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,55,37,55,151,8,7,1,1,6,,30,5,1,1,0,0,0,1,2,2,1109220090110009,6,1,2,,0,6.5,Y,,1109220090110,3,01,we,1109220090110008,,,,DARE,1335,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,49,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110009,8,27948,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,147,37,55,151,8,7,1,1,6,0,50,1,1,1,0,1,0,0,5,1,1109220090110010,6,1,1,,0,8,Y,,1109220090110,3,01,we,1109220090110010,1,1,0,PITT,1345,167680,,,1,1,8,1,1,,2,,20090724,1,8835020102,,8,1,8,,14,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110010,8,27858,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,147,37,55,151,8,7,1,1,6,0,4,1,1,1,0,1,0,1,5,2,1109220090110011,6,1,1,,0,8,Y,,1109220090110,3,01,we,1109220090110010,1,1,0,PITT,1350,167680,,,1,1,8,1,1,,2,,20090724,1,8835020102,,8,1,8,,10,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110011,8,27858,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,147,37,55,151,8,7,1,1,6,0,4,1,1,1,0,1,0,1,5,2,1109220090110012,6,1,1,,0,8,Y,,1109220090110,3,01,we,1109220090110010,1,1,0,PITT,1400,167680,,,1,1,8,1,1,,2,,20090724,1,8835020102,,8,1,8,,11,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110012,8,27858,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,147,37,55,151,8,7,1,1,6,0,15,3,1,1,0,1,0,1,5,2,1109220090110013,6,1,1,,0,8,Y,,1109220090110,3,01,we,1109220090110010,1,1,0,PITT,1405,167680,,,1,1,8,1,1,,1,,20090724,1,8835020102,,8,1,8,,31,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110013,8,27858,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,147,37,55,151,8,7,1,1,6,0,10,3,1,1,0,1,0,1,5,2,1109220090110014,6,1,1,,0,8,Y,,1109220090110,3,01,we,1109220090110010,1,1,0,PITT,1415,167680,,,1,1,8,1,1,,1,,20090724,1,8835020102,,8,1,8,,39,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110014,8,27858,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,55,37,55,151,8,7,1,1,2,,104,16,1,1,0,0,0,0,2,1,1109220090110015,6,1,2,,0,8,Y,,1109220090110,3,01,we,1109220090110015,,,,DARE,1420,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,38,1,,1,2,1,,,906.10501757,200916378701we,,0,1109220090110015,8,27948,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,5,51,75,37,55,151,8,7,1,1,2.5,0,10,1,1,1,1,0,0,0,5,1,1109220090110016,6,1,2,,0,3,O,,1109220090110,3,01,we,1109220090110016,1,,,,1430,167680,,,1,1,8,2,8,,1,,20090724,1,8835020102,,8,1,8,,42,1,,1,2,3,,,1554.3629989,200916378701we,,0,1109220090110016,8,23103,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,53,37,55,151,8,7,1,1,5,,12,1,1,1,0,0,0,0,3,1,1109220090110017,6,1,2,,0,6.5,Y,,1109220090110,3,01,we,1109220090110017,,,,CURRITUCK,1440,167680,,,1,1,8,1,8,,3,,20090724,1,8835020102,,8,1,8,,45,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110017,8,27966,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,55,37,55,151,8,7,1,1,5,,10,2,1,1,0,0,0,1,3,2,1109220090110018,6,1,2,,0,6.5,Y,,1109220090110,3,01,we,1109220090110017,,,,DARE,1445,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,46,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110018,8,27959,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,55,37,55,151,8,7,1,1,5,,12,2,1,1,0,0,0,1,3,2,1109220090110019,6,1,2,,0,6,Y,,1109220090110,3,01,we,1109220090110017,,,,DARE,1450,167680,,,1,1,8,1,8,,3,,20090724,1,8835020102,,8,1,8,,38,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110019,8,27948,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,55,37,55,151,8,7,1,1,5,,3,3,1,1,0,0,0,0,2,1,1109220090110020,6,1,2,,0,6,Y,,1109220090110,3,01,we,1109220090110020,,,,DARE,1500,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,37,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110020,8,27949,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,55,37,55,151,8,7,1,1,5,,40,10,1,1,0,0,0,1,2,2,1109220090110021,6,1,2,,0,6,Y,,1109220090110,3,01,we,1109220090110020,,,,DARE,1505,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,31,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110021,8,27954,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,127,37,55,151,8,7,1,1,4,,2,1,1,1,0,0,0,0,2,1,1109220090110022,6,1,2,,0,6.5,N,,1109220090110,3,01,we,1109220090110022,,,,,1515,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,32,1,,1,2,3,,,730.71350059,200916378701we,,0,1109220090110022,8,27804,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,127,37,55,151,8,7,1,1,4,,3,1,1,1,0,0,0,1,2,2,1109220090110023,6,1,2,,0,6.5,N,,1109220090110,3,01,we,1109220090110022,,,,,1525,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,55,1,,1,2,3,,,730.71350059,200916378701we,,0,1109220090110023,8,27804,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,49,37,55,151,8,7,1,1,6,,20,1,1,1,0,0,0,0,5,1,1109220090110024,6,1,2,,0,8.5,Y,,1109220090110,3,01,we,1109220090110024,,,,CRAVEN,1530,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,32,1,,1,2,3,,,737.75112473,200916378701we,,0,1109220090110024,8,28560,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,49,37,55,151,8,7,1,1,6,,1,1,1,1,0,0,0,1,5,2,1109220090110025,6,1,2,,0,8.5,Y,,1109220090110,3,01,we,1109220090110024,,,,CRAVEN,1540,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,18,1,,1,2,3,,,737.75112473,200916378701we,,0,1109220090110025,8,28560,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,49,37,55,151,8,7,1,1,6,,1,1,1,1,0,0,0,1,5,2,1109220090110026,6,1,2,,0,8.5,Y,,1109220090110,3,01,we,1109220090110024,,,,CRAVEN,1550,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,32,1,,1,2,3,,,737.75112473,200916378701we,,0,1109220090110026,8,28560,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,49,37,55,151,8,7,1,1,6,,1,1,1,1,0,0,0,1,5,2,1109220090110027,6,1,2,,0,8,Y,,1109220090110,3,01,we,1109220090110024,,,,CRAVEN,1555,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,99,1,,1,2,3,,,737.75112473,200916378701we,,0,1109220090110027,8,28560,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,49,37,55,151,8,7,1,1,5,,60,5,1,1,0,0,0,0,3,1,1109220090110028,6,1,2,,0,7,Y,,1109220090110,3,01,we,1109220090110028,,,,CRAVEN,1605,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,54,1,,2,2,3,,,681.63316045,200916378701we,,0,1109220090110028,8,28523,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,49,37,55,151,8,7,1,1,5,,12,2,8,1,0,0,0,1,3,2,1109220090110029,6,1,2,,0,7,Y,,1109220090110,3,01,we,1109220090110028,,,,CRAVEN,1610,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,62,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110029,8,28523,03/03/2025
,STRIPED BASS,200916378701we,110922009011055151,2009,6,37,31,37,55,151,8,7,1,1,5,,75,15,1,1,0,0,0,1,3,2,1109220090110030,6,1,2,,0,7,Y,,1109220090110,3,01,we,1109220090110028,,,,CARTERET,1620,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,34,1,,1,2,3,,,681.63316045,200916378701we,,0,1109220090110030,8,28557,03/03/2025
,STRIPED BASS,200916378701we,110922009011855151,2009,6,37,69,37,55,151,8,7,1,1,5,,50,13,1,1,0,0,0,0,3,1,1109220090118001,6,1,2,,0,7,N,,1109220090118,3,01,we,1109220090118001,,,,,1315,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,34,1,,1,2,3,,,846.78891072,200916378701we,,0,1109220090118001,8,27549,03/03/2025
,STRIPED BASS,200916378701we,110922009011855151,2009,6,37,183,37,55,151,8,7,1,1,5,,6,2,1,1,0,0,0,1,3,2,1109220090118002,6,1,2,,0,7,N,,1109220090118,3,01,we,1109220090118001,,,,,1320,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,32,1,,1,2,3,,,846.78891072,200916378701we,,0,1109220090118002,8,27603,03/03/2025
,STRIPED BASS,200916378701we,110922009011855151,2009,6,37,69,37,55,151,8,7,1,1,5,,50,13,1,1,0,0,0,1,3,2,1109220090118003,6,1,2,,0,7,N,,1109220090118,3,01,we,1109220090118001,,,,,1325,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,36,1,,2,2,3,,,846.78891072,200916378701we,,0,1109220090118003,8,27549,03/03/2025
,STRIPED BASS,200916378701we,110922009011855151,2009,6,37,103,37,55,151,8,7,1,1,3,,60,10,1,1,0,0,0,0,5,1,1109220090118004,6,1,2,,0,6.5,Y,,1109220090118,3,01,we,1109220090118004,,,,JONES,1400,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,54,1,,1,2,3,,,789.91205307,200916378701we,,0,1109220090118004,8,28562,03/03/2025
,STRIPED BASS,200916378701we,110922009011855151,2009,6,37,49,37,55,151,8,7,1,1,3,,50,10,1,1,0,0,0,1,5,2,1109220090118005,6,1,2,,0,6.5,Y,,1109220090118,3,01,we,1109220090118004,,,,CRAVEN,1405,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,45,1,,1,2,3,,,789.91205307,200916378701we,,0,1109220090118005,8,28532,03/03/2025
,STRIPED BASS,200916378701we,110922009011855151,2009,5,42,45,37,55,151,8,7,1,1,3,,10,2,1,1,0,0,0,1,5,2,1109220090118006,6,1,2,,0,6.5,O,,1109220090118,3,01,we,1109220090118004,,,,,1410,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,62,1,,1,2,3,,,777.33084092,200916378701we,,0,1109220090118006,8,19083,03/03/2025
,STRIPED BASS,200916378701we,110922009011855151,2009,6,37,17,37,55,151,8,7,1,1,3,0,12,2,1,1,1,0,0,1,5,2,1109220090118007,6,1,2,,0,6.5,Y,,1109220090118,3,01,we,1109220090118004,1,,,BLADEN,1415,167680,,,1,1,8,1,8,,3,,20090724,1,8835020102,,8,1,8,,59,1,,1,2,3,,,789.91205307,200916378701we,,0,1109220090118007,8,28337,03/03/2025
,STRIPED BASS,200916378701we,110922009011855151,2009,6,37,49,37,55,151,8,7,1,1,3,,180,20,1,1,0,0,0,1,5,2,1109220090118008,6,1,2,,0,6.5,Y,,1109220090118,3,01,we,1109220090118004,,,,CRAVEN,1420,167680,,,1,1,8,1,8,,1,,20090724,1,8835020102,,8,1,8,,36,1,,1,2,3,,,789.91205307,200916378701we,,0,1109220090118008,8,28562,03/03/2025
