COMMON,STRAT_ID,PSU_ID,YEAR,ST,ID_CODE,WAVE,SUB_REG,MODE_FX,AREA_X,KOD,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,TOT_LEN_A,WGT_A,TOT_LEN_B1,WGT_B1,REGION,MONTH,WP_INT,FL_REG,WP_CATCH,TOT_CAT,WGT_AB1,TOT_LEN,LANDING,VAR_ID,ARX_METHOD,ALT_FLAG,DATE_PUBLISHED
,202501113weS:8AM-8PM,202511131601020250126,2025,1,1601020250126018,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,1337.4078426,8,1337.4078426,0,0,0,0,202501113weS:8AM-8PM,,0,02/19/2026
,202501113weS:8AM-8PM,202511131601020250126,2025,1,1601020250126019,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,494.94227507,8,494.94227507,0,0,0,0,202501113weS:8AM-8PM,,0,02/19/2026
,202501113weS:8AM-8PM,202511131601020250126,2025,1,1601020250126020,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,494.94227507,8,494.94227507,0,0,0,0,202501113weS:8AM-8PM,,0,02/19/2026
,202501113weS:8AM-8PM,202511131601020250126,2025,1,1601020250126021,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,494.94227507,8,494.94227507,0,0,0,0,202501113weS:8AM-8PM,,0,02/19/2026
,202501113weS:8AM-8PM,202511131601020250126,2025,1,1601020250126023,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,494.94227507,8,494.94227507,0,0,0,0,202501113weS:8AM-8PM,,0,02/19/2026
,202501113weS:8AM-8PM,202511131601020250126,2025,1,1601020250126024,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,494.94227507,8,494.94227507,0,0,0,0,202501113weS:8AM-8PM,,0,02/19/2026
SOUTHERN FLOUNDER,202501113weS:8AM-8PM,202511131601020250126,2025,1,1601020250126025,1,7,3,1,we,8857030304,0,2,0,0,0,2,0,0,0,0,1,01,494.94227507,8,494.94227507,2,0,0,0,202501113weS:8AM-8PM,,0,02/19/2026
,202501113weS:8AM-8PM,202511131601020250126,2025,1,1601020250126026,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,494.94227507,8,494.94227507,0,0,0,0,202501113weS:8AM-8PM,,0,02/19/2026
,202501113weS:8AM-8PM,202511131601020250126,2025,1,1601020250126027,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,494.94227507,8,494.94227507,0,0,0,0,202501113weS:8AM-8PM,,0,02/19/2026
,202501113weS:8AM-8PM,202511131601020250126,2025,1,1601020250126028,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,494.94227507,8,494.94227507,0,0,0,0,202501113weS:8AM-8PM,,0,02/19/2026
,202501113weS:8AM-8PM,202511131601020250126,2025,1,1601020250126029,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,494.94227507,8,494.94227507,0,0,0,0,202501113weS:8AM-8PM,,0,02/19/2026
,202501113weS:8AM-8PM,202511131601020250126,2025,1,1601020250126030,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,494.94227507,8,494.94227507,0,0,0,0,202501113weS:8AM-8PM,,0,02/19/2026
,202501113weS:8AM-8PM,202511131601020250126,2025,1,1601020250126031,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,494.94227507,8,494.94227507,0,0,0,0,202501113weS:8AM-8PM,,0,02/19/2026
,202501113weS:8AM-8PM,202511131601020250126,2025,1,1601020250126032,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,494.94227507,8,494.94227507,0,0,0,0,202501113weS:8AM-8PM,,0,02/19/2026
,202501113weS:8AM-8PM,202511131601020250126,2025,1,1601020250126033,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,494.94227507,8,494.94227507,0,0,0,0,202501113weS:8AM-8PM,,0,02/19/2026
,202501113weS:8AM-8PM,202511131601020250126,2025,1,1601020250126034,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,494.94227507,8,494.94227507,0,0,0,0,202501113weS:8AM-8PM,,0,02/19/2026
,202502113weS:8AM-8PM,202511131601020250208,2025,1,1601020250208001,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,1677.207789,8,1677.207789,0,0,0,0,202502113weS:8AM-8PM,,0,02/19/2026
,202502113weS:8AM-8PM,202511131601020250208,2025,1,1601020250208002,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,1677.207789,8,1677.207789,0,0,0,0,202502113weS:8AM-8PM,,0,02/19/2026
GAFFTOPSAIL CATFISH,202502113weS:8AM-8PM,202511131601020250208,2025,1,1601020250208003,1,7,3,1,we,8777180101,0,1,0,0,0,1,0,0,0,0,1,02,1677.207789,8,1677.207789,1,0,0,0,202502113weS:8AM-8PM,,0,02/19/2026
FLORIDA POMPANO,202502113weS:8AM-8PM,202511131601020250208,2025,1,1601020250208003,1,7,3,1,we,8835280901,1,0,0,1,0,0,339,0.95,0,0,1,02,1677.207789,8,1677.207789,1,0.95,339,1,202502113weS:8AM-8PM,,0,02/19/2026
,202502113weS:8AM-8PM,202511131601020250208,2025,1,1601020250208004,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,1677.207789,8,1677.207789,0,0,0,0,202502113weS:8AM-8PM,,0,02/19/2026
,202502113weS:8AM-8PM,202511131601020250208,2025,1,1601020250208007,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,3978.1152729,8,3978.1152729,0,0,0,0,202502113weS:8AM-8PM,,0,02/19/2026
,202502113weS:8AM-8PM,202511131601020250208,2025,1,1601020250208008,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,3978.1152729,8,3978.1152729,0,0,0,0,202502113weS:8AM-8PM,,0,02/19/2026
,202502113weS:8AM-8PM,202511131601020250208,2025,1,1601020250208009,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,3978.1152729,8,3978.1152729,0,0,0,0,202502113weS:8AM-8PM,,0,02/19/2026
,202502113weS:8AM-8PM,202511131601020250208,2025,1,1601020250208010,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,3978.1152729,8,3978.1152729,0,0,0,0,202502113weS:8AM-8PM,,0,02/19/2026
,202502113weS:8AM-8PM,202511131601020250208,2025,1,1601020250208011,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,3978.1152729,8,3978.1152729,0,0,0,0,202502113weS:8AM-8PM,,0,02/19/2026
,202502113weS:8AM-8PM,202511131601020250208,2025,1,1601020250208012,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,3978.1152729,8,3978.1152729,0,0,0,0,202502113weS:8AM-8PM,,0,02/19/2026
,202502113weS:8AM-8PM,202511131601020250208,2025,1,1601020250208013,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,3978.1152729,8,3978.1152729,0,0,0,0,202502113weS:8AM-8PM,,0,02/19/2026
PINFISH,202502113weS:8AM-8PM,202511131601020250208,2025,1,1601020250208014,1,7,3,1,we,8835430201,0,1,0,0,0,1,0,0,0,0,1,02,3978.1152729,8,3978.1152729,1,0,0,0,202502113weS:8AM-8PM,,0,02/19/2026
,202502113weS:8AM-8PM,202511131601020250208,2025,1,1601020250208015,1,7,3,1,we,,0,0,0,0,0,0,0,0,0,0,1,02,3978.1152729,8,3978.1152729,0,0,0,0,202502113weS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225001,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225002,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225003,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225005,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225006,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225007,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225008,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
SOUTHERN FLOUNDER,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225009,1,7,3,1,wd,8857030304,1,0,0,1,0,0,360,0.5,0,0,1,02,1050.0043578,8,1050.0043578,1,0.5,360,1,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225010,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225011,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225012,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
ATLANTIC CROAKER,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225013,1,7,3,1,wd,8835440702,0,1,0,0,0,1,0,0,0,0,1,02,1050.0043578,8,1050.0043578,1,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225014,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225015,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225016,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225017,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225018,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225019,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225020,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
BLUEFISH,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225021,1,7,3,1,wd,8835250101,0,1,0,0,0,1,0,0,0,0,1,02,1050.0043578,8,1050.0043578,1,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225022,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225023,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225024,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225025,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225026,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,1050.0043578,8,1050.0043578,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225027,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225028,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225029,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225030,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225031,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
SHEEPSHEAD,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225032,1,7,3,1,wd,8835430301,0,0,1,0,1,0,0,0,438,1.9,1,02,813.08048993,8,813.08048993,1,1.9,438,1,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225033,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225034,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225035,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225036,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
FLORIDA POMPANO,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225037,1,7,3,1,wd,8835280901,0,1,0,0,0,1,0,0,0,0,1,02,813.08048993,8,813.08048993,1,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225038,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
RED DRUM,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225039,1,7,3,1,wd,8835440901,0,1,0,0,0,1,0,0,0,0,1,02,813.08048993,8,813.08048993,1,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225040,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
SPANISH MACKEREL,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225041,1,7,3,1,wd,8850030502,0,0,3,0,3,0,0,0,1150,1.4,1,02,813.08048993,8,813.08048993,3,1.4,1150,3,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225042,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225043,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225044,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
SOUTHERN FLOUNDER,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225045,1,7,3,1,wd,8857030304,0,1,1,0,1,1,0,0,377,0.55,1,02,813.08048993,8,813.08048993,2,0.55,377,1,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225046,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225047,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225048,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225049,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225050,1,7,3,1,wd,,0,0,0,0,0,0,0,0,0,0,1,02,813.08048993,8,813.08048993,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
SILVER SEATROUT,202502113wdS:8AM-8PM,202511131601420250225,2025,1,1601420250225051,1,7,3,1,wd,8835440103,0,1,0,0,0,1,0,0,0,0,1,02,813.08048993,8,813.08048993,1,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
PINFISH,202501113wdS:8AM-8PM,202511131583320250102,2025,1,1583320250102001,1,7,3,5,wd,8835430201,0,5,0,0,0,5,0,0,0,0,1,01,2352.2965978,8,2352.2965978,5,0,0,0,202501113wdS:8AM-8PM,,0,02/19/2026
ATLANTIC CROAKER,202501113wdS:8AM-8PM,202511131583320250102,2025,1,1583320250102001,1,7,3,5,wd,8835440702,0,5,0,0,0,5,0,0,0,0,1,01,2352.2965978,8,2352.2965978,5,0,0,0,202501113wdS:8AM-8PM,,0,02/19/2026
PINFISH,202501113wdS:8AM-8PM,202511131583320250102,2025,1,1583320250102002,1,7,3,5,wd,8835430201,0,0,5,0,5,0,0,0,767,0.42,1,01,2352.2965978,8,2352.2965978,5,0.42,767,5,202501113wdS:8AM-8PM,,0,02/19/2026
ATLANTIC CROAKER,202501113wdS:8AM-8PM,202511131583320250102,2025,1,1583320250102002,1,7,3,5,wd,8835440702,0,0,5,0,5,0,0,0,1310,1.35,1,01,2352.2965978,8,2352.2965978,5,1.35,1310,5,202501113wdS:8AM-8PM,,0,02/19/2026
PINFISH,202501113wdS:8AM-8PM,202511131583320250102,2025,1,1583320250102003,1,7,3,5,wd,8835430201,0,0,5,0,5,0,0,0,1072,0.6,1,01,2352.2965978,8,2352.2965978,5,0.6,1072,5,202501113wdS:8AM-8PM,,0,02/19/2026
ATLANTIC CROAKER,202501113wdS:8AM-8PM,202511131583320250102,2025,1,1583320250102003,1,7,3,5,wd,8835440702,0,0,5,0,5,0,0,0,1302,1.24,1,01,2352.2965978,8,2352.2965978,5,1.24,1302,5,202501113wdS:8AM-8PM,,0,02/19/2026
PINFISH,202501113wdS:8AM-8PM,202511131583320250102,2025,1,1583320250102004,1,7,3,5,wd,8835430201,0,0,15,0,15,0,0,0,2901,1.56,1,01,2352.2965978,8,2352.2965978,15,1.56,2901,15,202501113wdS:8AM-8PM,,0,02/19/2026
PINFISH,202501113wdS:8AM-8PM,202511131583320250102,2025,1,1583320250102005,1,7,3,5,wd,8835430201,0,3,0,0,0,3,0,0,0,0,1,01,2352.2965978,8,2352.2965978,3,0,0,0,202501113wdS:8AM-8PM,,0,02/19/2026
,202502113wdS:8AM-8PM,202511131597420250227,2025,1,1597420250227002,1,7,3,5,wd,,0,0,0,0,0,0,0,0,0,0,1,02,7086.1473291,8,7086.1473291,0,0,0,0,202502113wdS:8AM-8PM,,0,02/19/2026
ATLANTIC CROAKER,202502113weS:8AM-8PM,202511131601420250217,2025,1,1601420250217001,1,7,3,5,we,8835440702,0,1,0,0,0,1,0,0,0,0,1,02,7724.7153892,8,7724.7153892,1,0,0,0,202502113weS:8AM-8PM,,0,02/19/2026
,202502113weS:8AM-8PM,202511131601420250217,2025,1,1601420250217002,1,7,3,5,we,,0,0,0,0,0,0,0,0,0,0,1,02,7724.7153892,8,7724.7153892,0,0,0,0,202502113weS:8AM-8PM,,0,02/19/2026
,202502113weS:8AM-8PM,202511131601420250217,2025,1,1601420250217003,1,7,3,5,we,,0,0,0,0,0,0,0,0,0,0,1,02,6396.5897813,8,6396.5897813,0,0,0,0,202502113weS:8AM-8PM,,0,02/19/2026
RED SNAPPER,202502115weS:8AM-8PM,202511151579920250209,2025,1,1579920250209001,1,7,5,1,we,8835360107,0,2,0,0,0,2,0,0,0,0,1,02,69.688087875,8,69.688087875,2,0,0,0,202502115weS:8AM-8PM,,0,02/19/2026
SHEEPSHEAD,202502115weS:8AM-8PM,202511151579920250209,2025,1,1579920250209001,1,7,5,1,we,8835430301,4,0,0,4,0,0,1620,7.1,0,0,1,02,69.688087875,8,69.688087875,4,7.1,1620,4,202502115weS:8AM-8PM,,0,02/19/2026
RED SNAPPER,202502115weS:8AM-8PM,202511151579920250209,2025,1,1579920250209007,1,7,5,1,we,8835360107,0,8,0,0,0,8,0,0,0,0,1,02,69.688087875,8,69.688087875,8,0,0,0,202502115weS:8AM-8PM,,0,02/19/2026
SHEEPSHEAD,202502115weS:8AM-8PM,202511151579920250209,2025,1,1579920250209007,1,7,5,1,we,8835430301,5,0,0,5,0,0,2090,10.05,0,0,1,02,69.688087875,8,69.688087875,5,10.05,2090,5,202502115weS:8AM-8PM,,0,02/19/2026
SOUTHERN FLOUNDER,202502115weS:8AM-8PM,202511151579920250209,2025,1,1579920250209007,1,7,5,1,we,8857030304,1,0,0,1,0,0,399,0.6,0,0,1,02,69.688087875,8,69.688087875,1,0.6,399,1,202502115weS:8AM-8PM,,0,02/19/2026
RED SNAPPER,202502115weS:8AM-8PM,202511151579920250209,2025,1,1579920250209008,1,7,5,1,we,8835360107,0,5,0,0,0,5,0,0,0,0,1,02,69.688087875,8,69.688087875,5,0,0,0,202502115weS:8AM-8PM,,0,02/19/2026
RED SNAPPER,202502115weS:8AM-8PM,202511151579920250209,2025,1,1579920250209009,1,7,5,1,we,8835360107,0,8,0,0,0,8,0,0,0,0,1,02,69.688087875,8,69.688087875,8,0,0,0,202502115weS:8AM-8PM,,0,02/19/2026
RED SNAPPER,202502115weS:8AM-8PM,202511151579920250209,2025,1,1579920250209010,1,7,5,1,we,8835360107,0,8,0,0,0,8,0,0,0,0,1,02,69.688087875,8,69.688087875,8,0,0,0,202502115weS:8AM-8PM,,0,02/19/2026
RED SNAPPER,202502115weS:8AM-8PM,202511151579920250209,2025,1,1579920250209011,1,7,5,1,we,8835360107,0,8,0,0,0,8,0,0,0,0,1,02,69.688087875,8,69.688087875,8,0,0,0,202502115weS:8AM-8PM,,0,02/19/2026
RED SNAPPER,202502115weS:8AM-8PM,202511151579920250209,2025,1,1579920250209012,1,7,5,1,we,8835360107,0,5,0,0,0,5,0,0,0,0,1,02,69.688087875,8,69.688087875,5,0,0,0,202502115weS:8AM-8PM,,0,02/19/2026
,202501115weS:8AM-8PM,202511151601020250125,2025,1,1601020250125001,1,7,5,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,30.381142327,8,30.381142327,0,0,0,0,202501115weS:8AM-8PM,,0,02/19/2026
,202501115weS:8AM-8PM,202511151601020250125,2025,1,1601020250125002,1,7,5,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,30.381142327,8,30.381142327,0,0,0,0,202501115weS:8AM-8PM,,0,02/19/2026
,202501115weS:8AM-8PM,202511151601020250125,2025,1,1601020250125003,1,7,5,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,30.381142327,8,30.381142327,0,0,0,0,202501115weS:8AM-8PM,,0,02/19/2026
,202501115weS:8AM-8PM,202511151601020250125,2025,1,1601020250125004,1,7,5,1,we,,0,0,0,0,0,0,0,0,0,0,1,01,30.381142327,8,30.381142327,0,0,0,0,202501115weS:8AM-8PM,,0,02/19/2026
LIONFISH,202502115weS:8AM-8PM,202511151579920250228,2025,1,1579920250228001,1,7,5,2,we,8826011401,0.5,0,0,1,0,0,152,0.175,0,0,1,02,35.958291836,8,35.958291836,0.5,0.175,152,0.5,202502115weS:8AM-8PM,,0,02/19/2026
SHARKSUCKER,202502115weS:8AM-8PM,202511151579920250228,2025,1,1579920250228001,1,7,5,2,we,8835270201,0,1,0,0,0,1,0,0,0,0,1,02,35.958291836,8,35.958291836,1,0,0,0,202502115weS:8AM-8PM,,0,02/19/2026
RED SNAPPER,202502115weS:8AM-8PM,202511151579920250228,2025,1,1579920250228001,1,7,5,2,we,8835360107,0,5,0,0,0,5,0,0,0,0,1,02,35.958291836,8,35.958291836,5,0,0,0,202502115weS:8AM-8PM,,0,02/19/2026
LANE SNAPPER,202502115weS:8AM-8PM,202511151579920250228,2025,1,1579920250228001,1,7,5,2,we,8835360112,1,0,0,2,0,0,281.5,0.4,0,0,1,02,35.958291836,8,35.958291836,1,0.4,281.5,1,202502115weS:8AM-8PM,,0,02/19/2026
