PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,NEW_LIST,KOD,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,REGION,STRAT_INTERVAL,MONTH,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,DATE1,DIST,PRIM1,PRIM2,MODE2001,TURTLE,SEX,REEFCODE,AGE,AREA_NC,ART_REEF,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,FSHINSP_A,NUM_FISH_A,ZIP,DATE_PUBLISHED
,,2017113713wdS:8AM-8PM,2017637131772520171101,2017,6,37,195,37,55,264,5,3,1,1,6,1.00,2,2,1,0,0,0,0,,,1772520171101007,6,6,2,,,,,Y,,wd,1772520171101,1,1772520171101007,,1,S:8AM-8PM,11,WILSON,1634,,,,1,1,8,1,8,18JAN18:08:30,1,,,5,3,1,,57,1,2,,,1909.0913169,2017113712wdS:8AM-8PM,,0,1772520171101007,8,,,27803,03/03/2025
,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171101,2017,6,37,127,37,55,264,5,3,1,1,6,1.00,5,2,1,1,1,0,0,,,1772520171101008,6,6,1,,,,,N,,wd,1772520171101,1,1772520171101008,2,1,S:8AM-8PM,11,,1635,169290,,,1,1,8,1,1,18JAN18:08:30,1,8835440901,,5,3,1,,57,1,2,,,1909.0913169,2017113712wdS:8AM-8PM,,0,1772520171101008,8,1,0,27892,03/03/2025
RED DRUM,BLUEFISH,2017113713weS:8AM-8PM,2017637131772520171103,2017,5,51,13,37,55,579,5,3,1,1,4,1.00,14,14,1,0,0,0,0,,,1772520171103001,6,6,2,,,,,O,,we,1772520171103,1,1772520171103001,,1,S:8AM-8PM,11,,1245,168559,169290,,1,1,8,1,8,18JAN18:08:30,1,8835250101,8835440901,5,3,1,,13,1,2,,,11966.915192,2017113712weS:8AM-8PM,,0,1772520171103001,8,,,22203,03/03/2025
RED DRUM,BLUEFISH,2017113713weS:8AM-8PM,2017637131772520171103,2017,5,51,13,37,55,579,5,3,1,1,4,1.00,14,14,1,0,0,0,0,,,1772520171103002,6,6,2,,,,,O,,we,1772520171103,1,1772520171103002,,1,S:8AM-8PM,11,,1246,168559,169290,,1,1,8,1,8,18JAN18:08:30,1,8835250101,8835440901,5,3,2,,63,1,2,,,11966.915192,2017113712weS:8AM-8PM,,0,1772520171103002,8,,,22203,03/03/2025
BLUEFISH,RED DRUM,2017113713weS:8AM-8PM,2017637131772520171103,2017,5,51,197,37,55,579,5,3,1,1,7,0.00,5,5,1,0,1,0,0,,,1772520171103003,6,6,1,,,,,O,,we,1772520171103,1,1772520171103003,2,1,S:8AM-8PM,11,,1258,169290,168559,,1,1,8,1,8,18JAN18:08:30,1,8835440901,8835250101,5,3,1,,52,1,2,,,11966.915192,2017113712weS:8AM-8PM,,0,1772520171103003,8,1,0,24368,03/03/2025
BLUEFISH,RED DRUM,2017113713weS:8AM-8PM,2017637131772520171103,2017,6,37,3,37,55,579,5,3,1,1,7,0.00,5,5,1,0,0,0,0,,,1772520171103004,6,6,2,,,,,N,,we,1772520171103,1,1772520171103004,,1,S:8AM-8PM,11,,1259,169290,168559,,1,1,8,1,8,18JAN18:08:30,1,8835440901,8835250101,5,3,1,,73,1,2,,,11966.915192,2017113712weS:8AM-8PM,,0,1772520171103004,8,,,28681,03/03/2025
,RED DRUM,2017113713weS:8AM-8PM,2017637131772520171103,2017,0,55,183,37,55,26,5,3,1,1,12,0.00,3,3,1,2,0,0,0,,,1772520171103005,6,6,2,,,,,O,,we,1772520171103,1,1772520171103005,2,1,S:8AM-8PM,11,,1530,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,1,,29,1,2,,,11966.915192,2017113712weS:8AM-8PM,,0,1772520171103005,8,,,27615,03/03/2025
,RED DRUM,2017113713weS:8AM-8PM,2017637131772520171103,2017,5,42,99,37,55,26,5,3,1,1,10,2.00,1,1,1,1,0,0,0,,,1772520171103006,6,6,2,,,,,O,,we,1772520171103,1,1772520171103006,2,1,S:8AM-8PM,11,,1541,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,1,,23,1,2,,,11966.915192,2017113712weS:8AM-8PM,,0,1772520171103006,8,,,17020,03/03/2025
,RED DRUM,2017113713weS:8AM-8PM,2017637131772520171103,2017,5,42,87,37,55,26,5,3,1,1,10,2.00,0,0,1,2,1,0,0,,,1772520171103007,6,6,1,,,,,O,,we,1772520171103,1,1772520171103007,2,1,S:8AM-8PM,11,,1532,169290,,,1,1,8,1,1,18JAN18:08:30,1,8835440901,,5,3,1,,79,1,2,,,11966.915192,2017113712weS:8AM-8PM,,0,1772520171103007,8,1,0,17044,03/03/2025
,,2017113713weS:8AM-8PM,2017637131772520171103,2017,6,37,1,37,55,26,5,3,1,1,10,2.00,5,1,1,1,0,0,0,,,1772520171103008,6,6,2,,,,,N,,we,1772520171103,1,1772520171103008,2,1,S:8AM-8PM,11,,1533,,,,1,1,8,2,8,18JAN18:08:30,1,,,5,3,1,,29,1,2,,,11966.915192,2017113712weS:8AM-8PM,,0,1772520171103008,8,,,27349,03/03/2025
,RED DRUM,2017113713weS:8AM-8PM,2017637131772520171103,2017,5,42,103,37,55,26,5,3,1,1,3,2.00,30,3,1,2,0,0,0,,,1772520171103009,6,6,2,,,,,O,,we,1772520171103,1,1772520171103009,2,1,S:8AM-8PM,11,,1656,169290,,,1,1,8,2,8,18JAN18:08:30,1,8835440901,,5,3,1,,65,1,2,,,11966.915192,2017113712weS:8AM-8PM,,0,1772520171103009,8,,,15214,03/03/2025
,,2017113713weS:8AM-8PM,2017637131772520171103,2017,6,12,35,37,55,26,5,3,1,1,2,1.00,2,2,1,0,0,0,0,,,1772520171103010,6,6,2,,,,,O,,we,1772520171103,1,1772520171103010,,1,S:8AM-8PM,11,FLAGLER,1657,,,,1,1,8,1,8,18JAN18:08:30,1,,,5,3,1,,67,1,2,,,11966.915192,2017113712weS:8AM-8PM,,0,1772520171103010,8,,,33919,03/03/2025
,,2017113713weS:8AM-8PM,2017637131772520171103,2017,6,12,35,37,55,26,5,3,1,1,2,1.00,2,2,1,0,0,0,0,,,1772520171103011,6,6,2,,,,,O,,we,1772520171103,1,1772520171103011,,1,S:8AM-8PM,11,FLAGLER,1658,,,,1,1,8,2,8,18JAN18:08:30,1,,,5,3,2,,58,1,2,,,11966.915192,2017113712weS:8AM-8PM,,0,1772520171103011,8,,,33919,03/03/2025
BLUEFISH,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171109,2017,6,37,55,37,55,264,5,3,1,1,4,0.00,90,20,1,0,0,0,0,,,1772520171109001,6,6,2,,,,,Y,,wd,1772520171109,1,1772520171109001,,1,S:8AM-8PM,11,DARE,1112,169290,168559,,1,1,8,1,8,18JAN18:08:30,1,8835440901,8835250101,5,3,1,,70,1,2,,,1048.1342138,2017113712wdS:8AM-8PM,,0,1772520171109001,8,,,27920,03/03/2025
,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171109,2017,6,37,1,37,55,264,5,3,1,1,1,0.00,3,1,1,0,0,0,0,,,1772520171109002,6,6,2,,,,,N,,wd,1772520171109,1,1772520171109002,,1,S:8AM-8PM,11,,1126,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,1,,44,1,2,,,1048.1342138,2017113712wdS:8AM-8PM,,0,1772520171109002,8,,,27215,03/03/2025
,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171109,2017,6,37,1,37,55,264,5,3,1,1,1,0.00,3,1,1,0,0,0,0,,,1772520171109003,6,6,2,,,,,N,,wd,1772520171109,1,1772520171109003,,1,S:8AM-8PM,11,,1127,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,1,,33,1,2,,,1048.1342138,2017113712wdS:8AM-8PM,,0,1772520171109003,8,,,27215,03/03/2025
,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171109,2017,5,51,3,37,55,264,5,3,1,1,3.5,0.00,38,14,1,0,0,0,0,,,1772520171109004,6,6,2,,,,,O,,wd,1772520171109,1,1772520171109004,,1,S:8AM-8PM,11,,1320,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,1,,61,1,2,,,1048.1342138,2017113712wdS:8AM-8PM,,0,1772520171109004,8,,,22923,03/03/2025
,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171109,2017,5,51,3,37,55,264,5,3,1,1,3.5,0.00,38,14,1,0,0,0,0,,,1772520171109005,6,6,2,,,,,O,,wd,1772520171109,1,1772520171109005,,1,S:8AM-8PM,11,,1321,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,1,,28,1,2,,,1048.1342138,2017113712wdS:8AM-8PM,,0,1772520171109005,8,,,22923,03/03/2025
,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171109,2017,6,37,25,37,55,264,5,3,1,1,4,0.00,5,5,1,0,0,0,0,,,1772520171109006,6,6,2,,,,,N,,wd,1772520171109,1,1772520171109006,,1,S:8AM-8PM,11,,1355,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,0,,64,1,2,,,1048.1342138,2017113712wdS:8AM-8PM,,0,1772520171109006,8,,,28075,03/03/2025
,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171109,2017,6,37,25,37,55,264,5,3,1,1,4,0.00,10,5,1,0,0,0,0,,,1772520171109007,6,6,2,,,,,N,,wd,1772520171109,1,1772520171109007,,1,S:8AM-8PM,11,,1356,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,1,,66,1,2,,,1048.1342138,2017113712wdS:8AM-8PM,,0,1772520171109007,8,,,28075,03/03/2025
,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171109,2017,6,37,25,37,55,264,5,3,1,1,4,0.00,1,1,1,0,0,0,0,,,1772520171109008,6,6,2,,,,,N,,wd,1772520171109,1,1772520171109008,,1,S:8AM-8PM,11,,1357,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,1,,73,1,2,,,1048.1342138,2017113712wdS:8AM-8PM,,0,1772520171109008,8,,,28075,03/03/2025
,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171109,2017,0,39,7,37,55,264,5,3,1,1,4,0.00,0,0,1,0,0,0,0,,,1772520171109009,6,6,2,,,,,O,,wd,1772520171109,1,1772520171109009,,1,S:8AM-8PM,11,,1500,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,1,,67,1,2,,,1079.063738,2017113712wdS:8AM-8PM,,0,1772520171109009,8,,,44003,03/03/2025
RED DRUM,KINGFISH GENUS,2017113713wdS:8AM-8PM,2017637131772520171109,2017,0,31,101,37,55,264,5,3,1,1,4,0.00,5,1,1,0,0,0,0,,,1772520171109010,6,6,2,,,,,O,,wd,1772520171109,1,1772520171109010,,1,S:8AM-8PM,11,,1510,169273,169290,,1,1,8,1,8,18JAN18:08:30,1,8835440600,8835440901,5,3,1,,48,1,2,,,1079.063738,2017113712wdS:8AM-8PM,,0,1772520171109010,8,,,27524,03/03/2025
,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171113,2017,5,51,550,37,55,264,5,3,1,1,2,2.00,30,15,1,0,0,0,0,,,1772520171113001,6,6,2,,,,,O,,wd,1772520171113,1,1772520171113001,,1,S:8AM-8PM,11,CHESAPEAKE CITY,1415,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,1,,74,1,2,,,1336.7192841,2017113712wdS:8AM-8PM,,0,1772520171113001,8,,,23320,03/03/2025
,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171113,2017,5,51,550,37,55,264,5,3,1,1,2,2.00,30,15,1,0,0,0,0,,,1772520171113002,6,6,2,,,,,O,,wd,1772520171113,1,1772520171113002,,1,S:8AM-8PM,11,CHESAPEAKE CITY,1416,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,2,,70,1,2,,,1336.7192841,2017113712wdS:8AM-8PM,,0,1772520171113002,8,,,23320,03/03/2025
KINGFISH GENUS,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171113,2017,6,37,183,37,55,264,5,3,1,1,6,0.00,48,28,1,1,0,0,0,,,1772520171113003,6,6,2,,,,,N,,wd,1772520171113,1,1772520171113003,2,1,S:8AM-8PM,11,,1445,169290,169273,,1,1,8,1,8,18JAN18:08:30,1,8835440901,8835440600,5,3,1,,70,1,2,,,1336.7192841,2017113712wdS:8AM-8PM,,0,1772520171113003,8,,,27606,03/03/2025
KINGFISH GENUS,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171113,2017,5,36,19,37,55,264,5,3,1,1,3,2.00,14,14,1,2,2,0,0,,,1772520171113004,6,6,1,,,,,O,,wd,1772520171113,1,1772520171113004,2,1,S:8AM-8PM,11,,1540,169290,169273,,1,1,8,1,1,18JAN18:08:30,1,8835440901,8835440600,5,3,1,,68,1,2,,,1336.7192841,2017113712wdS:8AM-8PM,,0,1772520171113004,8,2,1,12972,03/03/2025
KINGFISH GENUS,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171113,2017,6,37,129,37,55,264,5,3,1,1,8,0.00,40,10,1,4,0,0,0,,,1772520171113005,6,6,2,,,,,Y,,wd,1772520171113,1,1772520171113005,2,1,S:8AM-8PM,11,NEW HANOVER,1600,169290,169273,,1,1,8,1,8,18JAN18:08:30,1,8835440901,8835440600,5,3,1,,60,1,2,,,1336.7192841,2017113712wdS:8AM-8PM,,0,1772520171113005,8,0,4,29409,03/03/2025
KINGFISH GENUS,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171113,2017,6,37,183,37,55,264,5,3,1,1,7,0.00,30,18,1,1,0,0,0,,,1772520171113006,6,6,2,,,,,N,,wd,1772520171113,1,1772520171113006,2,1,S:8AM-8PM,11,,1618,169290,169273,,1,1,8,1,8,18JAN18:08:30,1,8835440901,8835440600,5,3,1,,64,1,2,,,1336.7192841,2017113712wdS:8AM-8PM,,0,1772520171113006,8,0,8,27603,03/03/2025
KINGFISH GENUS,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171113,2017,6,37,129,37,55,264,5,3,1,1,7,0.00,4,4,1,1,0,0,0,,,1772520171113007,6,6,2,,,,,Y,,wd,1772520171113,1,1772520171113007,2,1,S:8AM-8PM,11,NEW HANOVER,1619,169290,169273,,1,1,8,1,8,18JAN18:08:30,1,8835440901,8835440600,5,3,1,,65,1,2,,,1336.7192841,2017113712wdS:8AM-8PM,,0,1772520171113007,8,,,28409,03/03/2025
BLUEFISH,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171113,2017,5,51,121,37,55,264,5,3,1,1,10,0.00,35,6,1,3,0,0,0,,,1772520171113008,6,6,2,,,,,O,,wd,1772520171113,1,1772520171113008,2,1,S:8AM-8PM,11,,1625,169290,168559,,1,1,8,1,8,18JAN18:08:30,1,8835440901,8835250101,5,3,1,,53,1,2,,,1336.7192841,2017113712wdS:8AM-8PM,,0,1772520171113008,8,,,24149,03/03/2025
RED DRUM,KINGFISH GENUS,2017113713weS:8AM-8PM,2017637131772520171118,2017,5,51,810,37,55,264,5,3,1,1,6,0.00,150,10,1,2,2,0,0,,,1772520171118001,6,6,1,,,,,O,,we,1772520171118,1,1772520171118001,2,1,S:8AM-8PM,11,VIRGINIA BEACH CITY,1455,169273,169290,,1,1,8,1,1,18JAN18:08:30,1,8835440600,8835440901,5,3,1,,62,1,2,,,1653.0810912,2017113712weS:8AM-8PM,,0,1772520171118001,8,9,0,23454,03/03/2025
,,2017113713weS:8AM-8PM,2017637131772520171118,2017,6,37,119,37,55,264,5,3,1,1,6,0.00,7,0,1,1,0,0,0,,,1772520171118002,6,6,2,,,,,N,,we,1772520171118,1,1772520171118002,2,1,S:8AM-8PM,11,,1505,,,,1,1,8,1,8,18JAN18:08:30,1,,,5,3,1,,60,1,2,,,1653.0810912,2017113712weS:8AM-8PM,,0,1772520171118002,8,,,28214,03/03/2025
BLUEFISH,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171122,2017,0,27,163,37,55,26,5,3,1,1,3.5,0.00,7,0,1,0,1,0,0,,,1772520171122001,6,6,1,,,,,O,,wd,1772520171122,1,1772520171122001,2,1,S:8AM-8PM,11,,1115,169290,168559,,1,1,8,2,1,18JAN18:08:30,1,8835440901,8835250101,5,3,1,,54,1,2,,,12644.732637,2017113712wdS:8AM-8PM,,0,1772520171122001,8,1,0,55082,03/03/2025
SPOTTED SEATROUT,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171122,2017,5,24,3,37,55,26,5,3,1,1,3,0.00,10,4,1,1,0,0,0,,,1772520171122002,6,6,2,,,,,O,,wd,1772520171122,1,1772520171122002,2,1,S:8AM-8PM,11,ANNE ARUNDEL,1128,169290,169239,,1,1,8,1,8,18JAN18:08:30,1,8835440901,8835440102,5,3,1,,46,1,2,,,12644.732637,2017113712wdS:8AM-8PM,,0,1772520171122002,8,,,21403,03/03/2025
SPOTTED SEATROUT,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171122,2017,5,24,3,37,55,26,5,3,1,1,3,0.00,10,4,1,1,0,0,0,,,1772520171122003,6,6,2,,,,,O,,wd,1772520171122,1,1772520171122003,2,1,S:8AM-8PM,11,ANNE ARUNDEL,1129,169290,169239,,1,1,8,1,8,18JAN18:08:30,1,8835440901,8835440102,5,3,1,,41,1,2,,,12644.732637,2017113712wdS:8AM-8PM,,0,1772520171122003,8,,,21403,03/03/2025
,BLACK DRUM,2017113713wdS:8AM-8PM,2017637131772520171122,2017,5,24,47,37,55,26,5,3,1,1,1,0.00,4,4,1,0,0,0,0,,,1772520171122004,6,6,2,,,,,O,,wd,1772520171122,1,1772520171122004,,1,S:8AM-8PM,11,WORCESTER,1150,169288,,,1,1,8,2,8,18JAN18:08:30,1,8835440801,,5,3,1,,26,1,2,,,12644.732637,2017113712wdS:8AM-8PM,,0,1772520171122004,8,,,21811,03/03/2025
,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171122,2017,6,37,55,37,55,26,5,3,1,1,2,0.00,50,10,1,0,0,0,0,,,1772520171122005,6,6,2,,,,,Y,,wd,1772520171122,1,1772520171122005,,1,S:8AM-8PM,11,DARE,1312,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,1,,62,1,2,,,12644.732637,2017113712wdS:8AM-8PM,,0,1772520171122005,8,,,27920,03/03/2025
,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171122,2017,5,42,11,37,55,26,5,3,1,1,1,0.00,21,0,1,2,0,0,0,,,1772520171122006,6,6,2,,,,,O,,wd,1772520171122,1,1772520171122006,2,1,S:8AM-8PM,11,,1330,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,1,,57,1,2,,,12644.732637,2017113712wdS:8AM-8PM,,0,1772520171122006,8,,,19608,03/03/2025
RED DRUM,KINGFISH GENUS,2017113713wdS:8AM-8PM,2017637131772520171122,2017,5,51,139,37,55,26,5,3,1,1,1,2.00,6,6,1,0,1,0,0,,,1772520171122007,6,6,1,,,,,O,,wd,1772520171122,1,1772520171122007,2,1,S:8AM-8PM,11,,1342,169273,169290,,1,1,8,2,1,18JAN18:08:30,1,8835440600,8835440901,5,3,1,,46,1,2,,,12644.732637,2017113712wdS:8AM-8PM,,0,1772520171122007,8,1,0,22835,03/03/2025
,,2017113713wdS:8AM-8PM,2017637131772520171122,2017,6,37,71,37,55,579,5,3,1,1,3,0.00,10,4,1,2,0,0,0,,,1772520171122008,6,6,2,,,,,N,,wd,1772520171122,1,1772520171122008,2,1,S:8AM-8PM,11,,1437,,,,1,1,8,1,8,18JAN18:08:30,1,,,5,3,1,,42,1,2,,,20148.986017,2017113712wdS:8AM-8PM,,0,1772520171122008,8,,,28120,03/03/2025
RED DRUM,LEFTEYE FLOUNDER GENUS,2017113713wdS:8AM-8PM,2017637131772520171122,2017,5,51,127,37,55,579,5,3,1,1,3,0.00,7,7,1,0,0,0,0,,,1772520171122009,6,6,2,,,,,O,,wd,1772520171122,1,1772520171122009,,1,S:8AM-8PM,11,NEW KENT,1442,172734,169290,,1,1,8,1,8,18JAN18:08:30,1,8857030300,8835440901,5,3,1,,48,1,2,,,20148.986017,2017113712wdS:8AM-8PM,,0,1772520171122009,8,,,23141,03/03/2025
RED DRUM,LEFTEYE FLOUNDER GENUS,2017113713wdS:8AM-8PM,2017637131772520171122,2017,5,51,127,37,55,579,5,3,1,1,3,0.00,7,7,1,3,0,0,0,,,1772520171122010,6,6,2,,,,,O,,wd,1772520171122,1,1772520171122010,2,1,S:8AM-8PM,11,NEW KENT,1443,172734,169290,,1,1,8,1,8,18JAN18:08:30,1,8857030300,8835440901,5,3,2,,47,1,2,,,20148.986017,2017113712wdS:8AM-8PM,,0,1772520171122010,8,0,1,23141,03/03/2025
BLUEFISH,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171122,2017,6,37,55,37,55,579,5,3,1,1,3.5,0.00,120,15,1,0,0,0,0,,,1772520171122011,6,6,2,,,,,Y,,wd,1772520171122,1,1772520171122011,,1,S:8AM-8PM,11,DARE,1447,169290,168559,,1,1,8,1,8,18JAN18:08:30,1,8835440901,8835250101,5,3,1,,67,1,2,,,20148.986017,2017113712wdS:8AM-8PM,,0,1772520171122011,8,,,27915,03/03/2025
,,2017113713wdS:8AM-8PM,2017637131772520171122,2017,5,51,3,37,55,579,5,3,1,1,1.5,0.00,1,1,1,0,0,0,0,,,1772520171122012,6,6,2,,,,,O,,wd,1772520171122,1,1772520171122012,,1,S:8AM-8PM,11,,1452,,,,1,1,8,1,8,18JAN18:08:30,1,,,5,3,1,,38,1,2,,,20148.986017,2017113712wdS:8AM-8PM,,0,1772520171122012,8,,,22947,03/03/2025
,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171122,2017,6,37,57,37,55,579,5,3,1,1,5,0.00,14,0,1,0,0,0,0,,,1772520171122013,6,6,2,,,,,N,,wd,1772520171122,1,1772520171122013,,1,S:8AM-8PM,11,,1501,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,1,,49,1,2,,,20148.986017,2017113712wdS:8AM-8PM,,0,1772520171122013,8,,,71922,03/03/2025
,,2017113713wdS:8AM-8PM,2017637131772520171122,2017,6,37,81,37,55,579,5,3,1,1,6,0.00,6,6,1,2,0,0,0,,,1772520171122014,6,6,2,,,,,N,,wd,1772520171122,1,1772520171122014,2,1,S:8AM-8PM,11,,1506,,,,1,1,8,1,8,18JAN18:08:30,1,,,5,3,1,,49,1,2,,,20148.986017,2017113712wdS:8AM-8PM,,0,1772520171122014,8,,,27282,03/03/2025
,BLUEFISH,2017113713wdS:8AM-8PM,2017637131772520171122,2017,6,37,81,37,55,579,5,3,1,1,4,5.00,1,1,1,0,1,0,0,,,1772520171122015,6,6,1,,,,,N,,wd,1772520171122,1,1772520171122015,2,1,S:8AM-8PM,11,,1530,168559,,,1,1,8,1,1,18JAN18:08:30,1,8835250101,,5,3,1,,52,1,2,,,20148.986017,2017113712wdS:8AM-8PM,,0,1772520171122015,8,1,0,27263,03/03/2025
RED DRUM,NORTHERN PUFFER,2017113713wdS:8AM-8PM,2017637131772520171122,2017,5,42,49,37,55,579,5,3,1,1,5,0.00,30,21,1,1,0,0,0,,,1772520171122016,6,6,2,,,,,O,,wd,1772520171122,1,1772520171122016,2,1,S:8AM-8PM,11,,1537,173290,169290,,1,1,8,1,8,18JAN18:08:30,1,8861010201,8835440901,5,3,1,,55,1,2,,,20148.986017,2017113712wdS:8AM-8PM,,0,1772520171122016,8,0,1,16507,03/03/2025
RED DRUM,NORTHERN PUFFER,2017113713wdS:8AM-8PM,2017637131772520171122,2017,5,42,49,37,55,579,5,3,1,1,5,0.00,30,21,1,3,0,0,0,,,1772520171122017,6,6,2,,,,,O,,wd,1772520171122,1,1772520171122017,2,1,S:8AM-8PM,11,,1538,173290,169290,,1,1,8,1,8,18JAN18:08:30,1,8861010201,8835440901,5,3,2,,57,1,2,,,20148.986017,2017113712wdS:8AM-8PM,,0,1772520171122017,8,0,3,16507,03/03/2025
,,2017113713wdS:8AM-8PM,2017637131772520171122,2017,5,51,161,37,55,579,5,3,1,1,6,0.00,15,3,1,0,0,0,0,,,1772520171122018,6,6,2,,,,,O,,wd,1772520171122,1,1772520171122018,,1,S:8AM-8PM,11,,1548,,,,1,1,8,1,8,18JAN18:08:30,1,,,5,3,1,,67,1,2,,,20148.986017,2017113712wdS:8AM-8PM,,0,1772520171122018,8,,,24019,03/03/2025
,RED DRUM,2017113713wdS:8AM-8PM,2017637131772520171122,2017,6,37,97,37,55,579,5,3,1,1,4,1.00,30,0,1,2,0,0,0,,,1772520171122019,6,6,2,,,,,N,,wd,1772520171122,1,1772520171122019,2,1,S:8AM-8PM,11,,1601,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,1,,45,1,2,,,20148.986017,2017113712wdS:8AM-8PM,,0,1772520171122019,8,,,28677,03/03/2025
,RED DRUM,2017113713weS:8AM-8PM,2017637131772520171126,2017,6,45,91,37,55,265,5,3,1,1,3.5,0.00,2,2,1,1,0,0,0,,,1772520171126001,6,6,2,,,,,O,,we,1772520171126,1,1772520171126001,2,1,S:8AM-8PM,11,,1116,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,1,,53,1,2,,,1214.9119912,2017113712weS:8AM-8PM,,0,1772520171126001,8,,,29710,03/03/2025
,RED DRUM,2017113713weS:8AM-8PM,2017637131772520171126,2017,6,45,91,37,55,265,5,3,1,1,3.5,0.00,2,2,1,1,0,0,0,,,1772520171126002,6,6,2,,,,,O,,we,1772520171126,1,1772520171126002,2,1,S:8AM-8PM,11,,1117,169290,,,1,1,8,1,8,18JAN18:08:30,1,8835440901,,5,3,2,,51,1,2,,,1214.9119912,2017113712weS:8AM-8PM,,0,1772520171126002,8,,,29710,03/03/2025
RED DRUM,BLUEFISH,2017113713weS:8AM-8PM,2017637131772520171126,2017,5,51,133,37,55,265,5,3,1,1,6,0.00,100,30,1,2,0,0,0,,,1772520171126003,6,6,2,,,,,O,,we,1772520171126,1,1772520171126003,2,1,S:8AM-8PM,11,NORTHUMBERLAND,1542,168559,169290,,1,1,8,1,8,18JAN18:08:30,1,8835250101,8835440901,5,3,1,,62,1,2,,,1492.4939923,2017113712weS:8AM-8PM,,0,1772520171126003,8,,,22473,03/03/2025
,,2017113713weS:8AM-8PM,2017637131772520171126,2017,6,37,55,37,55,265,5,3,1,1,3,0.00,60,12,1,1,0,0,0,,,1772520171126004,6,6,2,,,,,Y,,we,1772520171126,1,1772520171126004,2,1,S:8AM-8PM,11,DARE,1642,,,,1,1,8,2,8,18JAN18:08:30,1,,,5,3,1,,57,1,2,,,1492.4939923,2017113712weS:8AM-8PM,,0,1772520171126004,8,,,77943,03/03/2025
