PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,LICENSE,DATE1,DIST,PRIM1,PRIM2,MODE2001,AREA_NC,MONITOR,COMPFLAG,AGE,ART_REEF,REEFCODE,SEX,TOURN,TURTLE,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,,200866378511we,110642008110855474,2008,5,51,700,37,55,474,7,5,1,2,7.5,,0,0,1,0,0,0,1,1,6,2,1106420081108030,6,6,3,1,0,11.5,O,1,1106420081108,5,11,we,1106420081108025,,,,NEWPORT NEWS CITY,1700,,,,1,1,8,2,8,,2,20090325,2,,,7,1,8,,50,1,,1,2,1,,,22.332539737,200866378511we,,0,1106420081108025,8,23602,03/03/2025
,TUNA GENUS,200866378512we,110642008120655501,2008,5,34,35,37,55,501,7,5,1,2,5,,0,0,1,1,0,0,0,0,6,1,1106420081206019,6,6,2,2,0,9,O,2,1106420081206,5,12,we,1106420081206019,,,,SOMERSET,1613,172418,,,1,1,8,1,8,,2,20090325,2,8850030400,,7,1,8,,43,1,,1,2,3,,,1.8687409094,200866378512we,,0,1106420081206019,8,08502,03/03/2025
,TUNA GENUS,200866378512we,110642008120655501,2008,5,34,3,37,55,501,7,5,1,2,5,,0,0,1,1,0,0,0,1,6,2,1106420081206020,6,6,2,2,0,9,O,2,1106420081206,5,12,we,1106420081206019,,,,BERGEN,1617,172418,,,1,1,8,1,8,,2,20090325,2,8850030400,,7,1,8,,41,1,,1,2,3,,,1.8687409094,200866378512we,,0,1106420081206020,8,07981,03/03/2025
,TUNA GENUS,200866378512we,110642008120655501,2008,5,51,73,37,55,501,7,5,1,2,5,,3,1,1,1,0,0,0,1,6,2,1106420081206021,6,6,2,2,0,9,O,2,1106420081206,5,12,we,1106420081206019,,,,GLOUCESTER,1621,172418,,,1,1,8,1,8,,2,20090325,2,8850030400,,7,1,8,,42,1,,1,2,3,,,1.8687409094,200866378512we,,0,1106420081206021,8,23060,03/03/2025
,TUNA GENUS,200866378512we,110642008120655501,2008,6,37,183,37,55,501,7,5,1,2,5,0,20,10,1,1,1,0,0,1,6,2,1106420081206022,6,6,2,2,0,9,N,2,1106420081206,5,12,we,1106420081206019,1,,,,1625,172418,,,1,1,8,1,8,,1,20090325,2,8850030400,,7,1,8,,40,1,,1,2,3,,,1.5301739399,200866378512we,,0,1106420081206022,8,27617,03/03/2025
,TUNA GENUS,200866378512we,110642008120655501,2008,5,34,35,37,55,501,7,5,1,2,5,,0,0,1,1,0,0,0,1,6,2,1106420081206023,6,6,2,2,0,9,O,2,1106420081206,5,12,we,1106420081206019,,,,SOMERSET,1629,172418,,,1,1,8,2,8,,2,20090325,2,8850030400,,7,1,8,,45,1,,1,2,3,,,1.8687409094,200866378512we,,0,1106420081206023,8,08502,03/03/2025
,TUNA GENUS,200866378512we,110642008120655501,2008,5,34,3,37,55,501,7,5,1,2,5,,0,0,1,1,0,0,0,1,6,2,1106420081206024,6,6,2,2,0,9,O,2,1106420081206,5,12,we,1106420081206019,,,,BERGEN,1633,172418,,,1,1,8,2,8,,2,20090325,2,8850030400,,7,1,8,,99,1,,1,2,3,,,1.8687409094,200866378512we,,0,1106420081206024,8,07981,03/03/2025
,TUNA GENUS,200866378512we,110642008120655501,2008,6,37,1,37,55,501,7,5,1,2,5.5,,4,1,1,1,0,0,0,0,6,1,1106420081206025,6,6,2,2,0,6.5,N,2,1106420081206,5,12,we,1106420081206025,,,,,1640,172418,,,1,1,8,1,8,,2,20090325,2,8850030400,,7,1,8,,42,1,,1,2,3,,,1.5301739399,200866378512we,,0,1106420081206025,8,27253,03/03/2025
,TUNA GENUS,200866378512we,110642008120655501,2008,0,27,145,37,55,501,7,5,1,2,5.5,0,0,0,1,1,1,0,0,1,6,2,1106420081206026,6,6,2,2,0,6.5,O,2,1106420081206,5,12,we,1106420081206025,1,,,,1644,172418,,,1,1,8,1,8,,2,20090325,2,8850030400,,7,1,8,,36,1,,1,2,3,,,1.8687409094,200866378512we,,0,1106420081206026,8,56301,03/03/2025
,TUNA GENUS,200866378512we,110642008120655501,2008,6,37,135,37,55,501,7,5,1,2,5.5,,0,0,1,1,0,0,0,1,6,2,1106420081206027,6,6,2,2,0,6.5,N,2,1106420081206,5,12,we,1106420081206025,,,,,1648,172418,,,1,1,8,1,8,,2,20090325,2,8850030400,,7,1,8,,42,1,,1,2,3,,,1.5301739399,200866378512we,,0,1106420081206027,8,37340,03/03/2025
,TUNA GENUS,200866378512we,110642008120655501,2008,0,27,9,37,55,501,7,5,1,2,5.5,0,0,0,1,1,1,1,0,1,6,2,1106420081206028,6,6,1,2,0,6.5,O,2,1106420081206,5,12,we,1106420081206025,1,,,,1652,172418,,,1,1,8,1,1,,2,20090325,2,8850030400,,7,1,8,,29,1,,1,2,3,,,1.8687409094,200866378512we,,0,1106420081206028,8,56329,03/03/2025
,TUNA GENUS,200866378512we,110642008120655501,2008,6,37,135,37,55,501,7,5,1,2,5.5,,0,0,1,1,0,0,0,1,6,2,1106420081206029,6,6,2,2,0,6.5,N,2,1106420081206,5,12,we,1106420081206025,,,,,1656,172418,,,1,1,8,2,8,,2,20090325,2,8850030400,,7,1,8,,49,1,,1,2,3,,,1.5301739399,200866378512we,,0,1106420081206029,8,37340,03/03/2025
,TUNA GENUS,200866378512we,110642008120655501,2008,0,27,145,37,55,501,7,5,1,2,5.5,0,0,0,1,1,1,0,0,1,6,2,1106420081206030,6,6,2,2,0,6.5,O,2,1106420081206,5,12,we,1106420081206025,1,,,,1700,172418,,,1,1,8,2,8,,2,20090325,2,8850030400,,7,1,8,,53,1,,1,2,3,,,1.8687409094,200866378512we,,0,1106420081206030,8,56301,03/03/2025
,,200866378512wd,110642008123055474,2008,5,42,17,37,55,474,7,5,1,2,2.5,0,0,0,1,1,1,0,0,0,4,1,1106420081230001,6,6,2,1,0,6.5,O,1,1106420081230,5,12,wd,1106420081230001,1,,,,1156,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,36,1,,1,2,3,,,90.461724302,200866378512wd,,0,1106420081230001,8,18944,03/03/2025
,,200866378512wd,110642008123055474,2008,5,42,17,37,55,474,7,5,1,2,2.5,0,0,0,1,1,2,0,0,1,4,2,1106420081230002,6,6,2,1,0,6.5,O,1,1106420081230,5,12,wd,1106420081230001,1,,,,1200,,,,1,1,8,2,8,,2,20090325,2,,,7,1,8,,8,1,,1,2,3,,,90.461724302,200866378512wd,,0,1106420081230002,8,18944,03/03/2025
,,200866378512wd,110642008123055474,2008,5,42,17,37,55,474,7,5,1,2,2.5,0,0,0,1,1,1,0,0,1,4,2,1106420081230003,6,6,2,1,0,6.5,O,1,1106420081230,5,12,wd,1106420081230001,1,,,,1204,,,,1,1,8,2,8,,2,20090325,2,,,7,1,8,,5,1,,2,2,3,,,90.461724302,200866378512wd,,0,1106420081230003,8,18949,03/03/2025
,,200866378512wd,110642008123055474,2008,5,42,17,37,55,474,7,5,1,2,2.5,0,0,0,1,1,2,0,0,1,4,2,1106420081230004,6,6,2,1,0,6.5,O,1,1106420081230,5,12,wd,1106420081230001,1,,,,1208,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,67,1,,1,2,3,,,90.461724302,200866378512wd,,0,1106420081230004,8,18949,03/03/2025
,,200866378511we,110692008110155501,2008,5,51,73,37,55,501,7,5,1,2,5,,0,0,1,1,0,0,0,0,4,1,1106920081101001,6,6,2,1,0,9,O,1,1106920081101,5,11,we,1106920081101001,,,,GLOUCESTER,1435,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,70,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101001,8,23184,03/03/2025
,,200866378511we,110692008110155501,2008,5,51,73,37,55,501,7,5,1,2,5,,0,0,1,1,0,0,0,1,4,2,1106920081101002,6,6,2,1,0,9,O,1,1106920081101,5,11,we,1106920081101001,,,,GLOUCESTER,1443,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,45,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101002,8,23184,03/03/2025
,,200866378511we,110692008110155501,2008,6,37,55,37,55,501,7,5,1,2,5,,50,15,1,1,0,0,0,1,4,2,1106920081101003,6,6,2,1,0,9,Y,1,1106920081101,5,11,we,1106920081101001,,,,DARE,1448,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,38,1,,1,2,3,,,23.799309748,200866378511we,,0,1106920081101003,8,22959,03/03/2025
,,200866378511we,110692008110155501,2008,5,51,73,37,55,501,7,5,1,2,5,,0,0,1,1,0,0,0,1,4,2,1106920081101004,6,6,2,1,0,9,O,1,1106920081101,5,11,we,1106920081101001,,,,GLOUCESTER,1453,,,,1,1,8,2,8,,2,20090325,2,,,7,1,8,,99,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101004,8,23184,03/03/2025
,,200866378511we,110692008110155501,2008,4,9,5,37,55,501,7,5,1,2,5,0,2,1,1,6,0,9,0,0,6,1,1106920081101005,6,6,1,1,0,9,O,1,1106920081101,5,11,we,1106920081101005,1,9,0,LITCHFIELD,1507,,,,1,1,2,1,2,,2,20090325,2,,,7,1,8,,56,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101005,8,06790,03/03/2025
,,200866378511we,110692008110155501,2008,4,9,5,37,55,501,7,5,1,2,5,,2,1,1,0,0,0,1,1,6,2,1106920081101006,6,6,3,1,0,9,O,1,1106920081101,5,11,we,1106920081101005,,,,LITCHFIELD,1515,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,40,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101005,8,06756,03/03/2025
,,200866378511we,110692008110155501,2008,4,9,7,37,55,501,7,5,1,2,5,,3,1,1,0,0,0,1,1,6,2,1106920081101007,6,6,3,1,0,9,O,1,1106920081101,5,11,we,1106920081101005,,,,MIDDLESEX,1520,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,46,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101005,8,06459,03/03/2025
,,200866378511we,110692008110155501,2008,4,9,5,37,55,501,7,5,1,2,5,,3,1,1,0,0,0,1,1,6,2,1106920081101008,6,6,3,1,0,9,O,1,1106920081101,5,11,we,1106920081101005,,,,LITCHFIELD,1525,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,51,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101005,8,06416,03/03/2025
,,200866378511we,110692008110155501,2008,4,9,5,37,55,501,7,5,1,2,5,,0,0,1,0,0,0,1,1,6,2,1106920081101009,6,6,3,1,0,9,O,1,1106920081101,5,11,we,1106920081101005,,,,LITCHFIELD,1530,,,,1,1,8,2,8,,2,20090325,2,,,7,1,8,,53,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101005,8,06790,03/03/2025
,,200866378511we,110692008110155501,2008,4,9,5,37,55,501,7,5,1,2,5,,0,0,1,0,0,0,1,1,6,2,1106920081101010,6,6,3,1,0,9,O,1,1106920081101,5,11,we,1106920081101005,,,,LITCHFIELD,1535,,,,1,1,8,2,8,,2,20090325,2,,,7,1,8,,53,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101005,8,06799,03/03/2025
,,200866378511we,110692008110155501,2008,6,37,41,37,55,501,7,5,1,2,5,0,8,3,1,6,0,13,0,0,6,1,1106920081101011,6,6,1,2,0,9,Y,2,1106920081101,5,11,we,1106920081101011,1,10,0,CHOWAN,1548,,,,1,1,2,1,2,,2,20090325,2,,,7,1,8,,53,1,,1,2,3,,,1.5065644954,200866378511we,,0,1106920081101011,8,27932,03/03/2025
,,200866378511we,110692008110155501,2008,6,37,15,37,55,501,7,5,1,2,5,,1,1,1,0,0,0,1,1,6,2,1106920081101012,6,6,3,2,0,9,Y,2,1106920081101,5,11,we,1106920081101011,,,,BERTIE,1556,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,26,1,,2,2,3,,,1.5065644954,200866378511we,,0,1106920081101011,8,27983,03/03/2025
,,200866378511we,110692008110155501,2008,6,37,143,37,55,501,7,5,1,2,5,,10,2,1,0,0,0,1,1,6,2,1106920081101013,6,6,3,2,0,9,Y,2,1106920081101,5,11,we,1106920081101011,,,,PERQUIMANS,1600,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,41,1,,2,2,3,,,1.5065644954,200866378511we,,0,1106920081101011,8,27944,03/03/2025
,,200866378511we,110692008110155501,2008,6,37,177,37,55,501,7,5,1,2,5,,5,1,1,0,0,0,1,1,6,2,1106920081101014,6,6,3,2,0,9,Y,2,1106920081101,5,11,we,1106920081101011,,,,TYRRELL,1604,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,35,1,,1,2,3,,,1.5065644954,200866378511we,,0,1106920081101011,8,27925,03/03/2025
,,200866378511we,110692008110155501,2008,6,37,41,37,55,501,7,5,1,2,5,,3,3,1,0,0,0,1,1,6,2,1106920081101015,6,6,3,2,0,9,Y,2,1106920081101,5,11,we,1106920081101011,,,,CHOWAN,1608,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,25,1,,2,2,3,,,1.5065644954,200866378511we,,0,1106920081101011,8,27980,03/03/2025
,,200866378511we,110692008110155501,2008,0,27,7,37,55,501,7,5,1,2,5,,1,1,1,0,0,0,1,1,6,2,1106920081101016,6,6,3,2,0,9,O,2,1106920081101,5,11,we,1106920081101011,,,,,1612,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,99,1,,1,2,3,,,1.5445788285,200866378511we,,0,1106920081101011,8,56531,03/03/2025
,,200866378511we,110692008110155501,2008,5,51,59,37,55,501,7,5,1,2,5,0,0,0,1,6,0,16,0,0,6,1,1106920081101017,6,6,1,1,0,9,O,1,1106920081101,5,11,we,1106920081101017,1,25,0,,1635,,,,1,1,2,1,2,,2,20090325,2,,,7,1,8,,43,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101017,8,22032,03/03/2025
,,200866378511we,110692008110155501,2008,5,51,59,37,55,501,7,5,1,2,5,,0,0,1,0,0,0,1,1,6,2,1106920081101018,6,6,3,1,0,9,O,1,1106920081101,5,11,we,1106920081101017,,,,,1643,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,40,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101017,8,20170,03/03/2025
,,200866378511we,110692008110155501,2008,7,12,103,37,55,501,7,5,1,2,5,,1,1,1,0,0,0,1,1,6,2,1106920081101019,6,6,3,1,0,9,O,1,1106920081101,5,11,we,1106920081101017,,,,PINELLAS,1648,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,29,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101017,8,33544,03/03/2025
,,200866378511we,110692008110155501,2008,5,24,5,37,55,501,7,5,1,2,5,,4,4,1,0,0,0,1,1,6,2,1106920081101020,6,6,3,1,0,9,O,1,1106920081101,5,11,we,1106920081101017,,,,BALTIMORE,1652,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,28,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101017,8,20125,03/03/2025
,,200866378511we,110692008110155501,2008,5,51,59,37,55,501,7,5,1,2,5,,0,0,1,0,0,0,1,1,6,2,1106920081101021,6,6,3,1,0,9,O,1,1106920081101,5,11,we,1106920081101017,,,,,1656,,,,1,1,8,2,8,,2,20090325,2,,,7,1,8,,46,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101017,8,22015,03/03/2025
,,200866378511we,110692008110155501,2008,5,51,59,37,55,501,7,5,1,2,5,,0,0,1,0,0,0,1,1,6,2,1106920081101022,6,6,3,1,0,9,O,1,1106920081101,5,11,we,1106920081101017,,,,,1700,,,,1,1,8,2,8,,2,20090325,2,,,7,1,8,,43,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101017,8,22025,03/03/2025
,,200866378511we,110692008110155501,2008,6,37,67,37,55,501,7,5,1,2,5,0,0,0,1,6,0,6,0,0,6,1,1106920081101023,6,6,1,1,0,9,N,1,1106920081101,5,11,we,1106920081101023,1,6,0,,1717,,,,1,1,2,1,2,,2,20090325,2,,,7,1,8,,7,1,,1,2,3,,,19.979214932,200866378511we,,0,1106920081101023,8,27916,03/03/2025
,,200866378511we,110692008110155501,2008,5,51,810,37,55,501,7,5,1,2,5,,3,1,1,0,0,0,1,1,6,2,1106920081101024,6,6,3,1,0,9,O,1,1106920081101,5,11,we,1106920081101023,,,,VIRGINIA BEACH CITY,1725,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,45,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101023,8,23455,03/03/2025
,,200866378511we,110692008110155501,2008,5,51,810,37,55,501,7,5,1,2,5,,0,0,1,0,0,0,1,1,6,2,1106920081101025,6,6,3,1,0,9,O,1,1106920081101,5,11,we,1106920081101023,,,,VIRGINIA BEACH CITY,1730,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,61,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101023,8,23451,03/03/2025
,,200866378511we,110692008110155501,2008,6,37,119,37,55,501,7,5,1,2,5,,1,1,1,0,0,0,1,1,6,2,1106920081101026,6,6,3,1,0,9,N,1,1106920081101,5,11,we,1106920081101023,,,,,1735,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,38,1,,1,2,3,,,19.979214932,200866378511we,,0,1106920081101023,8,28374,03/03/2025
,,200866378511we,110692008110155501,2008,6,37,119,37,55,501,7,5,1,2,5,,1,1,1,0,0,0,1,1,6,2,1106920081101027,6,6,3,1,0,9,N,1,1106920081101,5,11,we,1106920081101023,,,,,1740,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,7,1,,1,2,3,,,19.979214932,200866378511we,,0,1106920081101023,8,28347,03/03/2025
,,200866378511we,110692008110155501,2008,5,51,810,37,55,501,7,5,1,2,5,,0,0,1,0,0,0,1,1,6,2,1106920081101028,6,6,3,1,0,9,O,1,1106920081101,5,11,we,1106920081101023,,,,VIRGINIA BEACH CITY,1745,,,,1,1,8,2,8,,2,20090325,2,,,7,1,8,,9,1,,1,2,3,,,24.399824953,200866378511we,,0,1106920081101023,8,23451,03/03/2025
,TUNA GENUS,200866378511wd,110692008111055150,2008,5,51,145,37,55,150,7,5,1,2,4,0,3,1,1,5,0,15,0,0,5,1,1106920081110001,6,6,1,1,0,8,O,1,1106920081110,5,11,wd,1106920081110001,1,25,0,,1529,172418,,,1,1,2,1,2,,2,20090325,2,8850030400,,7,1,8,,46,1,,1,2,3,,,16.145584307,200866378511wd,,0,1106920081110001,8,23139,03/03/2025
,TUNA GENUS,200866378511wd,110692008111055150,2008,5,51,145,37,55,150,7,5,1,2,4,,3,1,1,0,0,0,1,1,5,2,1106920081110002,6,6,3,1,0,8,O,1,1106920081110,5,11,wd,1106920081110001,,,,,1537,172418,,,1,1,8,1,8,,2,20090325,2,8850030400,,7,1,8,,19,1,,1,2,3,,,16.145584307,200866378511wd,,0,1106920081110001,8,23139,03/03/2025
,TUNA GENUS,200866378511wd,110692008111055150,2008,6,37,55,37,55,150,7,5,1,2,4,,150,20,1,0,0,0,1,1,5,2,1106920081110003,6,6,3,1,0,8,Y,1,1106920081110,5,11,wd,1106920081110001,,,,DARE,1542,172418,,,1,1,8,1,8,,2,20090325,2,8850030400,,7,1,8,,36,1,,1,2,3,,,15.748217978,200866378511wd,,0,1106920081110001,8,27939,03/03/2025
,TUNA GENUS,200866378511wd,110692008111055150,2008,5,51,145,37,55,150,7,5,1,2,4,,1,1,1,0,0,0,1,1,5,2,1106920081110004,6,6,3,1,0,8,O,1,1106920081110,5,11,wd,1106920081110001,,,,,1547,172418,,,1,1,8,1,8,,2,20090325,2,8850030400,,7,1,8,,46,1,,1,2,3,,,16.145584307,200866378511wd,,0,1106920081110001,8,23139,03/03/2025
,TUNA GENUS,200866378511wd,110692008111055150,2008,4,25,9,37,55,150,7,5,1,2,4,,1,1,1,0,0,0,1,1,5,2,1106920081110005,6,6,3,1,0,8,O,1,1106920081110,5,11,wd,1106920081110001,,,,ESSEX,1551,172418,,,1,1,8,1,8,,2,20090325,2,8850030400,,7,1,8,,51,1,,1,2,3,,,16.145584307,200866378511wd,,0,1106920081110001,8,01904,03/03/2025
,,200866378511wd,110692008111055150,2008,5,51,740,37,55,150,7,5,1,2,5,0,1,1,1,6,0,10,0,0,6,1,1106920081110006,6,6,1,2,0,9,O,2,1106920081110,5,11,wd,1106920081110006,1,8,0,PORTSMOUTH CITY,1616,,,,1,1,2,1,2,,2,20090325,2,,,7,1,8,,62,1,,1,2,3,,,1.022061746,200866378511wd,,0,1106920081110006,8,23701,03/03/2025
,,200866378511wd,110692008111055150,2008,5,51,179,37,55,150,7,5,1,2,5,,1,1,1,0,0,0,1,1,6,2,1106920081110007,6,6,3,2,0,9,O,2,1106920081110,5,11,wd,1106920081110006,,,,STAFFORD,1624,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,40,1,,1,2,3,,,1.022061746,200866378511wd,,0,1106920081110006,8,23435,03/03/2025
,,200866378511wd,110692008111055150,2008,5,51,570,37,55,150,7,5,1,2,5,,14,1,1,0,0,0,1,1,6,2,1106920081110008,6,6,3,2,0,9,O,2,1106920081110,5,11,wd,1106920081110006,,,,COLONIAL HEIGHTS CITY,1629,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,28,1,,1,2,3,,,1.022061746,200866378511wd,,0,1106920081110006,8,23966,03/03/2025
,,200866378511wd,110692008111055150,2008,5,51,155,37,55,150,7,5,1,2,5,,1,1,1,0,0,0,1,1,6,2,1106920081110009,6,6,3,2,0,9,O,2,1106920081110,5,11,wd,1106920081110006,,,,,1634,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,59,1,,1,2,3,,,1.022061746,200866378511wd,,0,1106920081110006,8,23901,03/03/2025
,,200866378511wd,110692008111055150,2008,5,51,550,37,55,150,7,5,1,2,5,,3,0,1,0,0,0,1,1,6,2,1106920081110010,6,6,3,2,0,9,O,2,1106920081110,5,11,wd,1106920081110006,,,,CHESAPEAKE CITY,1638,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,42,1,,1,2,3,,,1.022061746,200866378511wd,,0,1106920081110006,8,23322,03/03/2025
,,200866378511wd,110692008111055150,2008,5,51,550,37,55,150,7,5,1,2,5,,3,0,1,0,0,0,1,1,6,2,1106920081110011,6,6,3,2,0,9,O,2,1106920081110,5,11,wd,1106920081110006,,,,CHESAPEAKE CITY,1642,,,,1,1,8,2,8,,2,20090325,2,,,7,1,8,,46,1,,1,2,3,,,1.022061746,200866378511wd,,0,1106920081110006,8,23322,03/03/2025
,,200866378511wd,110692008111055150,2008,0,39,143,37,55,150,7,5,1,2,5,,2,2,1,1,0,0,0,0,6,1,1106920081110012,6,6,2,1,0,9,O,1,1106920081110,5,11,wd,1106920081110012,,,,,1650,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,47,1,,1,2,3,,,16.145584307,200866378511wd,,0,1106920081110012,8,43420,03/03/2025
,,200866378511wd,110692008111055150,2008,0,26,111,37,55,150,7,5,1,2,5,,3,2,1,1,0,0,0,1,6,2,1106920081110013,6,6,2,1,0,9,O,1,1106920081110,5,11,wd,1106920081110012,,,,,1658,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,34,1,,1,2,3,,,16.145584307,200866378511wd,,0,1106920081110013,8,48642,03/03/2025
,,200866378511wd,110692008111055150,2008,0,39,143,37,55,150,7,5,1,2,5,,2,2,1,1,0,0,0,1,6,2,1106920081110014,6,6,2,1,0,9,O,1,1106920081110,5,11,wd,1106920081110012,,,,,1702,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,48,1,,1,2,3,,,16.145584307,200866378511wd,,0,1106920081110014,8,43420,03/03/2025
,,200866378511wd,110692008111055150,2008,0,39,143,37,55,150,7,5,1,2,5,,0,0,1,1,0,0,0,1,6,2,1106920081110015,6,6,2,1,0,9,O,1,1106920081110,5,11,wd,1106920081110012,,,,,1706,,,,1,1,8,2,8,,2,20090325,2,,,7,1,8,,48,1,,1,2,3,,,16.145584307,200866378511wd,,0,1106920081110015,8,43420,03/03/2025
,,200866378511wd,110692008111055150,2008,0,39,143,37,55,150,7,5,1,2,5,,1,1,1,1,0,0,0,1,6,2,1106920081110016,6,6,2,1,0,9,O,1,1106920081110,5,11,wd,1106920081110012,,,,,1710,,,,1,1,8,2,8,,2,20090325,2,,,7,1,8,,56,1,,1,2,3,,,16.145584307,200866378511wd,,0,1106920081110016,8,43420,03/03/2025
,,200866378511wd,110692008111055150,2008,0,39,143,37,55,150,7,5,1,2,5,,3,2,1,1,0,0,0,1,6,2,1106920081110017,6,6,2,1,0,9,O,1,1106920081110,5,11,wd,1106920081110012,,,,,1711,,,,1,1,8,2,8,,2,20090325,2,,,7,1,8,,48,1,,1,2,3,,,16.145584307,200866378511wd,,0,1106920081110017,8,43420,03/03/2025
,,200866378511wd,110692008111055150,2008,6,37,153,37,55,150,7,5,1,2,5,0,2,2,1,5,0,10,0,0,5,1,1106920081110018,6,6,1,1,0,9,N,1,1106920081110,5,11,wd,1106920081110018,1,10,0,,1727,,,,1,1,2,1,2,,2,20090325,2,,,7,1,8,,65,1,,1,2,3,,,13.220426773,200866378511wd,,0,1106920081110018,8,28379,03/03/2025
,,200866378511wd,110692008111055150,2008,6,37,153,37,55,150,7,5,1,2,5,,2,2,1,0,0,0,1,1,5,2,1106920081110019,6,6,3,1,0,9,N,1,1106920081110,5,11,wd,1106920081110018,,,,,1735,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,33,1,,1,2,3,,,13.220426773,200866378511wd,,0,1106920081110018,8,28379,03/03/2025
,,200866378511wd,110692008111055150,2008,6,37,153,37,55,150,7,5,1,2,5,,2,2,1,0,0,0,1,1,5,2,1106920081110020,6,6,3,1,0,9,N,1,1106920081110,5,11,wd,1106920081110018,,,,,1440,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,29,1,,2,2,3,,,13.220426773,200866378511wd,,0,1106920081110018,8,28379,03/03/2025
,,200866378511wd,110692008111055150,2008,6,37,153,37,55,150,7,5,1,2,5,,2,2,1,0,0,0,1,1,5,2,1106920081110021,6,6,3,1,0,9,N,1,1106920081110,5,11,wd,1106920081110018,,,,,1744,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,34,1,,1,2,3,,,13.220426773,200866378511wd,,0,1106920081110018,8,28379,03/03/2025
,,200866378511wd,110692008111055150,2008,6,37,153,37,55,150,7,5,1,2,5,,2,2,1,0,0,0,1,1,5,2,1106920081110022,6,6,3,1,0,9,N,1,1106920081110,5,11,wd,1106920081110018,,,,,1749,,,,1,1,8,1,8,,2,20090325,2,,,7,1,8,,40,1,,1,2,3,,,13.220426773,200866378511wd,,0,1106920081110018,8,28379,03/03/2025
