PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,TELEFON,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TSN1,TSN2,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,HRS_DTD,DATE1,DIST,PRIM1,PRIM2,MODE2001,MONITOR,COMPFLAG,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,,201317123501we,1553420130119871247,2013,0,39,93,12,87,1247,7,5,1,3,2,0,0,0,1,3,1,0,1,6,2,1553420130119012,7,1,1,1,,,,O,1,1553420130119,,01,we,1553420130119010,1,,,,,,1702,1,1,1,1,2,2,,,20FEB201311:19,3,,,,,,,,44.5158929,201317123501we,,0,1553420130119012,3,44012,03/03/2025
,,201317123501we,1553420130119871247,2013,0,39,93,12,87,1247,7,5,1,3,2,0,0,0,0,3,0,1,1,6,2,1553420130119013,7,1,3,1,,,,O,1,1553420130119,,01,we,1553420130119010,1,,,,,,1703,1,1,1,8,2,8,,,20FEB201311:19,3,,,,,,,,44.5158929,201317123501we,,0,1553420130119010,3,44012,03/03/2025
,,201317123501we,1553420130119871247,2013,0,39,35,12,87,1247,7,5,1,3,2,0,0,0,0,2,0,1,1,6,2,1553420130119014,7,1,3,1,,,,O,1,1553420130119,,01,we,1553420130119010,1,,,,,,1704,1,1,1,8,2,8,,,20FEB201311:19,3,,,,,,,,44.5158929,201317123501we,,0,1553420130119010,3,44129,03/03/2025
,,201317123501we,1553420130119871247,2013,0,39,93,12,87,1247,7,5,1,3,2,0,0,0,0,2,0,1,1,6,2,1553420130119015,7,1,3,1,,,,O,1,1553420130119,,01,we,1553420130119010,1,,,,,,1705,1,1,1,8,2,8,,,20FEB201311:19,3,,,,,,,,44.5158929,201317123501we,,0,1553420130119010,3,44012,03/03/2025
,,201317123501we,155342013012687543,2013,0,18,97,12,87,543,7,5,1,3,2.5,0,0,0,3,4,2,0,0,3,1,1553420130126001,7,1,1,2,,,,O,2,1553420130126,,01,we,1553420130126001,1,,,,,,1218,3,1,1,2,1,2,,,20FEB201311:19,3,,,,,,,,43.384840961,201317123501we,,0,1553420130126001,3,46208,03/03/2025
,,201317123501we,155342013012687543,2013,0,18,97,12,87,543,7,5,1,3,2.5,0,0,0,0,5,0,1,1,3,2,1553420130126002,7,1,3,2,,,,O,2,1553420130126,,01,we,1553420130126001,1,,,,,,1219,3,1,1,8,2,8,,,20FEB201311:19,3,,,,,,,,43.384840961,201317123501we,,0,1553420130126001,3,46208,03/03/2025
,,201317123501we,155342013012687543,2013,0,18,97,12,87,543,7,5,1,3,2.5,0,0,0,0,5,0,1,1,3,2,1553420130126003,7,1,3,2,,,,O,2,1553420130126,,01,we,1553420130126001,1,,,,,,1220,3,1,1,8,2,8,,,20FEB201311:19,3,,,,,,,,43.384840961,201317123501we,,0,1553420130126001,3,46208,03/03/2025
,GRAY SNAPPER,201317123501we,155342013012687543,2013,0,18,97,12,87,543,7,5,1,3,3,0,1,1,3,4,1,0,0,3,1,1553420130126004,7,1,1,1,,,,O,1,1553420130126,,01,we,1553420130126004,1,,,,168848,,1223,3,1,1,2,2,2,,,20FEB201311:19,3,8835360102,,,,,,,41.268144391,201317123501we,,0,1553420130126004,3,46204,03/03/2025
,GRAY SNAPPER,201317123501we,155342013012687543,2013,7,12,71,12,87,543,7,5,1,3,3,0,0,0,0,4,0,1,1,3,2,1553420130126005,7,1,3,1,,,,Y,1,1553420130126,,01,we,1553420130126004,1,,,LEE,168848,,1224,3,1,1,8,2,8,,,20FEB201311:19,3,8835360102,,,,,,,47.709739781,201317123501we,,0,1553420130126004,3,33916,03/03/2025
,GRAY SNAPPER,201317123501we,155342013012687543,2013,0,17,31,12,87,543,7,5,1,3,3,0,0,0,0,4,0,1,1,3,2,1553420130126006,7,1,3,1,,,,O,1,1553420130126,,01,we,1553420130126004,1,,,,168848,,1225,3,1,1,8,2,8,,,20FEB201311:19,3,8835360102,,,,,,,41.268144391,201317123501we,,0,1553420130126004,3,60614,03/03/2025
,,201317123501we,155342013012687543,2013,6,12,99,12,87,543,7,5,1,3,4,0,1,1,2,5,1,0,0,2,1,1553420130126007,7,1,1,1,,,,O,1,1553420130126,,01,we,1553420130126007,1,,,PALM BEACH,,,1240,3,1,1,2,1,2,,,20FEB201311:19,3,,,,,,,,41.268144391,201317123501we,,0,1553420130126007,3,33414,03/03/2025
,,201317123501we,155342013012687543,2013,6,12,99,12,87,543,7,5,1,3,4,0,0,0,0,5,0,1,1,2,2,1553420130126008,7,1,3,1,,,,O,1,1553420130126,,01,we,1553420130126007,1,,,PALM BEACH,,,1241,3,1,1,8,2,8,,,20FEB201311:19,3,,,,,,,,41.268144391,201317123501we,,0,1553420130126007,3,33414,03/03/2025
GRAY SNAPPER,SPOTTED SEATROUT,201317123501we,155342013012687543,2013,0,55,101,12,87,543,7,5,1,3,5,0,1,1,2,6,18,0,0,2,1,1553420130126012,7,1,1,1,,,,O,1,1553420130126,,01,we,1553420130126012,1,,,,169239,168848,1541,3,1,1,2,2,2,,,20FEB201311:19,3,8835440102,8835360102,,,,,,41.268144391,201317123501we,,0,1553420130126012,3,53177,03/03/2025
GRAY SNAPPER,SPOTTED SEATROUT,201317123501we,155342013012687543,2013,0,17,97,12,87,543,7,5,1,3,5,0,1,1,0,5,0,1,1,2,2,1553420130126013,7,1,3,1,,,,O,1,1553420130126,,01,we,1553420130126012,1,,,,169239,168848,1542,3,1,1,8,2,8,,,20FEB201311:19,3,8835440102,8835360102,,,,,,41.268144391,201317123501we,,0,1553420130126012,3,60030,03/03/2025
,,201317123501we,155342013012687543,2013,0,39,17,12,87,543,7,5,1,3,6,0,3,3,2,2,2,0,0,2,1,1553420130126014,7,1,1,1,,,,O,1,1553420130126,,01,we,1553420130126014,1,,,,,,1550,1,1,1,2,1,2,,,20FEB201311:19,3,,,,,,,,41.268144391,201317123501we,,0,1553420130126014,3,45069,03/03/2025
,,201317123501we,155342013012687543,2013,0,39,61,12,87,543,7,5,1,3,6,0,3,3,0,3,0,1,1,2,2,1553420130126015,7,1,3,1,,,,O,1,1553420130126,,01,we,1553420130126014,1,,,,,,1551,1,1,1,8,2,8,,,20FEB201311:19,3,,,,,,,,41.268144391,201317123501we,,0,1553420130126014,3,45002,03/03/2025
,REQUIEM SHARK GENUS,201317123501we,155342013012787525,2013,5,34,23,12,87,525,7,5,1,3,2.5,0,1,1,1,5,0,0,0,4,1,1553420130127001,7,1,2,2,,,,O,2,1553420130127,,01,we,1553420130127001,1,,,MIDDLESEX,160267,,1248,3,1,1,8,2,8,,,20FEB201311:19,3,8708020500,,,,,,,47.451069097,201317123501we,,0,1553420130127001,3,08816,03/03/2025
,REQUIEM SHARK GENUS,201317123501we,155342013012787525,2013,5,34,23,12,87,525,7,5,1,3,2.5,0,1,1,1,5,0,0,1,4,2,1553420130127002,7,1,2,2,,,,O,2,1553420130127,,01,we,1553420130127001,1,,,MIDDLESEX,160267,,1249,3,1,1,8,2,8,,,20FEB201311:19,3,8708020500,,,,,,,47.451069097,201317123501we,,0,1553420130127002,3,08816,03/03/2025
,REQUIEM SHARK GENUS,201317123501we,155342013012787525,2013,5,34,23,12,87,525,7,5,1,3,2.5,0,1,1,1,5,0,0,1,4,2,1553420130127003,7,1,2,2,,,,O,2,1553420130127,,01,we,1553420130127001,1,,,MIDDLESEX,160267,,1250,3,1,1,8,2,8,,,20FEB201311:19,3,8708020500,,,,,,,47.451069097,201317123501we,,0,1553420130127003,3,08816,03/03/2025
,REQUIEM SHARK GENUS,201317123501we,155342013012787525,2013,5,34,23,12,87,525,7,5,1,3,2.5,0,1,1,1,5,0,0,1,4,2,1553420130127004,7,1,2,2,,,,O,2,1553420130127,,01,we,1553420130127001,1,,,MIDDLESEX,160267,,1251,3,1,1,8,1,8,,,20FEB201311:19,3,8708020500,,,,,,,47.451069097,201317123501we,,0,1553420130127004,3,08831,03/03/2025
,,201317123502we,155342013020287525,2013,6,12,99,12,87,525,7,5,1,3,2.5,0,2,0,2,5,2,0,0,2,1,1553420130202005,7,1,1,1,,,,O,1,1553420130202,,02,we,1553420130202005,1,,,PALM BEACH,,,1258,3,1,1,2,2,2,,,22MAR201307:43,3,,,,,,,,50.188041137,201317123502we,,0,1553420130202005,3,33415,03/03/2025
,,201317123502we,155342013020287525,2013,6,12,99,12,87,525,7,5,1,3,2.5,0,6,2,0,5,0,1,1,2,2,1553420130202006,7,1,3,1,,,,O,1,1553420130202,,02,we,1553420130202005,1,,,PALM BEACH,,,1259,3,1,1,8,1,8,,,22MAR201307:43,3,,,,,,,,50.188041137,201317123502we,,0,1553420130202005,3,33415,03/03/2025
REQUIEM SHARK GENUS,COBIA,201317123502we,155342013020387788,2013,5,34,3,12,87,788,7,5,1,3,6,0,2,2,3,7,3,0,0,3,1,1553420130203006,7,1,1,1,,,,O,1,1553420130203,,02,we,1553420130203006,1,,,BERGEN,168566,160267,1655,3,1,1,2,1,2,,,22MAR201307:43,3,8835260101,8708020500,,,,,,49.524594538,201317123502we,,0,1553420130203006,3,07624,03/03/2025
REQUIEM SHARK GENUS,COBIA,201317123502we,155342013020387788,2013,5,34,31,12,87,788,7,5,1,3,6,0,2,2,0,7,0,1,1,3,2,1553420130203007,7,1,3,1,,,,O,1,1553420130203,,02,we,1553420130203006,1,,,PASSAIC,168566,160267,1656,3,1,1,8,2,8,,,22MAR201307:43,3,8835260101,8708020500,,,,,,49.524594538,201317123502we,,0,1553420130203006,3,07438,03/03/2025
,,201317123502wd,1553420130204871247,2013,5,24,31,12,87,1247,7,5,1,3,3,0,0,0,4,5,5,0,0,4,1,1553420130204001,7,1,1,1,,,,O,1,1553420130204,,02,wd,1553420130204001,1,,,MONTGOMERY,,,1214,1,1,1,2,1,2,,,22MAR201307:43,3,,,,,,,,50.625394515,201317123502wd,,0,1553420130204001,3,20895,03/03/2025
,,201317123502wd,1553420130204871247,2013,5,24,31,12,87,1247,7,5,1,3,3,0,0,0,0,5,0,1,1,4,2,1553420130204002,7,1,3,1,,,,O,1,1553420130204,,02,wd,1553420130204001,1,,,MONTGOMERY,,,1215,1,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,50.625394515,201317123502wd,,0,1553420130204001,3,20895,03/03/2025
,,201317123502wd,1553420130204871247,2013,5,24,31,12,87,1247,7,5,1,3,3,0,0,0,0,5,0,1,1,4,2,1553420130204003,7,1,3,1,,,,O,1,1553420130204,,02,wd,1553420130204001,1,,,MONTGOMERY,,,1216,1,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,50.625394515,201317123502wd,,0,1553420130204001,3,99998,03/03/2025
,,201317123502wd,1553420130204871247,2013,5,24,31,12,87,1247,7,5,1,3,3,0,0,0,0,5,0,1,1,4,2,1553420130204004,7,1,3,1,,,,O,1,1553420130204,,02,wd,1553420130204001,1,,,MONTGOMERY,,,1217,1,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,50.625394515,201317123502wd,,0,1553420130204001,3,20895,03/03/2025
,SPOTTED SEATROUT,201317123502wd,1553420130204871247,2013,0,21,67,12,87,1247,7,5,1,3,3,0,0,0,1,2,0,0,0,2,1,1553420130204005,7,1,2,1,,,,O,1,1553420130204,,02,wd,1553420130204005,1,,,,169239,,1316,3,1,1,8,2,8,,,22MAR201307:43,3,8835440102,,,,,,,50.625394515,201317123502wd,,0,1553420130204005,3,40510,03/03/2025
,SPOTTED SEATROUT,201317123502wd,1553420130204871247,2013,0,21,67,12,87,1247,7,5,1,3,3,0,0,0,1,2,0,0,1,2,2,1553420130204006,7,1,2,1,,,,O,1,1553420130204,,02,wd,1553420130204005,1,,,,169239,,1317,3,1,1,8,2,8,,,22MAR201307:43,3,8835440102,,,,,,,50.625394515,201317123502wd,,0,1553420130204006,3,40510,03/03/2025
,,201317123502we,1553420130216873403,2013,6,12,109,12,87,3403,7,5,1,3,2,0,0,0,1,4,0,0,0,2,1,1553420130216001,7,1,2,2,,,,O,2,1553420130216,,02,we,1553420130216001,1,,,ST JOHNS,,,1226,3,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,66.923406491,201317123502we,,0,1553420130216001,3,32084,03/03/2025
,,201317123502we,1553420130216873403,2013,6,12,109,12,87,3403,7,5,1,3,2,0,80,12,1,5,0,0,1,2,2,1553420130216002,7,1,2,2,,,,O,2,1553420130216,,02,we,1553420130216001,1,,,ST JOHNS,,,1227,3,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,66.923406491,201317123502we,,0,1553420130216002,3,32084,03/03/2025
,,201317123502we,1553420130216873403,2013,4,9,3,12,87,3403,7,5,1,3,2,0,20,6,1,4,0,0,0,1,8,1553420130216003,7,1,2,2,,,,O,2,1553420130216,,02,we,1553420130216003,1,,,HARTFORD,,,1244,3,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,66.923406491,201317123502we,,0,1553420130216003,3,06117,03/03/2025
,,201317123502we,1553420130216873403,2013,0,39,35,12,87,3403,7,5,1,3,4.5,0,3,0,1,3,0,0,0,2,1,1553420130216004,7,1,2,2,,,,O,2,1553420130216,,02,we,1553420130216004,1,,,,,,1515,3,1,1,8,1,8,,,22MAR201307:43,3,,,,,,,,66.923406491,201317123502we,,0,1553420130216004,3,44136,03/03/2025
,,201317123502we,1553420130216873403,2013,0,39,103,12,87,3403,7,5,1,3,4.5,0,3,0,1,5,0,0,1,2,2,1553420130216005,7,1,2,2,,,,O,2,1553420130216,,02,we,1553420130216004,1,,,,,,1516,3,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,66.923406491,201317123502we,,0,1553420130216005,3,44280,03/03/2025
,,201317123502we,1553420130216873403,2013,0,99,998,12,87,3403,7,5,1,3,2.5,0,0,0,1,7,0,0,0,4,1,1553420130216006,7,1,2,1,,,,O,1,1553420130216,,02,we,1553420130216006,1,,,,,,1527,1,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,63.658290339,201317123502we,,0,1553420130216006,3,99997,03/03/2025
,,201317123502we,1553420130216873403,2013,0,99,998,12,87,3403,7,5,1,3,2.5,0,0,0,1,7,0,0,1,4,2,1553420130216007,7,1,2,1,,,,O,1,1553420130216,,02,we,1553420130216006,1,,,,,,1528,1,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,63.658290339,201317123502we,,0,1553420130216007,3,99997,03/03/2025
,,201317123502we,1553420130216873403,2013,0,99,998,12,87,3403,7,5,1,3,2.5,0,0,0,1,7,0,0,1,4,2,1553420130216008,7,1,2,1,,,,O,1,1553420130216,,02,we,1553420130216006,1,,,,,,1529,1,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,63.658290339,201317123502we,,0,1553420130216008,3,99997,03/03/2025
,,201317123502we,1553420130216873403,2013,0,99,998,12,87,3403,7,5,1,3,2.5,0,0,0,1,7,0,0,1,4,2,1553420130216009,7,1,2,1,,,,O,1,1553420130216,,02,we,1553420130216006,1,,,,,,1530,1,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,63.658290339,201317123502we,,0,1553420130216009,3,99997,03/03/2025
,,201317123502wd,155342013022087381,2013,5,36,103,12,87,381,7,5,1,3,2,0,0,0,3,1,2,0,0,3,1,1553420130220001,7,1,1,1,,,,O,1,1553420130220,,02,wd,1553420130220001,1,13,0,SUFFOLK,,,1211,3,1,1,2,1,2,,,22MAR201307:43,3,,,,,,,,193.49114872,201317123502wd,,0,1553420130220001,3,11946,03/03/2025
,,201317123502wd,155342013022087381,2013,5,36,107,12,87,381,7,5,1,3,2,0,0,0,0,2,0,1,1,3,2,1553420130220002,7,1,3,1,,,,O,1,1553420130220,,02,wd,1553420130220001,1,,,,,,1212,3,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,193.49114872,201317123502wd,,0,1553420130220001,3,14883,03/03/2025
,,201317123502wd,155342013022087381,2013,5,36,109,12,87,381,7,5,1,3,2,0,0,0,0,2,0,1,1,3,2,1553420130220003,7,1,3,1,,,,O,1,1553420130220,,02,wd,1553420130220001,1,,,,,,1213,3,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,193.49114872,201317123502wd,,0,1553420130220001,3,14850,03/03/2025
,,201317123502wd,155342013022087543,2013,0,99,998,12,87,543,7,5,1,3,5.5,0,3,1,3,8,1,0,0,3,1,1553420130220006,7,1,1,1,,,,O,1,1553420130220,,02,wd,1553420130220006,1,,,,,,1511,3,1,1,2,2,2,,,22MAR201307:43,3,,,,,,,,39.51824225,201317123502wd,,0,1553420130220006,3,99997,03/03/2025
,,201317123502wd,155342013022087543,2013,0,99,998,12,87,543,7,5,1,3,5.5,0,6,1,0,8,0,1,1,3,2,1553420130220007,7,1,3,1,,,,O,1,1553420130220,,02,wd,1553420130220006,1,,,,,,1512,3,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,39.51824225,201317123502wd,,0,1553420130220006,3,99997,03/03/2025
,,201317123502wd,155342013022087543,2013,0,99,998,12,87,543,7,5,1,3,5.5,0,6,1,0,8,0,1,1,3,2,1553420130220008,7,1,3,1,,,,O,1,1553420130220,,02,wd,1553420130220006,1,,,,,,1513,3,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,39.51824225,201317123502wd,,0,1553420130220006,3,99997,03/03/2025
,TRIPLETAIL,201317123502wd,155342013022087543,2013,5,34,29,12,87,543,7,5,1,3,3,0,5,1,2,2,5,0,0,2,1,1553420130220009,7,1,1,1,,,,O,1,1553420130220,,02,wd,1553420130220009,1,,,OCEAN,169007,,1534,3,1,1,2,1,2,,,22MAR201307:43,3,8835380101,,,,,,,39.51824225,201317123502wd,,0,1553420130220009,3,08050,03/03/2025
,TRIPLETAIL,201317123502wd,155342013022087543,2013,5,34,29,12,87,543,7,5,1,3,3,0,10,1,0,2,0,1,1,2,2,1553420130220010,7,1,3,1,,,,O,1,1553420130220,,02,wd,1553420130220009,1,,,OCEAN,169007,,1535,3,1,1,8,2,8,,,22MAR201307:43,3,8835380101,,,,,,,39.51824225,201317123502wd,,0,1553420130220009,3,08050,03/03/2025
,,201317123502we,155342013022387509,2013,6,37,87,12,87,509,7,5,1,3,3,0,0,0,1,4,0,0,0,2,1,1553420130223001,7,1,2,2,,,,O,2,1553420130223,,02,we,1553420130223001,1,,,,,,1528,3,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,64.414499938,201317123502we,,0,1553420130223001,3,28721,03/03/2025
,,201317123502we,155342013022387509,2013,0,17,31,12,87,509,7,5,1,3,3,0,2,2,1,4,0,0,1,2,2,1553420130223002,7,1,2,2,,,,O,2,1553420130223,,02,we,1553420130223001,1,,,,,,1529,3,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,64.414499938,201317123502we,,0,1553420130223002,3,60610,03/03/2025
,HOGFISH,201317123502we,1553420130224871247,2013,5,34,3,12,87,1247,7,5,1,3,3,0,0,0,3,1,7,0,0,3,1,1553420130224001,7,1,1,1,,,,O,1,1553420130224,,02,we,1553420130224001,1,3,0,BERGEN,170566,,1604,1,1,1,2,1,2,,,22MAR201307:43,3,8839010901,,,,,,,49.787071524,201317123502we,,0,1553420130224001,3,07450,03/03/2025
,HOGFISH,201317123502we,1553420130224871247,2013,5,34,3,12,87,1247,7,5,1,3,3,0,0,0,0,2,0,1,1,3,2,1553420130224002,7,1,3,1,,,,O,1,1553420130224,,02,we,1553420130224001,1,,,BERGEN,170566,,1605,1,1,1,8,2,8,,,22MAR201307:43,3,8839010901,,,,,,,49.787071524,201317123502we,,0,1553420130224001,3,07450,03/03/2025
,HOGFISH,201317123502we,1553420130224871247,2013,5,34,3,12,87,1247,7,5,1,3,3,0,0,0,0,3,0,1,1,3,2,1553420130224003,7,1,3,1,,,,O,1,1553420130224,,02,we,1553420130224001,1,,,BERGEN,170566,,1606,1,1,1,8,2,8,,,22MAR201307:43,3,8839010901,,,,,,,49.787071524,201317123502we,,0,1553420130224001,3,07450,03/03/2025
PERMIT,BONEFISH,201317123502we,1553420130224871247,2013,7,48,61,12,87,1247,7,5,1,3,3,0,0,0,1,6,0,0,0,2,1,1553420130224004,7,1,2,1,,,,O,1,1553420130224,,02,we,1553420130224004,1,,,,161121,168709,1715,1,1,1,8,2,8,,,22MAR201307:43,3,8739010101,8835280902,,,,,,49.787071524,201317123502we,,0,1553420130224004,3,78550,03/03/2025
PERMIT,BONEFISH,201317123502we,1553420130224871247,2013,0,40,143,12,87,1247,7,5,1,3,3,0,0,0,1,6,0,0,1,2,2,1553420130224005,7,1,2,1,,,,O,1,1553420130224,,02,we,1553420130224004,1,,,,161121,168709,1716,1,1,1,8,2,8,,,22MAR201307:43,3,8739010101,8835280902,,,,,,49.787071524,201317123502we,,0,1553420130224005,3,74011,03/03/2025
,,201317123501wd,155792013010887243,2013,6,37,155,12,87,243,7,5,1,3,2.5,0,0,0,1,2,0,0,0,1,8,1557920130108001,7,1,2,1,,,,O,1,1557920130108,,01,wd,1557920130108001,1,,,ROBESON,,,1230,3,1,1,8,1,8,,,20FEB201311:19,3,,,,,,,,19.005033579,201317123501wd,,0,1557920130108001,3,28358,03/03/2025
,MACKEREL FAMILY,201317123501wd,155792013010887243,2013,5,36,45,12,87,243,7,5,1,3,2,0,0,0,5,1,4,0,0,5,1,1557920130108006,7,1,1,1,,,,O,1,1557920130108,,01,wd,1557920130108006,1,3,0,,172398,,1251,3,1,1,2,2,2,,,20FEB201311:19,3,8850030000,,,,,,,36.446222668,201317123501wd,,0,1557920130108006,3,13618,03/03/2025
,MACKEREL FAMILY,201317123501wd,155792013010887243,2013,5,36,45,12,87,243,7,5,1,3,2,0,0,0,0,1,0,1,1,5,2,1557920130108007,7,1,3,1,,,,O,1,1557920130108,,01,wd,1557920130108006,1,,,,172398,,1257,3,1,1,8,2,8,,,20FEB201311:19,3,8850030000,,,,,,,36.446222668,201317123501wd,,0,1557920130108006,3,13618,03/03/2025
,,201317123501wd,155792013010887243,2013,5,34,5,12,87,243,7,5,1,3,4,0,0,0,1,1,1,0,0,6,1,1557920130108022,7,1,1,1,,,,O,1,1557920130108,,01,wd,1557920130108022,1,,,BURLINGTON,,,1716,3,1,1,8,1,1,,,20FEB201311:19,3,,,,,,,,42.259952365,201317123501wd,,0,1557920130108022,3,08057,03/03/2025
,,201317123501wd,155792013010887243,2013,5,34,5,12,87,243,7,5,1,3,4,,0,0,1,0,0,0,1,6,2,1557920130108023,7,1,2,1,,,,O,1,1557920130108,,01,wd,1557920130108022,,,,BURLINGTON,,,1717,3,1,1,8,2,8,,,20FEB201311:19,3,,,,,,,,42.259952365,201317123501wd,,0,1557920130108023,3,08057,03/03/2025
,,201317123501wd,155792013013087144,2013,0,26,139,12,87,144,7,5,1,3,3.5,0,0,0,1,2,0,0,0,1,8,1557920130130001,7,1,2,2,,,,O,2,1557920130130,,01,wd,1557920130130001,1,,,,,,1710,3,1,1,8,1,8,,,20FEB201311:19,3,,,,,,,,175.7014151,201317123501wd,,0,1557920130130001,3,49417,03/03/2025
,BONEFISH,201317123502wd,1557920130204873403,2013,0,99,998,12,87,3403,7,5,1,3,0.5,,0,0,1,0,0,0,0,1,8,1557920130204001,7,1,2,2,,,,O,2,1557920130204,,02,wd,1557920130204001,,,,,161121,,1454,3,1,1,8,2,8,,,22MAR201307:43,3,8739010101,,,,,,,75.31734901,201317123502wd,,0,1557920130204001,3,99997,03/03/2025
,,201317123502wd,1557920130204873403,2013,4,25,21,12,87,3403,7,5,1,3,6,0,0,0,1,5,0,0,0,1,8,1557920130204002,7,1,2,1,,,,O,1,1557920130204,,02,wd,1557920130204002,1,,,NORFOLK,,,1620,3,1,1,8,1,8,,,22MAR201307:43,3,,,,,,,,71.642702042,201317123502wd,,0,1557920130204002,3,02067,03/03/2025
UNIDENTIFIED SHARK OR RAY,GRAY SNAPPER,201317123502we,1557920130209871871,2013,4,9,9,12,87,1871,7,5,1,3,3,0,0,0,3,7,11,0,0,3,1,1557920130209001,7,1,1,1,,,,O,1,1557920130209,,02,we,1557920130209001,1,,,NEW HAVEN,168848,159785,1315,3,1,1,2,2,2,,,22MAR201307:43,3,8835360102,8701000000,,,,,,47.782896682,201317123502we,,0,1557920130209001,3,06516,03/03/2025
UNIDENTIFIED SHARK OR RAY,GRAY SNAPPER,201317123502we,1557920130209871871,2013,0,17,31,12,87,1871,7,5,1,3,3,0,0,0,0,7,0,1,1,3,2,1557920130209002,7,1,3,1,,,,O,1,1557920130209,,02,we,1557920130209001,1,,,,168848,159785,1316,3,1,1,8,2,8,,,22MAR201307:43,3,8835360102,8701000000,,,,,,47.782896682,201317123502we,,0,1557920130209001,3,60525,03/03/2025
UNIDENTIFIED SHARK OR RAY,GRAY SNAPPER,201317123502we,1557920130209871871,2013,0,99,998,12,87,1871,7,5,1,3,3,0,0,0,0,6,0,1,1,3,2,1557920130209003,7,1,3,1,,,,O,1,1557920130209,,02,we,1557920130209001,1,,,,168848,159785,1317,3,1,1,8,2,8,,,22MAR201307:43,3,8835360102,8701000000,,,,,,47.782896682,201317123502we,,0,1557920130209001,3,99997,03/03/2025
,,201317123502we,1557920130209871871,2013,7,12,87,12,87,1871,7,5,1,3,3.5,0,3,0,4,4,10,0,0,4,1,1557920130209006,7,1,1,1,,,,Y,1,1557920130209,,02,we,1557920130209006,1,0,2,MONROE,,,1408,1,1,1,2,1,2,,,22MAR201307:43,3,,,,,,,,69.489736672,201317123502we,,0,1557920130209006,3,33040,03/03/2025
,,201317123502we,1557920130209871871,2013,6,12,86,12,87,1871,7,5,1,3,3.5,0,0,0,0,2,0,1,1,4,2,1557920130209007,7,1,3,1,,,,O,1,1557920130209,,02,we,1557920130209006,1,,,MIAMI-DADE,,,1409,1,1,1,8,2,8,,,22MAR201307:43,3,,,,,,,,60.107485386,201317123502we,,0,1557920130209006,3,33130,03/03/2025
,GREAT BARRACUDA,201317123502we,155792013021087243,2013,0,99,998,12,87,243,7,5,1,3,3,0,0,0,1,1,0,0,0,1,8,1557920130210005,7,1,2,1,,,,O,1,1557920130210,,02,we,1557920130210005,1,,,,170429,,1425,3,1,1,8,2,8,,,22MAR201307:43,3,8837010104,,,,,,,39.36815277,201317123502we,,0,1557920130210005,3,99997,03/03/2025
,SNAPPER FAMILY,201317123502we,155792013021087243,2013,7,12,87,12,87,243,7,5,1,3,7,0,85,15,1,1,0,0,0,2,1,1557920130210014,7,1,2,2,,,,Y,2,1557920130210,,02,we,1557920130210014,1,,,MONROE,168845,,1635,3,1,1,8,1,8,,,22MAR201307:43,3,8835360000,,,,,,,52.599586844,201317123502we,,0,1557920130210014,3,33040,03/03/2025
,,201317123502we,155792013021687243,2013,0,26,163,12,87,243,7,5,1,3,2.5,0,0,0,2,2,5,0,0,2,1,1557920130216022,7,1,1,1,,,,O,1,1557920130216,,02,we,1557920130216022,1,,,,,,1408,3,1,1,2,2,2,,,22MAR201307:43,3,,,,,,,,43.202808239,201317123502we,,0,1557920130216022,3,48192,03/03/2025
