PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,ID_CODE,AREA,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,WAVE,SUB_REG,INTSITE,MODE_F,MODE_FX,CATCH,CNTRBTRS,PARTY,FIRST,NUM_TYP4,NUM_TYP6,NUM_TYP2,NUM_TYP3,AREA_X,ON_LIST,CNTY,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,NEW_LIST,KOD,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,IMP_REC,REGION,STRAT_INTERVAL,ZIP,MONTH,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,MODE2001,DIST,GEAR,TSN1,TSN2,PVT_RES,SEX,AGE,ART_REEF,ADD_PH,F_BY_P,SEP_FISH,DATE1,PRIM1,PRIM2,TURTLE,REEFCODE,AREA_NC,MUNI_RES,MUNI_TRP,DISTKEYS,REEF,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,DATE_PUBLISHED
,,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,69,37,1791120210407018,1,2.00,0.00,5,0,2,6,434,1,3,2,1,,,0,0,2,0,1,,31,,,,N,,wd,1791120210407,4,1791120210407018,1,,2,S:8AM-8PM,27596,04,,,,1707,0,1,1,,,,1,54,2,2,8,8,11MAR22:10:09,,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407018,03/03/2025
,KINGFISH GENUS,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,183,37,1791120210407019,1,8.00,0.00,3,0,2,6,434,1,3,2,1,,,0,0,1,0,1,,31,,,,N,,wd,1791120210407,4,1791120210407019,1,,2,S:8AM-8PM,27591,04,0,15,,1709,0,1,1,169273,,,1,56,2,1,8,8,11MAR22:10:09,8835440600,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407019,03/03/2025
,,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,13,37,1791120210407020,1,10.00,0.00,0,0,2,6,434,1,3,1,1,,,0,0,0,1,1,,31,,,,Y,,wd,1791120210407,4,1791120210407020,1,,2,S:8AM-8PM,27806,04,27,0,BEAUFORT,1714,0,1,1,,,,1,26,2,1,1,8,11MAR22:10:09,,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407020,03/03/2025
,,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,13,37,1791120210407021,1,10.00,0.00,0,0,2,6,434,1,3,1,1,,,0,0,1,1,1,,31,,,,Y,,wd,1791120210407,4,1791120210407021,1,,2,S:8AM-8PM,27806,04,27,0,BEAUFORT,1714,0,1,1,,,,2,69,2,1,1,8,11MAR22:10:09,,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407021,03/03/2025
,,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,119,37,1791120210407022,1,5.00,0.00,40,0,2,6,434,1,3,1,1,,,0,0,1,2,1,,31,,,,N,,wd,1791120210407,4,1791120210407022,1,,2,S:8AM-8PM,28215,04,9,0,,1719,0,1,1,,,,1,56,2,2,1,8,11MAR22:10:09,,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407022,03/03/2025
,KINGFISH GENUS,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,79,37,1791120210407023,1,9.00,0.00,65,7,2,6,434,1,3,1,1,,,0,0,3,1,1,,31,,,,Y,,wd,1791120210407,4,1791120210407023,1,,2,S:8AM-8PM,28580,04,12,0,GREENE,1750,0,1,1,169273,,,1,86,2,2,1,8,11MAR22:10:09,8835440600,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407023,03/03/2025
,KINGFISH GENUS,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,187,37,1791120210407024,1,8.00,0.00,0,0,2,6,434,1,3,2,1,,,0,0,3,0,1,,31,,,,Y,,wd,1791120210407,4,1791120210407024,1,,2,S:8AM-8PM,27962,04,0,15,WASHINGTON,1808,0,1,1,169273,,,1,67,2,1,8,8,11MAR22:10:09,8835440600,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407024,03/03/2025
,KINGFISH GENUS,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,187,37,1791120210407025,1,8.00,0.00,0,0,2,6,434,1,3,2,1,,,0,0,3,0,1,,31,,,,Y,,wd,1791120210407,4,1791120210407025,1,,2,S:8AM-8PM,27962,04,0,15,WASHINGTON,1809,0,1,1,169273,,,1,7,2,2,8,8,11MAR22:10:09,8835440600,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407025,03/03/2025
,,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,49,37,1791120210407026,1,1.00,0.00,25,0,2,6,434,1,3,2,1,,,0,0,2,0,1,,31,,,,Y,,wd,1791120210407,4,1791120210407026,1,,2,S:8AM-8PM,28560,04,,,CRAVEN,1825,0,1,1,,,,2,36,2,1,8,8,11MAR22:10:09,,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407026,03/03/2025
,,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,49,37,1791120210407027,1,1.00,,25,0,2,6,434,1,3,2,1,,,0,0,0,0,1,,31,,,,Y,,wd,1791120210407,4,1791120210407027,,,2,S:8AM-8PM,28560,04,,,CRAVEN,1825,0,1,1,,,,1,13,2,2,8,8,11MAR22:10:09,,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407027,03/03/2025
,KINGFISH GENUS,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,65,37,1791120210407028,1,3.00,0.00,0,0,2,6,434,1,3,2,1,,,0,0,2,0,1,,31,,,,Y,,wd,1791120210407,4,1791120210407028,1,,2,S:8AM-8PM,27864,04,0,12,EDGECOMBE,1830,0,1,1,169273,,,1,63,2,2,8,8,11MAR22:10:09,8835440600,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407028,03/03/2025
,,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,3,37,1791120210407029,1,2.00,0.00,20,10,2,6,434,1,3,2,1,,,0,0,2,0,1,,31,,,,N,,wd,1791120210407,4,1791120210407029,1,,2,S:8AM-8PM,27603,04,0,10,,1844,0,1,1,,,,1,59,2,1,8,8,11MAR22:10:09,,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407029,03/03/2025
,KINGFISH GENUS,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,195,37,1791120210407030,1,3.50,0.00,75,0,2,6,434,1,3,2,1,,,0,0,4,0,1,,31,,,,Y,,wd,1791120210407,4,1791120210407030,1,,2,S:8AM-8PM,27893,04,0,20,WILSON,1856,0,1,1,169273,,,1,43,2,1,8,8,11MAR22:10:09,8835440600,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407030,03/03/2025
,KINGFISH GENUS,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,195,37,1791120210407031,1,3.50,0.00,75,0,2,6,434,1,3,2,1,,,0,0,3,0,1,,31,,,,Y,,wd,1791120210407,4,1791120210407031,1,,2,S:8AM-8PM,27893,04,0,18,WILSON,1857,0,1,1,169273,,,1,9,2,2,8,8,11MAR22:10:09,8835440600,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407031,03/03/2025
,KINGFISH GENUS,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,195,37,1791120210407032,1,3.50,0.00,75,0,2,6,434,1,3,2,1,,,0,0,3,0,1,,31,,,,Y,,wd,1791120210407,4,1791120210407032,1,,2,S:8AM-8PM,27893,04,0,18,WILSON,1857,0,1,1,169273,,,1,11,2,2,8,8,11MAR22:10:09,8835440600,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407032,03/03/2025
,KINGFISH GENUS,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,195,37,1791120210407033,1,3.50,0.00,75,0,2,6,434,1,3,2,1,,,0,0,3,0,1,,31,,,,Y,,wd,1791120210407,4,1791120210407033,1,,2,S:8AM-8PM,27893,04,0,18,WILSON,1857,0,1,1,169273,,,1,16,2,2,8,8,11MAR22:10:09,8835440600,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407033,03/03/2025
,KINGFISH GENUS,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,195,37,1791120210407034,1,3.50,0.00,75,0,2,6,434,1,3,2,1,,,0,0,3,0,1,,31,,,,Y,,wd,1791120210407,4,1791120210407034,1,,2,S:8AM-8PM,27893,04,0,16,WILSON,1857,0,1,1,169273,,,1,14,2,2,8,8,11MAR22:10:09,8835440600,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407034,03/03/2025
,,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,31,37,1791120210407035,1,3.00,0.00,90,25,2,6,434,1,3,2,1,,,0,0,2,0,1,,31,,,,Y,,wd,1791120210407,4,1791120210407035,1,,2,S:8AM-8PM,28270,04,,,CARTERET,1909,0,1,1,,,,1,28,2,1,8,8,11MAR22:10:09,,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407035,03/03/2025
,BLACK DRUM,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,147,37,1791120210407036,1,3.00,0.00,0,0,2,6,434,1,3,2,1,,,0,0,3,0,1,,31,,,,Y,,wd,1791120210407,4,1791120210407036,1,,2,S:8AM-8PM,27858,04,0,11,PITT,1913,0,1,1,169288,,,1,27,2,1,8,8,11MAR22:10:09,8835440801,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407036,03/03/2025
,,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,107,37,1791120210407037,1,5.00,0.00,25,2,2,6,434,1,3,2,1,,,0,0,1,0,1,,31,,,,Y,,wd,1791120210407,4,1791120210407037,1,,2,S:8AM-8PM,28501,04,,,LENOIR,1929,0,1,1,,,,1,65,2,1,8,8,11MAR22:10:09,,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407037,03/03/2025
,KINGFISH GENUS,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,13,37,1791120210407038,1,6.50,0.00,0,0,2,6,434,1,3,2,1,,,0,0,2,0,1,,31,,,,Y,,wd,1791120210407,4,1791120210407038,1,,2,S:8AM-8PM,28513,04,0,20,BEAUFORT,1932,0,1,1,169273,,,1,36,2,2,8,8,11MAR22:10:09,8835440600,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407038,03/03/2025
,,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,107,37,1791120210407039,1,4.00,0.00,0,0,2,6,434,1,3,2,1,,,0,0,3,0,1,,31,,,,Y,,wd,1791120210407,4,1791120210407039,1,,2,S:8AM-8PM,28504,04,0,5,LENOIR,1937,0,1,1,,,,2,50,2,1,8,8,11MAR22:10:09,,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407039,03/03/2025
,,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,107,37,1791120210407040,1,4.00,0.00,0,0,2,6,434,1,3,2,1,,,0,0,2,0,1,,31,,,,Y,,wd,1791120210407,4,1791120210407040,1,,2,S:8AM-8PM,28504,04,0,6,LENOIR,1937,0,1,1,,,,1,14,2,2,8,8,11MAR22:10:09,,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407040,03/03/2025
,,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,169,37,1791120210407041,1,2.50,0.00,5,0,2,6,434,1,3,2,1,,,0,0,3,0,1,,31,,,,N,,wd,1791120210407,4,1791120210407041,1,,2,S:8AM-8PM,27052,04,,,,1943,0,1,1,,,,1,66,2,1,8,8,11MAR22:10:09,,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407041,03/03/2025
,,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,169,37,1791120210407042,1,2.50,0.00,5,0,2,6,434,1,3,2,1,,,0,0,2,0,1,,31,,,,N,,wd,1791120210407,4,1791120210407042,1,,2,S:8AM-8PM,27052,04,,,,1944,0,1,1,,,,1,12,2,2,8,8,11MAR22:10:09,,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407042,03/03/2025
,,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,169,37,1791120210407043,1,2.50,0.00,5,0,2,6,434,1,3,2,1,,,0,0,2,0,1,,31,,,,N,,wd,1791120210407,4,1791120210407043,1,,2,S:8AM-8PM,27052,04,,,,1944,0,1,1,,,,2,11,2,2,8,8,11MAR22:10:09,,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407043,03/03/2025
,,2021043723wdS:8AM-8PM,2021237231791120210407,2021,6,37,169,37,1791120210407044,1,2.50,0.00,5,0,2,6,434,1,3,2,1,,,0,0,1,0,1,,31,,,,N,,wd,1791120210407,4,1791120210407044,1,,2,S:8AM-8PM,27052,04,,,,1944,0,1,1,,,,1,7,2,2,8,8,11MAR22:10:09,,,3,,1,,,,,5953.3053952,2021043723wdS:8AM-8PM,,0,1791120210407044,03/03/2025
,SPANISH MACKEREL,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,133,37,1791120210423001,1,4.00,0.00,12,4,2,6,417,1,3,2,1,,,0,0,1,0,1,,31,,,,Y,,we,1791120210423,4,1791120210423001,1,,2,S:8AM-8PM,28540,04,,,ONSLOW,1310,0,1,1,172436,,,2,25,2,2,8,8,11MAR22:10:09,8850030502,,3,,1,,,,,1753.3916347,2021043723weS:8AM-8PM,,0,1791120210423001,03/03/2025
,SPANISH MACKEREL,2021043723weS:8AM-8PM,2021237231791120210423,2021,0,47,133,37,1791120210423002,1,4.00,0.00,12,4,2,6,417,1,3,2,1,,,0,0,1,0,1,,31,,,,O,,we,1791120210423,4,1791120210423002,1,,2,S:8AM-8PM,37620,04,,,,1311,0,1,1,172436,,,2,47,2,2,8,8,11MAR22:10:09,8850030502,,3,,1,,,,,1753.3916347,2021043723weS:8AM-8PM,,0,1791120210423002,03/03/2025
,SPANISH MACKEREL,2021043723weS:8AM-8PM,2021237231791120210423,2021,0,47,163,37,1791120210423003,1,4.00,,12,4,2,6,417,1,3,2,1,,,0,0,0,0,1,,31,,,,O,,we,1791120210423,4,1791120210423003,,,2,S:8AM-8PM,37620,04,,,,1311,0,1,1,172436,,,1,49,2,2,8,8,11MAR22:10:09,8850030502,,3,,1,,,,,1753.3916347,2021043723weS:8AM-8PM,,0,1791120210423003,03/03/2025
,BLACK DRUM,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,191,37,1791120210423005,1,6.00,0.00,15,0,2,6,417,1,3,1,1,,,0,0,2,1,1,,31,,,,Y,,we,1791120210423,4,1791120210423005,1,,2,S:8AM-8PM,27530,04,2,0,WAYNE,1345,0,1,1,169288,,,1,60,2,1,1,8,11MAR22:10:09,8835440801,,3,,1,,,,,1753.3916347,2021043723weS:8AM-8PM,,0,1791120210423005,03/03/2025
BLUEFISH,SPANISH MACKEREL,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,191,37,1791120210423006,1,6.00,,6,0,2,6,417,1,3,2,1,,,0,0,0,0,1,,31,,,,Y,,we,1791120210423,4,1791120210423006,,,2,S:8AM-8PM,27530,04,,,WAYNE,1346,0,1,1,172436,168559,,1,81,2,1,8,8,11MAR22:10:09,8850030502,8835250101,3,,1,,,,,1753.3916347,2021043723weS:8AM-8PM,,0,1791120210423006,03/03/2025
BLUEFISH,SPANISH MACKEREL,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,191,37,1791120210423007,1,6.00,0.00,7,0,2,6,417,1,3,2,1,,,0,0,1,0,1,,31,,,,Y,,we,1791120210423,4,1791120210423007,1,,2,S:8AM-8PM,27530,04,,,WAYNE,1348,0,1,1,172436,168559,,1,74,2,1,8,8,11MAR22:10:09,8850030502,8835250101,3,,1,,,,,1753.3916347,2021043723weS:8AM-8PM,,0,1791120210423007,03/03/2025
,,2021043723weS:8AM-8PM,2021237231791120210423,2021,5,34,37,37,1791120210423008,1,1.50,0.00,1,1,2,6,417,5,3,2,1,,,0,0,1,0,1,,31,,,,O,,we,1791120210423,4,1791120210423008,1,,2,S:8AM-8PM,07821,04,,,,1405,5,1,1,,,,1,20,2,2,8,8,11MAR22:10:09,,,3,,1,,,,,1121.9587754,2021043723weS:8AM-8PM,,0,1791120210423008,03/03/2025
,,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,57,37,1791120210423009,1,4.00,0.00,10,1,2,6,417,1,3,2,1,,,0,0,2,0,1,,31,,,,N,,we,1791120210423,4,1791120210423009,1,,2,S:8AM-8PM,27292,04,0,2,,1421,0,1,1,,,,2,54,2,2,8,8,11MAR22:10:09,,,3,,1,,,,,1212.9949014,2021043723weS:8AM-8PM,,0,1791120210423009,03/03/2025
,,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,151,37,1791120210423010,1,4.00,,10,1,2,6,417,1,3,2,1,,,0,0,0,0,1,,31,,,,N,,we,1791120210423,4,1791120210423010,,,2,S:8AM-8PM,27370,04,,,,1421,0,1,1,,,,1,61,2,2,8,8,11MAR22:10:09,,,3,,1,,,,,1212.9949014,2021043723weS:8AM-8PM,,0,1791120210423010,03/03/2025
,,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,151,37,1791120210423011,1,4.00,,10,1,2,6,417,1,3,2,1,,,0,0,0,0,1,,31,,,,N,,we,1791120210423,4,1791120210423011,,,2,S:8AM-8PM,27370,04,,,,1421,0,1,1,,,,2,61,2,2,8,8,11MAR22:10:09,,,3,,1,,,,,1212.9949014,2021043723weS:8AM-8PM,,0,1791120210423011,03/03/2025
,,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,157,37,1791120210423012,1,5.00,0.00,0,0,2,6,417,1,3,2,1,,,0,0,2,0,1,,31,,,,N,,we,1791120210423,4,1791120210423012,1,,2,S:8AM-8PM,27326,04,0,1,,1440,0,1,1,,,,1,60,2,2,8,8,11MAR22:10:09,,,3,,1,,,,,1212.9949014,2021043723weS:8AM-8PM,,0,1791120210423012,03/03/2025
,,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,107,37,1791120210423013,1,2.00,0.00,1,1,2,6,417,1,3,2,1,,,0,0,2,0,1,,31,,,,Y,,we,1791120210423,4,1791120210423013,1,,2,S:8AM-8PM,28551,04,,,LENOIR,1509,0,1,1,,,,1,47,2,1,8,8,11MAR22:10:09,,,3,,1,,,,,1212.9949014,2021043723weS:8AM-8PM,,0,1791120210423013,03/03/2025
,,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,107,37,1791120210423014,1,2.00,,1,1,2,6,417,1,3,2,1,,,0,0,0,0,1,,31,,,,Y,,we,1791120210423,4,1791120210423014,,,2,S:8AM-8PM,28551,04,,,LENOIR,1510,0,1,1,,,,1,13,2,2,8,8,11MAR22:10:09,,,3,,1,,,,,1212.9949014,2021043723weS:8AM-8PM,,0,1791120210423014,03/03/2025
,,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,191,37,1791120210423015,1,8.00,,2,0,2,6,417,1,3,2,1,,,0,0,0,0,1,,31,,,,Y,,we,1791120210423,4,1791120210423015,,,2,S:8AM-8PM,28333,04,,,WAYNE,1518,0,1,1,,,,1,,2,1,8,8,11MAR22:10:09,,,3,,1,,,,,1212.9949014,2021043723weS:8AM-8PM,,0,1791120210423015,03/03/2025
,,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,191,37,1791120210423016,1,8.00,,2,0,2,6,417,1,3,2,1,,,0,0,0,0,1,,31,,,,Y,,we,1791120210423,4,1791120210423016,,,2,S:8AM-8PM,28333,04,,,WAYNE,1519,0,1,1,,,,2,,2,2,8,8,11MAR22:10:09,,,3,,1,,,,,1212.9949014,2021043723weS:8AM-8PM,,0,1791120210423016,03/03/2025
,,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,183,37,1791120210423017,1,4.00,,5,4,2,6,417,1,3,2,1,,,0,0,0,0,1,,31,,,,N,,we,1791120210423,4,1791120210423017,,,2,S:8AM-8PM,27526,04,,,,1527,0,1,1,,,,2,56,2,1,8,8,11MAR22:10:09,,,3,,1,,,,,1212.9949014,2021043723weS:8AM-8PM,,0,1791120210423017,03/03/2025
,,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,183,37,1791120210423018,1,4.00,,5,4,2,6,417,1,3,2,1,,,0,0,0,0,1,,31,,,,N,,we,1791120210423,4,1791120210423018,,,2,S:8AM-8PM,27526,04,,,,1527,0,1,1,,,,2,25,2,1,8,8,11MAR22:10:09,,,3,,1,,,,,1212.9949014,2021043723weS:8AM-8PM,,0,1791120210423018,03/03/2025
,,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,187,37,1791120210423019,1,7.00,,1,0,2,6,417,1,3,2,1,,,0,0,0,0,1,,31,,,,Y,,we,1791120210423,4,1791120210423019,,,2,S:8AM-8PM,27962,04,,,WASHINGTON,1534,0,1,1,,,,1,65,2,2,8,8,11MAR22:10:09,,,3,,1,,,,,1212.9949014,2021043723weS:8AM-8PM,,0,1791120210423019,03/03/2025
,,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,187,37,1791120210423020,1,7.00,,30,0,2,6,417,1,3,2,1,,,0,0,0,0,1,,31,,,,Y,,we,1791120210423,4,1791120210423020,,,2,S:8AM-8PM,27962,04,,,WASHINGTON,1535,0,1,1,,,,1,75,2,2,8,8,11MAR22:10:09,,,3,,1,,,,,1212.9949014,2021043723weS:8AM-8PM,,0,1791120210423020,03/03/2025
,,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,187,37,1791120210423021,1,7.00,,30,0,2,6,417,1,3,2,1,,,0,0,0,0,1,,31,,,,Y,,we,1791120210423,4,1791120210423021,,,2,S:8AM-8PM,27962,04,,,WASHINGTON,1535,0,1,1,,,,2,68,2,2,8,8,11MAR22:10:09,,,3,,1,,,,,1212.9949014,2021043723weS:8AM-8PM,,0,1791120210423021,03/03/2025
,KINGFISH GENUS,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,191,37,1791120210423022,1,6.00,,6,6,2,6,417,1,3,2,1,,,0,0,0,0,1,,31,,,,Y,,we,1791120210423,4,1791120210423022,,,2,S:8AM-8PM,27530,04,,,WAYNE,1543,0,1,1,169273,,,1,,2,2,8,8,11MAR22:10:09,8835440600,,3,,1,,,,,1212.9949014,2021043723weS:8AM-8PM,,0,1791120210423022,03/03/2025
,KINGFISH GENUS,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,191,37,1791120210423023,1,6.00,,6,6,2,6,417,1,3,2,1,,,0,0,0,0,1,,31,,,,Y,,we,1791120210423,4,1791120210423023,,,2,S:8AM-8PM,27530,04,,,WAYNE,1544,0,1,1,169273,,,1,54,2,2,8,8,11MAR22:10:09,8835440600,,3,,1,,,,,1212.9949014,2021043723weS:8AM-8PM,,0,1791120210423023,03/03/2025
,KINGFISH GENUS,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,191,37,1791120210423024,1,6.00,,6,6,2,6,417,1,3,2,1,,,0,0,0,0,1,,31,,,,Y,,we,1791120210423,4,1791120210423024,,,2,S:8AM-8PM,27530,04,,,WAYNE,1544,0,1,1,169273,,,2,50,2,2,8,8,11MAR22:10:09,8835440600,,3,,1,,,,,1212.9949014,2021043723weS:8AM-8PM,,0,1791120210423024,03/03/2025
,KINGFISH GENUS,2021043723weS:8AM-8PM,2021237231791120210423,2021,6,37,191,37,1791120210423025,1,4.50,0.00,70,0,2,6,417,1,3,2,1,,,0,0,2,0,1,,31,,,,Y,,we,1791120210423,4,1791120210423025,1,,2,S:8AM-8PM,27530,04,0,1,WAYNE,1555,0,1,1,169273,,,1,56,2,1,8,8,11MAR22:10:09,8835440600,,3,,1,,,,,1212.9949014,2021043723weS:8AM-8PM,,0,1791120210423025,03/03/2025
,KINGFISH GENUS,2021043723wdS:8AM-8PM,2021237231791120210428,2021,6,37,61,37,1791120210428001,1,4.00,0.00,0,0,2,6,1,1,3,2,1,,,0,0,2,0,1,,133,,,,Y,,wd,1791120210428,4,1791120210428001,1,,2,S:8AM-8PM,28453,04,0,1,DUPLIN,1142,0,1,1,169273,,,2,63,2,1,8,8,11MAR22:10:09,8835440600,,3,,1,,,,,5854.4922331,2021043723wdS:8AM-8PM,,0,1791120210428001,03/03/2025
,KINGFISH GENUS,2021043723wdS:8AM-8PM,2021237231791120210428,2021,6,37,61,37,1791120210428002,1,4.00,,0,0,2,6,1,1,3,2,1,,,0,0,0,0,1,,133,,,,Y,,wd,1791120210428,4,1791120210428002,,,2,S:8AM-8PM,28453,04,,,DUPLIN,1143,0,1,1,169273,,,1,65,2,2,8,8,11MAR22:10:09,8835440600,,3,,1,,,,,5854.4922331,2021043723wdS:8AM-8PM,,0,1791120210428002,03/03/2025
,SPANISH MACKEREL,2021043723wdS:8AM-8PM,2021237231791120210428,2021,6,37,133,37,1791120210428003,1,6.00,0.00,50,20,2,6,1,1,3,2,1,,,0,0,2,0,1,,133,,,,Y,,wd,1791120210428,4,1791120210428003,1,,2,S:8AM-8PM,28574,04,0,4,ONSLOW,1152,0,1,1,172436,,,1,45,2,1,8,8,11MAR22:10:09,8850030502,,3,,1,,,,,5854.4922331,2021043723wdS:8AM-8PM,,0,1791120210428003,03/03/2025
,SPANISH MACKEREL,2021043723wdS:8AM-8PM,2021237231791120210428,2021,6,37,133,37,1791120210428004,1,5.00,0.00,3,3,2,6,1,1,3,1,1,,,0,0,2,2,1,,133,,,,Y,,wd,1791120210428,4,1791120210428004,1,,2,S:8AM-8PM,28574,04,2,0,ONSLOW,1233,0,1,1,172436,,,1,52,2,1,1,8,11MAR22:10:09,8850030502,,1,,1,,,,,5854.4922331,2021043723wdS:8AM-8PM,,0,1791120210428004,03/03/2025
,KINGFISH GENUS,2021043723wdS:8AM-8PM,2021237231791120210428,2021,6,37,183,37,1791120210428005,1,6.50,0.00,8,0,2,6,1,1,3,2,1,,,0,0,4,0,1,,133,,,,N,,wd,1791120210428,4,1791120210428005,1,,2,S:8AM-8PM,27587,04,0,4,,1323,0,1,1,169273,,,1,64,2,1,8,8,11MAR22:10:09,8835440600,,1,,1,,,,,5854.4922331,2021043723wdS:8AM-8PM,,0,1791120210428005,03/03/2025
,KINGFISH GENUS,2021043723wdS:8AM-8PM,2021237231791120210428,2021,6,37,195,37,1791120210428006,1,6.50,0.00,4,0,2,6,1,1,3,2,1,,,0,0,4,0,1,,133,,,,Y,,wd,1791120210428,4,1791120210428006,1,,2,S:8AM-8PM,27896,04,0,4,WILSON,1324,0,1,1,169273,,,1,63,2,2,8,8,11MAR22:10:09,8835440600,,1,,1,,,,,5854.4922331,2021043723wdS:8AM-8PM,,0,1791120210428006,03/03/2025
SPANISH MACKEREL,BLUEFISH,2021043723wdS:8AM-8PM,2021237231791120210428,2021,6,37,37,37,1791120210428007,1,5.00,0.00,20,0,2,6,1,1,3,2,1,,,0,0,6,0,1,,133,,,,N,,wd,1791120210428,4,1791120210428007,1,,2,S:8AM-8PM,27516,04,0,7,,1342,0,1,1,168559,172436,,1,69,2,1,8,8,11MAR22:10:09,8835250101,8850030502,1,,1,,,,,5854.4922331,2021043723wdS:8AM-8PM,,0,1791120210428007,03/03/2025
