PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,KOD,ASG_CODE,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,REGION,STRAT_INTERVAL,ZIP,MONTH,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,SEX,AGE,REEF,DATE1,DIST,PRIM1,PRIM2,MODE2001,TURTLE,REEFCODE,AREA_NC,ART_REEF,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,DATE_PUBLISHED
,,2021021213wdS:8AM-8PM,2021112131585920210208,2021,7,12,33,12,33,704,1,3,4,5,0.5,,20,1,1,0,0,0,0,,,1585920210208010,7,1,2,,,,,Y,wd,1585920210208,1,,1585920210208010,,1,S:8AM-8PM,32504,02,,,ESCAMBIA,1610,,,8,1,,8,1,8,1,30,,19MAR202115:11,8,,,,,,,,,,496.01128935,2021021213wdS:8AM-8PM,,0,1585920210208010,03/03/2025
,,2021021213wdS:8AM-8PM,2021112131585920210208,2021,7,1,3,12,33,704,1,3,4,5,0.5,,0,0,1,0,0,0,0,,,1585920210208011,7,1,2,,,,,O,wd,1585920210208,1,,1585920210208011,,1,S:8AM-8PM,36561,02,,,BALDWIN,1611,,,8,1,,8,1,8,1,24,,19MAR202115:11,8,,,,,,,,,,496.01128935,2021021213wdS:8AM-8PM,,0,1585920210208011,03/03/2025
,SHEEPSHEAD,2021021213wdS:8AM-8PM,2021112131585920210208,2021,7,12,113,12,33,704,1,3,4,5,1,,60,5,1,0,0,0,0,,,1585920210208012,7,1,2,,,,,Y,wd,1585920210208,1,,1585920210208012,,1,S:8AM-8PM,32563,02,,,SANTA ROSA,1615,169189,,8,1,,8,1,8,1,35,,19MAR202115:11,8,8835430301,,,,,,,,,496.01128935,2021021213wdS:8AM-8PM,,0,1585920210208012,03/03/2025
,SHEEPSHEAD,2021021213wdS:8AM-8PM,2021112131585920210208,2021,7,12,113,12,33,704,1,3,4,5,1,,60,10,1,0,0,0,0,,,1585920210208013,7,1,2,,,,,Y,wd,1585920210208,1,,1585920210208013,,1,S:8AM-8PM,32566,02,,,SANTA ROSA,1616,169189,,8,1,,8,2,8,1,40,,19MAR202115:11,8,8835430301,,,,,,,,,496.01128935,2021021213wdS:8AM-8PM,,0,1585920210208013,03/03/2025
UNIDENTIFIED SHARK OR RAY,GREAT BARRACUDA,2021011285weS:8AM-8PM,2021112851507120210118,2021,2,6,7,12,87,306,7,5,1,3,4.5,0.00,0,0,1,1,1,0,0,2,1,1507120210118010,7,1,1,2,,,,O,we,1507120210118,3,,1507120210118010,1,8,S:8AM-8PM,95926,01,1,0,,1609,170429,159785,3,1,,8,1,1,1,42,2,22FEB202108:52,3,8837010104,8701000000,,,,,,,,11.175129869,2021011285weS:8AM-8PM,,0,1507120210118010,03/03/2025
UNIDENTIFIED SHARK OR RAY,GREAT BARRACUDA,2021011285weS:8AM-8PM,2021112851507120210118,2021,2,6,7,12,87,306,7,5,1,3,4.5,0.00,0,0,1,1,0,0,1,2,2,1507120210118011,7,1,2,2,,,,O,we,1507120210118,3,,1507120210118010,1,8,S:8AM-8PM,95926,01,,,,1610,170429,159785,3,1,,8,2,8,1,18,2,22FEB202108:52,3,8837010104,8701000000,,,,,,,,11.175129869,2021011285weS:8AM-8PM,,0,1507120210118011,03/03/2025
,,2021021215weS:8AM-8PM,2021112151526320210226,2021,6,13,233,12,5,4263,7,5,1,3,2,0.00,2,0,1,2,0,0,0,2,1,1526320210226001,7,1,2,1,,,,O,we,1526320210226,5,,1526320210226001,1,1,S:8AM-8PM,30125,02,,,,1302,,,3,1,,8,1,8,1,36,8,19MAR202115:11,3,,,,,,,,,,17.199564477,2021021215weS:8AM-8PM,,0,1526320210226001,03/03/2025
,,2021021215weS:8AM-8PM,2021112151526320210226,2021,6,13,233,12,5,4263,7,5,1,3,2,0.00,0,0,1,2,0,0,1,2,2,1526320210226002,7,1,2,1,,,,O,we,1526320210226,5,,1526320210226001,1,1,S:8AM-8PM,30125,02,,,,1303,,,3,1,,8,1,8,1,25,8,19MAR202115:11,3,,,,,,,,,,17.199564477,2021021215weS:8AM-8PM,,0,1526320210226002,03/03/2025
,RED DRUM,2021011285weS:8AM-8PM,2021112851563120210102,2021,6,12,86,12,87,509,7,5,1,3,6,0.00,50,17,2,4,2,0,0,3,1,1563120210102001,7,1,1,2,,,,O,we,1563120210102,5,,1563120210102001,1,8,S:8AM-8PM,33014,01,2,0,MIAMI-DADE,1504,169290,,3,1,,2,1,2,1,39,2,22FEB202108:52,3,8835440901,,,,,,,,,7.2863929229,2021011285weS:8AM-8PM,,0,1563120210102001,03/03/2025
,,2021011285weS:8AM-8PM,2021112851563120210102,2021,4,25,5,12,87,509,7,5,1,3,6,0.00,15,0,1,2,0,0,0,2,1,1563120210102002,7,1,2,2,,,,O,we,1563120210102,5,,1563120210102002,1,8,S:8AM-8PM,02790,01,,,BRISTOL,1600,,,3,1,,8,1,8,1,65,2,22FEB202108:52,3,,,,,,,,,,5.8361387695,2021011285weS:8AM-8PM,,0,1563120210102002,03/03/2025
,,2021011285weS:8AM-8PM,2021112851563120210102,2021,6,12,86,12,87,509,7,5,1,3,3,0.00,1,0,1,1,0,0,0,3,1,1563120210102003,7,1,2,2,,,,O,we,1563120210102,5,,1563120210102003,1,8,S:8AM-8PM,33186,01,,,MIAMI-DADE,1605,,,3,1,,8,1,8,2,60,2,22FEB202108:52,3,,,,,,,,,,7.2863929229,2021011285weS:8AM-8PM,,0,1563120210102003,03/03/2025
,,2021011285weS:8AM-8PM,2021112851563120210102,2021,6,12,86,12,87,509,7,5,1,3,2.5,0.00,1,0,4,3,3,0,0,4,1,1563120210102004,7,1,1,2,,,,O,we,1563120210102,5,,1563120210102004,1,8,S:8AM-8PM,33133,01,7,0,MIAMI-DADE,1624,,,3,1,,2,2,2,1,82,2,22FEB202108:52,3,,,,,,,,,,4.8693026672,2021011285weS:8AM-8PM,,0,1563120210102004,03/03/2025
,,2021011285weS:8AM-8PM,2021112851563120210102,2021,6,12,86,12,87,509,7,5,1,3,2.5,0.00,1,0,0,2,0,1,1,4,2,1563120210102005,7,1,3,2,,,,O,we,1563120210102,5,,1563120210102004,1,8,S:8AM-8PM,33133,01,,,MIAMI-DADE,1625,,,3,1,,8,2,8,2,79,2,22FEB202108:52,3,,,,,,,,,,4.8693026672,2021011285weS:8AM-8PM,,0,1563120210102004,03/03/2025
,,2021011285weS:8AM-8PM,2021112851563120210102,2021,7,12,87,12,87,509,7,5,1,3,2.5,0.00,20,0,0,1,0,1,1,4,2,1563120210102006,7,1,3,2,,,,Y,we,1563120210102,5,,1563120210102004,1,8,S:8AM-8PM,33036,01,,,MONROE,1626,,,3,1,,8,1,8,1,75,2,22FEB202108:52,3,,,,,,,,,,4.8693026672,2021011285weS:8AM-8PM,,0,1563120210102004,03/03/2025
,,2021021285weS:8AM-8PM,2021112851563120210206,2021,6,12,11,12,87,509,7,5,1,3,8,0.00,30,6,1,5,0,0,0,1,8,1563120210206001,7,1,2,2,,,,O,we,1563120210206,5,,1563120210206001,1,8,S:8AM-8PM,33071,02,,,BROWARD,1532,,,3,1,,8,2,8,1,61,2,19MAR202115:11,3,,,,,,,,,,12.761798114,2021021285weS:8AM-8PM,,0,1563120210206001,03/03/2025
,,2021021285weS:8AM-8PM,2021112851563120210206,2021,7,12,103,12,87,509,7,5,1,3,8,0.00,120,15,1,3,0,0,0,1,8,1563120210206002,7,1,2,2,,,,Y,we,1563120210206,5,,1563120210206002,1,8,S:8AM-8PM,33703,02,,,PINELLAS,1620,,,3,1,,8,1,8,1,65,2,19MAR202115:11,3,,,,,,,,,,12.761798114,2021021285weS:8AM-8PM,,0,1563120210206002,03/03/2025
,,2021021285weS:8AM-8PM,2021112851563120210206,2021,7,12,87,12,87,509,7,5,1,3,8,0.00,150,25,1,5,0,0,0,1,8,1563120210206003,7,1,2,2,,,,Y,we,1563120210206,5,,1563120210206003,1,8,S:8AM-8PM,33036,02,,,MONROE,1643,,,3,1,,8,2,8,1,11,2,19MAR202115:11,3,,,,,,,,,,12.761798114,2021021285weS:8AM-8PM,,0,1563120210206003,03/03/2025
,,2021021285weS:8AM-8PM,2021112851563120210227,2021,0,29,183,12,87,543,7,5,1,3,5,0.00,2,2,2,2,4,0,0,2,1,1563120210227001,7,1,1,2,,,,O,we,1563120210227,5,,1563120210227001,1,8,S:8AM-8PM,63376,02,10,0,,1507,,,3,1,,2,1,2,1,61,2,19MAR202115:11,3,,,,,,,,,,14.680396868,2021021285weS:8AM-8PM,,0,1563120210227001,03/03/2025
,,2021021285weS:8AM-8PM,2021112851563120210227,2021,0,29,113,12,87,543,7,5,1,3,5,0.00,2,2,0,2,0,1,1,2,2,1563120210227002,7,1,3,2,,,,O,we,1563120210227,5,,1563120210227001,1,8,S:8AM-8PM,63362,02,,,,1508,,,3,1,,8,2,8,1,61,2,19MAR202115:11,3,,,,,,,,,,14.680396868,2021021285weS:8AM-8PM,,0,1563120210227001,03/03/2025
GRAY SNAPPER,SHEEPSHEAD,2021021225weS:8AM-8PM,2021112251565420210228,2021,7,12,17,12,17,4460,7,5,1,3,5,0.00,1,0,4,2,13,0,0,4,1,1565420210228001,7,1,1,1,,,,Y,we,1565420210228,5,,1565420210228001,1,2,S:8AM-8PM,34428,02,34,0,CITRUS,1618,169189,168848,3,1,,2,1,2,1,74,1,19MAR202115:11,3,8835430301,8835360102,,,,,,,,71.722379344,2021021225weS:8AM-8PM,,0,1565420210228001,03/03/2025
GRAY SNAPPER,SHEEPSHEAD,2021021225weS:8AM-8PM,2021112251565420210228,2021,7,12,17,12,17,4460,7,5,1,3,5,0.00,1,0,0,3,0,1,1,4,2,1565420210228002,7,1,3,1,,,,Y,we,1565420210228,5,,1565420210228001,1,2,S:8AM-8PM,34428,02,,,CITRUS,1620,169189,168848,3,1,,8,2,8,2,75,1,19MAR202115:11,3,8835430301,8835360102,,,,,,,,71.722379344,2021021225weS:8AM-8PM,,0,1565420210228001,03/03/2025
GRAY SNAPPER,SHEEPSHEAD,2021021225weS:8AM-8PM,2021112251565420210228,2021,6,12,11,12,17,4460,7,5,1,3,5,0.00,4,1,0,4,0,1,1,4,2,1565420210228003,7,1,3,1,,,,O,we,1565420210228,5,,1565420210228001,1,2,S:8AM-8PM,33331,02,,,BROWARD,1622,169189,168848,3,1,,8,1,8,2,62,1,19MAR202115:11,3,8835430301,8835360102,,,,,,,,71.722379344,2021021225weS:8AM-8PM,,0,1565420210228001,03/03/2025
GRAY SNAPPER,SHEEPSHEAD,2021021225weS:8AM-8PM,2021112251565420210228,2021,6,12,11,12,17,4460,7,5,1,3,5,0.00,4,1,0,4,0,1,1,4,2,1565420210228004,7,1,3,1,,,,O,we,1565420210228,5,,1565420210228001,1,2,S:8AM-8PM,33331,02,,,BROWARD,1624,169189,168848,3,1,,8,2,8,1,72,1,19MAR202115:11,3,8835430301,8835360102,,,,,,,,71.722379344,2021021225weS:8AM-8PM,,0,1565420210228001,03/03/2025
,,2021011285weS:8AM-8PM,2021112851572020210103,2021,0,17,163,12,87,1871,7,5,1,3,3,0.00,0,0,5,3,5,0,0,5,1,1572020210103001,7,1,1,2,,,,O,we,1572020210103,5,,1572020210103001,1,8,S:8AM-8PM,99998,01,10,0,,1202,,,1,1,,2,1,2,1,44,2,22FEB202108:52,3,,,,,,,,,,37.577203936,2021011285weS:8AM-8PM,,0,1572020210103001,03/03/2025
,BONEFISH,2021011285weS:8AM-8PM,2021112851572020210103,2021,7,48,167,12,87,1871,7,5,1,3,3,0.00,2,0,1,4,0,0,0,2,1,1572020210103003,7,1,2,2,,,,O,we,1572020210103,5,,1572020210103003,1,8,S:8AM-8PM,99998,01,,,,1313,161121,,3,1,,8,1,8,2,35,2,22FEB202108:52,3,8739010101,,,,,,,,,9.8639451574,2021011285weS:8AM-8PM,,0,1572020210103003,03/03/2025
,BONEFISH,2021011285weS:8AM-8PM,2021112851572020210103,2021,7,48,167,12,87,1871,7,5,1,3,3,0.00,6,0,1,4,0,0,1,2,2,1572020210103004,7,1,2,2,,,,O,we,1572020210103,5,,1572020210103003,1,8,S:8AM-8PM,77565,01,,,,1314,161121,,3,1,,8,2,8,1,50,2,22FEB202108:52,3,8739010101,,,,,,,,,9.8639451574,2021011285weS:8AM-8PM,,0,1572020210103004,03/03/2025
,,2021011285weS:8AM-8PM,2021112851572020210103,2021,3,53,33,12,87,1871,7,5,1,3,1.5,0.00,0,0,1,1,1,0,0,4,1,1572020210103005,7,1,1,2,,,,O,we,1572020210103,5,,1572020210103005,1,8,S:8AM-8PM,98166,01,1,0,KING,1352,,,3,1,,8,1,1,1,59,2,22FEB202108:52,3,,,,,,,,,,30.648889242,2021011285weS:8AM-8PM,,0,1572020210103005,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210207,2021,6,12,99,12,87,543,7,5,1,3,3,0.00,6,0,2,1,2,0,0,2,1,1572020210207001,7,1,1,2,,,,O,we,1572020210207,5,,1572020210207001,1,8,S:8AM-8PM,33408,02,13,0,PALM BEACH,1107,,,3,1,,2,1,2,1,54,2,19MAR202115:11,3,,,,,,,,,,24.581575472,2021021285weS:8AM-8PM,,0,1572020210207001,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210207,2021,6,12,99,12,87,543,7,5,1,3,2.5,0.00,24,4,2,3,3,0,0,2,1,1572020210207002,7,1,1,2,,,,O,we,1572020210207,5,,1572020210207002,1,8,S:8AM-8PM,33487,02,4,0,PALM BEACH,1122,,,3,1,,2,2,2,1,48,2,19MAR202115:11,3,,,,,,,,,,24.581575472,2021021285weS:8AM-8PM,,0,1572020210207002,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210207,2021,6,12,11,12,87,543,7,5,1,3,3,0.00,1,1,1,2,1,0,0,3,1,1572020210207003,7,1,1,2,,,,O,we,1572020210207,5,,1572020210207003,1,8,S:8AM-8PM,33301,02,1,0,BROWARD,1137,,,3,1,,8,1,1,1,50,2,19MAR202115:11,3,,,,,,,,,,13.758602967,2021021285weS:8AM-8PM,,0,1572020210207003,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210207,2021,6,12,11,12,87,543,7,5,1,3,3,0.00,1,1,1,2,0,0,1,3,2,1572020210207004,7,1,2,2,,,,O,we,1572020210207,5,,1572020210207003,1,8,S:8AM-8PM,33301,02,,,BROWARD,1138,,,3,1,,8,2,8,1,999,2,19MAR202115:11,3,,,,,,,,,,13.758602967,2021021285weS:8AM-8PM,,0,1572020210207004,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210207,2021,6,12,11,12,87,543,7,5,1,3,3,0.00,1,1,1,2,0,0,1,3,2,1572020210207005,7,1,2,2,,,,O,we,1572020210207,5,,1572020210207003,1,8,S:8AM-8PM,33301,02,,,BROWARD,1139,,,3,1,,8,2,8,1,999,2,19MAR202115:11,3,,,,,,,,,,13.758602967,2021021285weS:8AM-8PM,,0,1572020210207005,03/03/2025
,GRAY SNAPPER,2021021285weS:8AM-8PM,2021112851572020210207,2021,5,34,9,12,87,543,7,5,1,3,4,0.00,1,0,2,3,2,0,0,2,1,1572020210207006,7,1,1,2,,,,O,we,1572020210207,5,,1572020210207006,1,8,S:8AM-8PM,08226,02,7,0,CAPE MAY,1235,168848,,3,1,,2,1,2,1,56,2,19MAR202115:11,3,8835360102,,,,,,,,,24.581575472,2021021285weS:8AM-8PM,,0,1572020210207006,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210207,2021,6,12,99,12,87,543,7,5,1,3,3,0.00,60,10,2,4,10,0,0,2,1,1572020210207011,7,1,1,2,,,,O,we,1572020210207,5,,1572020210207011,1,8,S:8AM-8PM,33412,02,10,0,PALM BEACH,1645,,,3,1,,2,1,2,1,37,2,19MAR202115:11,3,,,,,,,,,,11.882148843,2021021285weS:8AM-8PM,,0,1572020210207011,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210207,2021,6,12,99,12,87,543,7,5,1,3,3,0.00,60,10,0,3,0,1,1,2,2,1572020210207012,7,1,3,2,,,,O,we,1572020210207,5,,1572020210207011,1,8,S:8AM-8PM,33412,02,,,PALM BEACH,1646,,,3,1,,8,2,8,2,27,2,19MAR202115:11,3,,,,,,,,,,11.882148843,2021021285weS:8AM-8PM,,0,1572020210207011,03/03/2025
,,2021021285wdS:8AM-8PM,2021112851572020210218,2021,5,36,55,12,87,572,7,5,1,3,4,0.00,0,0,5,4,1,0,0,5,1,1572020210218001,7,1,1,2,,,,O,wd,1572020210218,7,,1572020210218001,1,8,S:8AM-8PM,14450,02,8,0,,1224,,,3,1,,2,1,2,2,50,2,19MAR202115:11,3,,,,,,,,,,8.317944889,2021021285wdS:8AM-8PM,,0,1572020210218001,03/03/2025
,,2021021285wdS:8AM-8PM,2021112851572020210218,2021,5,36,55,12,87,572,7,5,1,3,4,0.00,0,0,0,3,0,1,1,5,2,1572020210218002,7,1,3,2,,,,O,wd,1572020210218,7,,1572020210218001,1,8,S:8AM-8PM,14450,02,,,,1225,,,3,1,,8,2,8,1,46,2,19MAR202115:11,3,,,,,,,,,,8.317944889,2021021285wdS:8AM-8PM,,0,1572020210218001,03/03/2025
,,2021021285wdS:8AM-8PM,2021112851572020210218,2021,5,36,55,12,87,572,7,5,1,3,4,0.00,0,0,0,3,0,1,1,5,2,1572020210218003,7,1,3,2,,,,O,wd,1572020210218,7,,1572020210218001,1,8,S:8AM-8PM,14450,02,,,,1226,,,3,1,,8,2,8,1,999,2,19MAR202115:11,3,,,,,,,,,,8.317944889,2021021285wdS:8AM-8PM,,0,1572020210218001,03/03/2025
,,2021021285wdS:8AM-8PM,2021112851572020210218,2021,0,30,55,12,87,572,7,5,1,3,4,0.00,0,0,0,3,0,1,1,5,2,1572020210218004,7,1,3,2,,,,O,wd,1572020210218,7,,1572020210218001,1,8,S:8AM-8PM,99998,02,,,,1227,,,3,1,,8,2,8,1,999,2,19MAR202115:11,3,,,,,,,,,,8.317944889,2021021285wdS:8AM-8PM,,0,1572020210218001,03/03/2025
,,2021021285wdS:8AM-8PM,2021112851572020210218,2021,5,36,55,12,87,572,7,5,1,3,4,0.00,0,0,0,2,0,1,1,5,2,1572020210218005,7,1,3,2,,,,O,wd,1572020210218,7,,1572020210218001,1,8,S:8AM-8PM,14450,02,,,,1228,,,3,1,,8,2,8,2,999,2,19MAR202115:11,3,,,,,,,,,,8.317944889,2021021285wdS:8AM-8PM,,0,1572020210218001,03/03/2025
,ATLANTIC TARPON,2021021285weS:8AM-8PM,2021112851572020210227,2021,4,25,11,12,87,3403,7,5,1,3,3,,2,2,1,0,0,0,0,1,8,1572020210227001,7,1,2,2,,,,O,we,1572020210227,5,,1572020210227001,,8,S:8AM-8PM,01364,02,,,,1154,161116,,3,1,,8,1,8,1,50,2,19MAR202115:11,3,8738020201,,,,,,,,,63.164802311,2021021285weS:8AM-8PM,,0,1572020210227001,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210227,2021,5,51,59,12,87,3403,7,5,1,3,3,0.00,0,0,4,2,1,0,0,4,1,1572020210227002,7,1,1,2,,,,O,we,1572020210227,5,,1572020210227002,1,8,S:8AM-8PM,20171,02,9,0,,1211,,,3,1,,2,1,2,2,53,2,19MAR202115:11,3,,,,,,,,,,63.164802311,2021021285weS:8AM-8PM,,0,1572020210227002,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210227,2021,5,51,59,12,87,3403,7,5,1,3,3,0.00,0,0,0,2,0,1,1,4,2,1572020210227003,7,1,3,2,,,,O,we,1572020210227,5,,1572020210227002,1,8,S:8AM-8PM,20171,02,,,,1212,,,3,1,,8,2,8,1,54,2,19MAR202115:11,3,,,,,,,,,,63.164802311,2021021285weS:8AM-8PM,,0,1572020210227002,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210227,2021,5,51,59,12,87,3403,7,5,1,3,3,0.00,0,0,0,1,0,1,1,4,2,1572020210227004,7,1,3,2,,,,O,we,1572020210227,5,,1572020210227002,1,8,S:8AM-8PM,22066,02,,,,1213,,,3,1,,8,2,8,2,53,2,19MAR202115:11,3,,,,,,,,,,63.164802311,2021021285weS:8AM-8PM,,0,1572020210227002,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210227,2021,5,51,59,12,87,3403,7,5,1,3,3,0.00,0,0,0,1,0,1,1,4,2,1572020210227005,7,1,3,2,,,,O,we,1572020210227,5,,1572020210227002,1,8,S:8AM-8PM,22066,02,,,,1214,,,3,1,,8,2,8,1,55,2,19MAR202115:11,3,,,,,,,,,,63.164802311,2021021285weS:8AM-8PM,,0,1572020210227002,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210227,2021,0,17,31,12,87,3403,7,5,1,3,3,0.00,0,0,1,3,0,0,0,4,1,1572020210227006,7,1,2,2,,,,O,we,1572020210227,5,,1572020210227006,1,8,S:8AM-8PM,60622,02,,,,1231,,,3,1,,8,2,8,2,27,2,19MAR202115:11,3,,,,,,,,,,63.164802311,2021021285weS:8AM-8PM,,0,1572020210227006,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210227,2021,0,17,31,12,87,3403,7,5,1,3,3,0.00,0,0,1,3,0,0,1,4,2,1572020210227007,7,1,2,2,,,,O,we,1572020210227,5,,1572020210227006,1,8,S:8AM-8PM,60622,02,,,,1232,,,3,1,,8,2,8,2,26,2,19MAR202115:11,3,,,,,,,,,,63.164802311,2021021285weS:8AM-8PM,,0,1572020210227007,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210227,2021,0,17,31,12,87,3403,7,5,1,3,3,0.00,0,0,1,3,0,0,1,4,2,1572020210227008,7,1,2,2,,,,O,we,1572020210227,5,,1572020210227006,1,8,S:8AM-8PM,60622,02,,,,1233,,,3,1,,8,2,8,1,30,2,19MAR202115:11,3,,,,,,,,,,63.164802311,2021021285weS:8AM-8PM,,0,1572020210227008,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210227,2021,5,36,47,12,87,3403,7,5,1,3,3,0.00,0,0,1,2,0,0,1,4,2,1572020210227009,7,1,2,2,,,,O,we,1572020210227,5,,1572020210227006,1,8,S:8AM-8PM,11201,02,,,KINGS,1234,,,3,1,,8,2,8,2,22,2,19MAR202115:11,3,,,,,,,,,,63.164802311,2021021285weS:8AM-8PM,,0,1572020210227009,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210227,2021,7,12,101,12,87,3403,7,5,1,3,3,0.00,0,0,1,2,0,0,0,4,1,1572020210227010,7,1,2,2,,,,Y,we,1572020210227,5,,1572020210227010,1,8,S:8AM-8PM,34638,02,,,PASCO,1249,,,3,1,,8,1,8,1,41,2,19MAR202115:11,3,,,,,,,,,,63.164802311,2021021285weS:8AM-8PM,,0,1572020210227010,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210227,2021,7,12,101,12,87,3403,7,5,1,3,3,0.00,0,0,1,1,0,0,1,4,2,1572020210227011,7,1,2,2,,,,Y,we,1572020210227,5,,1572020210227010,1,8,S:8AM-8PM,34638,02,,,PASCO,1250,,,3,1,,8,2,8,2,40,2,19MAR202115:11,3,,,,,,,,,,63.164802311,2021021285weS:8AM-8PM,,0,1572020210227011,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210227,2021,5,34,29,12,87,381,7,5,1,3,4,0.00,0,0,2,2,8,0,0,2,1,1572020210227012,7,1,1,1,,,,O,we,1572020210227,5,,1572020210227012,1,8,S:8AM-8PM,08731,02,8,0,OCEAN,1443,,,1,1,,2,1,2,1,68,2,19MAR202115:11,3,,,,,,,,,,63.164802311,2021021285weS:8AM-8PM,,0,1572020210227012,03/03/2025
,,2021021285weS:8AM-8PM,2021112851572020210227,2021,0,16,1,12,87,381,7,5,1,3,4,0.00,0,0,0,1,0,1,1,2,2,1572020210227013,7,1,3,1,,,,O,we,1572020210227,5,,1572020210227012,1,8,S:8AM-8PM,83716,02,,,,1444,,,1,1,,8,2,8,1,62,2,19MAR202115:11,3,,,,,,,,,,63.164802311,2021021285weS:8AM-8PM,,0,1572020210227012,03/03/2025
,,2021011225wdS:8AM-8PM,2021112251574320210107,2021,0,19,998,12,101,899,7,5,1,3,4,0.00,0,0,2,1,1,0,0,2,1,1574320210107001,7,1,1,2,,,,O,wd,1574320210107,7,,1574320210107001,1,2,S:8AM-8PM,50503,01,10,0,,1230,,,3,1,,2,1,2,1,43,2,22FEB202108:52,3,,,,,,,,,,197.34592864,2021011225wdS:8AM-8PM,,0,1574320210107001,03/03/2025
,,2021011225wdS:8AM-8PM,2021112251574320210107,2021,0,19,998,12,101,899,7,5,1,3,4,0.00,0,0,0,1,0,1,1,2,2,1574320210107002,7,1,3,2,,,,O,wd,1574320210107,7,,1574320210107001,1,2,S:8AM-8PM,50503,01,,,,1233,,,3,1,,8,2,8,1,19,2,22FEB202108:52,3,,,,,,,,,,197.34592864,2021011225wdS:8AM-8PM,,0,1574320210107001,03/03/2025
,,2021011215weS:8AM-8PM,2021112151577120210117,2021,7,12,33,12,33,149,7,5,1,3,3,0.00,0,0,1,2,0,0,0,2,1,1577120210117001,7,1,2,1,,,,Y,we,1577120210117,3,,1577120210117001,1,1,S:8AM-8PM,32506,01,,,ESCAMBIA,1341,,,3,1,,8,1,8,1,23,1,22FEB202108:52,3,,,,,,,,,,212.34019733,2021011215weS:8AM-8PM,,0,1577120210117001,03/03/2025
,,2021011215weS:8AM-8PM,2021112151577120210117,2021,7,12,33,12,33,149,7,5,1,3,3,0.00,0,0,1,2,0,0,1,2,2,1577120210117002,7,1,2,1,,,,Y,we,1577120210117,3,,1577120210117001,1,1,S:8AM-8PM,32506,01,,,ESCAMBIA,1342,,,3,1,,8,1,8,2,24,1,22FEB202108:52,3,,,,,,,,,,212.34019733,2021011215weS:8AM-8PM,,0,1577120210117002,03/03/2025
,,2021011235wdS:8AM-8PM,2021112351578420210121,2021,0,17,179,12,103,892,7,5,1,3,4,0.00,0,0,2,2,6,0,0,2,1,1578420210121001,7,1,1,1,,,,O,wd,1578420210121,7,,1578420210121001,1,3,S:8AM-8PM,61755,01,48,0,,1210,,,3,1,,2,1,2,1,44,1,22FEB202108:52,3,,,,,,,,,,332.26674814,2021011235wdS:8AM-8PM,,0,1578420210121001,03/03/2025
,,2021011235wdS:8AM-8PM,2021112351578420210121,2021,0,17,179,12,103,892,7,5,1,3,4,0.00,0,0,0,1,0,1,1,2,2,1578420210121002,7,1,3,1,,,,O,wd,1578420210121,7,,1578420210121001,1,3,S:8AM-8PM,61755,01,,,,1212,,,3,1,,8,2,8,2,47,1,22FEB202108:52,3,,,,,,,,,,332.26674814,2021011235wdS:8AM-8PM,,0,1578420210121001,03/03/2025
RED DRUM,SNOOK GENUS,2021011285wdS:8AM-8PM,2021112851582920210106,2021,0,26,998,12,87,509,7,5,1,3,4,,0,0,1,0,0,0,0,1,8,1582920210106001,7,1,2,2,,,,O,wd,1582920210106,5,,1582920210106001,,8,S:8AM-8PM,48603,01,,,,1402,167643,169290,3,1,,8,1,8,1,38,2,22FEB202108:52,3,8835010100,8835440901,,,,,,,,26.669141774,2021011285wdS:8AM-8PM,,0,1582920210106001,03/03/2025
