PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,MODE_ASG,NUM_TYP9,ASG_CODE,MONTH,KOD,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
RED DRUM,UNIDENTIFIED FLOUNDER OR SOLE,200366458311wd,162842003111119143,,3,5,0,2,1,19,700,O,0,0,,3,1628420031111002,143,3,3,0,0,0,0,,,5,45,51,6,1,6,2003,1,0,1628420031111,11,wd,,1628420031111002,,,,8,1,,NEWPORT NEWS CITY,20040317,8,8,1,3,,,8857000000,8835440901,1,,8,1405,27134.474093,200366458311wd,,0,1628420031111002,23602,03/03/2025
,,200366458311wd,162842003111119143,,3,5,0,2,1,19,19,Y,0,0,,3,1628420031111003,143,3,3,0,0,0,0,,,6,45,45,6,1,6,2003,1,0,1628420031111,11,wd,,1628420031111003,,,,8,1,,CHARLESTON,20040317,8,8,1,3,,,,,1,,8,1410,13408.361521,200366458311wd,,0,1628420031111003,29466,03/03/2025
,,200366458311wd,162842003111119143,0,3,5,0,1,1,19,19,Y,1,7,,2,1628420031111004,143,3,3,1,1,0,0,,,6,45,45,6,2,6,2003,1,0,1628420031111,11,wd,,1628420031111004,1,,,8,2,,CHARLESTON,20040317,8,1,1,3,,,,,1,,8,1515,13408.361521,200366458311wd,,0,1628420031111004,29464,03/03/2025
RED DRUM,SPOTTED SEATROUT,200366458311wd,162842003111119143,,3,5,0,2,1,19,19,Y,1,1,,3,1628420031111005,143,3,3,0,0,0,0,,,6,45,45,6,1,6,2003,1,0,1628420031111,11,wd,,1628420031111005,,,,8,1,,CHARLESTON,20040317,8,8,1,3,,,8835440102,8835440901,1,,8,1610,13408.361521,200366458311wd,,0,1628420031111005,29407,03/03/2025
RED DRUM,SPOTTED SEATROUT,200366458311wd,162842003111119143,0,3,5,0,2,1,19,19,Y,16,90,,3,1628420031111006,143,3,3,1,0,0,0,,,6,45,45,6,1,6,2003,1,0,1628420031111,11,wd,,1628420031111006,1,,,8,1,,CHARLESTON,20040317,8,8,1,3,,,8835440102,8835440901,1,,8,1615,13408.361521,200366458311wd,,0,1628420031111006,29466,03/03/2025
,,200366458311wd,162842003111119143,,3,5,0,2,1,19,21,O,15,30,,1,1628420031111007,143,3,3,0,0,0,0,,,6,45,37,6,1,6,2003,1,0,1628420031111,11,wd,,1628420031111007,,,,8,1,,,20040317,8,8,1,3,,,,,1,,8,1700,27134.474093,200366458311wd,,0,1628420031111007,28724,03/03/2025
,,200366458311wd,162842003111119143,0,3,5,0,2,1,19,175,O,21,21,,1,1628420031111008,143,3,3,1,0,0,0,,,6,45,37,6,1,6,2003,1,0,1628420031111,11,wd,,1628420031111008,1,,,8,1,,,20040317,8,8,1,3,,,,,1,,8,1710,27134.474093,200366458311wd,,0,1628420031111008,28747,03/03/2025
,,200366458312wd,16284200312081968,0,3,5,0,1,1,19,19,Y,45,300,,3,1628420031208001,68,1,3,1,1,0,0,,,6,45,45,6,1,6,2003,5,0,1628420031208,12,wd,,1628420031208001,1,2,0,8,1,,CHARLESTON,20040317,8,1,1,0,,,,,1,,8,1315,13408.361521,200366458312wd,,0,1628420031208001,29403,03/03/2025
,KING MACKEREL,200366458512we,162272003122719168,,1,2,6.5,2,1,19,19,Y,0,5,1,3.5,1622720031227001,168,7,5,0,0,0,0,2,3,6,45,45,6,1,6,2003,5,0,1622720031227,12,we,,1622720031227001,,,,8,2,,CHARLESTON,20040317,2,8,1,7,,,8850030501,,1,,8,1540,264.69159129,200366458512we,,0,1622720031227001,29464,03/03/2025
,KING MACKEREL,200366458512we,162272003122719168,0,1,2,6.5,2,1,19,35,Y,0,9,2,3.5,1622720031227002,168,7,5,1,0,0,1,2,3,6,45,45,6,1,6,2003,5,0,1622720031227,12,we,,1622720031227001,1,,,8,2,,DORCHESTER,20040317,2,8,1,7,,,8850030501,,1,,8,1545,264.69159129,200366458512we,,0,1622720031227002,29485,03/03/2025
,KING MACKEREL,200366458512we,162272003122719168,0,1,2,6.5,2,1,19,19,Y,0,3,2,3.5,1622720031227003,168,7,5,1,0,0,1,2,3,6,45,45,6,1,6,2003,5,0,1622720031227,12,we,,1622720031227001,1,,,8,2,,CHARLESTON,20040317,2,8,1,7,,,8850030501,,1,,8,1550,264.69159129,200366458512we,,0,1622720031227003,29412,03/03/2025
,,200366458711wd,16098200311121975,,1,1,3,2,1,19,19,Y,10,50,8,2,1609820031112001,75,8,7,0,0,0,0,,1,6,45,45,6,1,6,2003,3,0,1609820031112,11,wd,,1609820031112001,,,,8,1,,CHARLESTON,20040317,1,8,1,8,,,,,1,,8,1300,3340.6630111,200366458711wd,,0,1609820031112001,29414,03/03/2025
,,200366458711wd,16098200311121975,,1,1,4,2,1,19,19,Y,51,60,8,3.5,1609820031112002,75,8,7,0,0,0,0,,1,6,45,45,6,1,6,2003,3,0,1609820031112,11,wd,,1609820031112002,,,,8,1,,CHARLESTON,20040317,1,8,1,8,,,,,1,,8,1325,3340.6630111,200366458711wd,,0,1609820031112002,29412,03/03/2025
,,200366458711wd,16098200311121975,0,1,1,6,2,1,19,91,N,0,7,1,5,1609820031112004,75,8,7,1,0,0,0,,2,6,45,45,6,1,6,2003,3,0,1609820031112,11,wd,,1609820031112004,1,,,8,1,,,20040317,1,8,1,8,,,,,1,,8,1410,8857.3537983,200366458711wd,,0,1609820031112004,29745,03/03/2025
,,200366458711wd,16098200311121975,,1,1,6,2,1,19,91,N,0,2,2,5,1609820031112005,75,8,7,0,0,0,1,,2,6,45,45,6,1,6,2003,3,0,1609820031112,11,wd,,1609820031112004,,,,8,1,,,20040317,1,8,1,8,,,,,1,,8,1420,8857.3537983,200366458711wd,,0,1609820031112005,29745,03/03/2025
,RED DRUM,200366458712wd,16284200312081968,0,1,1,3.5,1,2,19,19,Y,50,300,1,2,1628420031208002,68,8,7,1,1,0,0,,2,6,45,45,6,1,6,2003,5,0,1628420031208,12,wd,,1628420031208002,1,3,0,8,1,,CHARLESTON,20040317,1,2,1,8,,,8835440901,,1,,2,1410,3340.6630111,200366458712wd,,0,1628420031208002,29466,03/03/2025
,RED DRUM,200366458712wd,16284200312081968,0,1,1,3.5,3,0,19,19,Y,15,100,2,2,1628420031208003,68,8,7,1,0,1,1,,2,6,45,45,6,1,6,2003,5,0,1628420031208,12,wd,,1628420031208002,1,,,8,1,,CHARLESTON,20040317,1,8,1,8,,,8835440901,,1,,8,1415,3340.6630111,200366458712wd,,0,1628420031208002,29412,03/03/2025
,,200366458711wd,16098200311121975,0,1,2,4,2,1,19,19,Y,61,100,8,3,1609820031112003,75,8,7,2,0,0,0,,1,6,45,45,6,1,6,2003,3,0,1609820031112,11,wd,,1609820031112003,1,,,8,1,,CHARLESTON,20040317,2,8,1,8,,,,,1,,8,1340,2658.9427576,200366458711wd,,0,1609820031112003,99998,03/03/2025
SNAPPER FAMILY,UNIDENTIFIED GROUPER,200366458711we,16284200311161957,0,1,2,8.5,1,3,19,19,Y,15,150,1,5.5,1628420031116021,57,8,7,2,3,0,0,,4,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116021,1,1,0,8,2,,CHARLESTON,20040317,2,2,1,8,,,8835025000,8835360000,1,,2,1630,2595.6152516,200366458711we,,0,1628420031116021,29405,03/03/2025
SNAPPER FAMILY,UNIDENTIFIED GROUPER,200366458711we,16284200311161957,0,1,2,8.5,3,0,19,19,Y,2,20,2,5.5,1628420031116022,57,8,7,2,0,1,1,,4,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116021,1,,,8,1,,CHARLESTON,20040317,2,8,1,8,,,8835025000,8835360000,1,,8,1635,2595.6152516,200366458711we,,0,1628420031116021,29414,03/03/2025
SNAPPER FAMILY,UNIDENTIFIED GROUPER,200366458711we,16284200311161957,,1,2,8.5,2,1,19,15,Y,2,20,2,5.5,1628420031116023,57,8,7,0,0,0,1,,4,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116021,,,,8,1,,BERKELEY,20040317,2,8,1,8,,,8835025000,8835360000,1,,8,1640,2595.6152516,200366458711we,,0,1628420031116023,29445,03/03/2025
SNAPPER FAMILY,UNIDENTIFIED GROUPER,200366458711we,16284200311161957,0,1,2,8.5,3,0,19,19,Y,4,20,2,5.5,1628420031116024,57,8,7,4,0,1,1,,4,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116021,1,,,8,1,,CHARLESTON,20040317,2,8,1,8,,,8835025000,8835360000,1,,8,1645,2595.6152516,200366458711we,,0,1628420031116021,29405,03/03/2025
SOUTHERN KINGFISH,SUMMER FLOUNDER,200366458712wd,162312003121251172,0,5,5,4.5,2,1,51,51,Y,14,50,1,4,1623120031212001,172,8,7,2,0,0,0,,3,6,45,45,6,1,6,2003,5,0,1623120031212,12,wd,,1623120031212001,1,,,8,2,,HORRY,20040317,8,8,1,8,,,8857030301,8835440601,1,,8,1420,13644.403225,200366458712wd,,0,1623120031212001,29577,03/03/2025
,SOUTHERN FLOUNDER,200366458712wd,162312003121251172,0,5,5,4.5,2,1,51,51,Y,8,20,2,4,1623120031212002,172,8,7,2,0,0,1,,3,6,45,45,6,1,6,2003,5,0,1623120031212,12,wd,,1623120031212001,1,,,8,2,,HORRY,20040317,8,8,1,8,,,8857030304,,1,,8,1435,13644.403225,200366458712wd,,0,1623120031212002,29577,03/03/2025
,,200366458712wd,162312003121251172,0,5,5,4.5,2,1,51,51,Y,1,2,2,4,1623120031212003,172,8,7,1,0,0,1,,3,6,45,45,6,1,6,2003,5,0,1623120031212,12,wd,,1623120031212001,1,,,8,2,,HORRY,20040317,8,8,1,8,,,,,1,,8,1450,13644.403225,200366458712wd,,0,1623120031212003,29598,03/03/2025
,,200366458711we,16283200311081399,0,3,5,5,2,1,13,13,Y,10,998,1,4,1628320031108001,99,8,7,2,0,0,0,,2,6,45,45,6,1,6,2003,5,0,1628320031108,11,we,,1628320031108001,1,,,8,2,,BEAUFORT,20040317,8,8,1,8,,,,,1,,8,1220,7951.5927025,200366458711we,,0,1628320031108001,29902,03/03/2025
RED DRUM,SPOTTED SEATROUT,200366458711we,16283200311081399,0,3,5,3,1,1,13,13,Y,10,40,8,2.5,1628320031108002,99,8,7,1,1,0,0,,1,6,45,45,6,1,6,2003,5,0,1628320031108,11,we,,1628320031108002,1,1,0,8,1,,BEAUFORT,20040317,8,1,1,8,,,8835440102,8835440901,1,,8,1245,7951.5927025,200366458711we,,0,1628320031108002,29906,03/03/2025
,SPOTTED SEATROUT,200366458711we,16283200311081399,0,3,5,3,2,1,13,13,Y,3,10,1,2.5,1628320031108003,99,8,7,1,0,0,0,,2,6,45,45,6,1,6,2003,5,0,1628320031108,11,we,,1628320031108003,1,,,8,2,,BEAUFORT,20040317,8,8,1,8,,,8835440102,,1,,8,1300,7951.5927025,200366458711we,,0,1628320031108003,29906,03/03/2025
SPOTTED SEATROUT,RED DRUM,200366458711we,16283200311081399,0,4,5,7,1,2,13,13,Y,36,140,1,6,1628320031108004,99,8,7,1,1,0,0,,2,6,45,45,6,1,6,2003,5,0,1628320031108,11,we,,1628320031108004,1,7,0,8,1,,BEAUFORT,20040317,8,2,1,8,,,8835440901,8835440102,1,,2,1415,7951.5927025,200366458711we,,0,1628320031108004,29907,03/03/2025
,RED DRUM,200366458711we,16283200311081399,0,3,5,4,2,1,13,13,Y,12,40,8,3.5,1628320031108005,99,8,7,1,0,0,0,,1,6,45,45,6,1,6,2003,5,0,1628320031108,11,we,,1628320031108005,1,,,8,2,,BEAUFORT,20040317,8,8,1,8,,,8835440901,,1,,8,1430,7951.5927025,200366458711we,,0,1628320031108005,29902,03/03/2025
,,200366458711we,16283200311081399,,3,5,3,2,1,13,13,Y,6,30,8,2,1628320031108006,99,8,7,0,0,0,0,,1,6,45,45,6,1,6,2003,5,0,1628320031108,11,we,,1628320031108006,,,,8,2,,BEAUFORT,20040317,8,8,1,8,,,,,1,,8,1500,7951.5927025,200366458711we,,0,1628320031108006,29902,03/03/2025
,RED DRUM,200366458711we,16283200311081399,0,3,5,5.5,1,3,13,13,Y,3,8,1,4,1628320031108007,99,8,7,1,1,0,0,,3,6,45,45,6,1,6,2003,5,0,1628320031108,11,we,,1628320031108007,1,6,0,8,1,,BEAUFORT,20040317,8,2,1,8,,,8835440901,,1,,2,1630,7951.5927025,200366458711we,,0,1628320031108007,29902,03/03/2025
,SPOTTED SEATROUT,200366458711we,16283200311081399,0,3,5,6,2,1,13,13,Y,16,30,1,4,1628320031108008,99,8,7,1,0,0,0,,2,6,45,45,6,1,6,2003,5,0,1628320031108,11,we,,1628320031108008,1,,,8,2,,BEAUFORT,20040317,8,8,1,8,,,8835440102,,1,,8,1645,7951.5927025,200366458711we,,0,1628320031108008,29906,03/03/2025
SPOTTED SEATROUT,RED DRUM,200366458711wd,16284200311071968,,4,5,4,2,1,19,45,N,2,30,1,2,1628420031107002,68,8,7,0,0,0,0,,3,6,45,45,6,1,6,2003,3,0,1628420031107,11,wd,,1628420031107002,,,,8,1,,,20040317,8,8,1,8,,,8835440901,8835440102,1,,8,1440,15836.149254,200366458711wd,,0,1628420031107002,29605,03/03/2025
,SOUTHERN KINGFISH,200366458711wd,16284200311071968,0,4,5,4.5,1,3,19,19,O,1,2,1,4,1628420031107003,68,8,7,1,1,0,0,,3,5,45,42,6,1,6,2003,3,0,1628420031107,11,wd,,1628420031107003,1,,,8,1,,,20040317,8,2,1,8,,,8835440601,,1,,2,1520,4809.4165471,200366458711wd,,0,1628420031107003,29464,03/03/2025
,SOUTHERN KINGFISH,200366458711wd,16284200311071968,0,4,5,4.5,3,0,19,15,O,2,6,2,4,1628420031107004,68,8,7,2,0,1,1,,3,5,45,42,6,1,6,2003,3,0,1628420031107,11,wd,,1628420031107003,1,,,8,1,,,20040317,8,8,1,8,,,8835440601,,1,,8,1525,4809.4165471,200366458711wd,,0,1628420031107003,29483,03/03/2025
,SOUTHERN KINGFISH,200366458711wd,16284200311071968,0,4,5,4.5,3,0,19,15,Y,2,6,2,4,1628420031107005,68,8,7,1,0,1,1,,3,6,45,45,6,1,6,2003,3,0,1628420031107,11,wd,,1628420031107003,1,,,8,1,,BERKELEY,20040317,8,8,1,8,,,8835440601,,1,,8,1530,4946.9473509,200366458711wd,,0,1628420031107003,29483,03/03/2025
RED DRUM,SHEEPSHEAD,200366458711wd,16284200311071968,0,2,5,7,1,1,19,15,O,10,50,1,6,1628420031107006,68,8,7,2,2,0,0,,2,5,45,42,6,1,6,2003,3,0,1628420031107,11,wd,,1628420031107006,1,,,8,1,,,20040317,8,1,1,8,,,8835430301,8835440901,1,,8,1605,4809.4165471,200366458711wd,,0,1628420031107006,29461,03/03/2025
RED DRUM,SHEEPSHEAD,200366458711wd,16284200311071968,0,2,5,7,1,1,19,15,Y,10,50,2,6,1628420031107007,68,8,7,1,9,0,1,,2,6,45,45,6,1,6,2003,3,0,1628420031107,11,wd,,1628420031107006,1,1,0,8,1,,BERKELEY,20040317,8,1,1,8,,,8835430301,8835440901,1,,8,1615,4946.9473509,200366458711wd,,0,1628420031107007,29461,03/03/2025
,RED DRUM,200366458711wd,16284200311071968,0,3,5,6,1,2,19,51,Y,16,30,1,5,1628420031107008,68,8,7,1,6,0,0,,2,6,45,45,6,1,6,2003,3,0,1628420031107,11,wd,,1628420031107008,1,2,0,8,1,,HORRY,20040317,8,2,1,8,,,8835440901,,1,,2,1630,4946.9473509,200366458711wd,,0,1628420031107008,29578,03/03/2025
,RED DRUM,200366458711wd,16284200311071968,0,3,5,6,3,0,19,41,Y,0,4,2,5,1628420031107009,68,8,7,1,0,1,1,,2,6,45,45,6,1,6,2003,3,0,1628420031107,11,wd,,1628420031107008,1,,,8,1,,FLORENCE,20040317,8,8,1,8,,,8835440901,,1,,8,1635,4946.9473509,200366458711wd,,0,1628420031107008,29561,03/03/2025
,,200366458711wd,16284200311071968,0,4,5,7,1,2,19,43,Y,2,6,1,4,1628420031107010,68,8,7,1,1,0,0,,2,6,45,45,6,1,6,2003,3,0,1628420031107,11,wd,,1628420031107010,1,15,0,8,1,,GEORGETOWN,20040317,8,2,1,8,,,,,1,,2,1645,4946.9473509,200366458711wd,,0,1628420031107010,29577,03/03/2025
,,200366458711we,16284200311161957,0,3,5,6,1,3,19,19,Y,10,50,1,5.5,1628420031116001,57,8,7,2,3,0,0,,3,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116001,1,1,0,8,1,,CHARLESTON,20040317,8,2,1,8,,,,,1,,2,1315,4788.7468252,200366458711we,,0,1628420031116001,29407,03/03/2025
,,200366458711we,16284200311161957,0,3,5,6,3,0,19,15,Y,0,0,2,5.5,1628420031116002,57,8,7,2,0,1,1,,3,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116001,1,,,8,1,,BERKELEY,20040317,8,8,1,8,,,,,1,,8,1320,4788.7468252,200366458711we,,0,1628420031116001,29445,03/03/2025
,,200366458711we,16284200311161957,0,3,5,6,3,0,19,15,Y,0,0,2,5.5,1628420031116003,57,8,7,2,0,1,1,,3,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116001,1,,,8,1,,BERKELEY,20040317,8,8,1,8,,,,,1,,8,1325,4788.7468252,200366458711we,,0,1628420031116001,29445,03/03/2025
,SPOTTED SEATROUT,200366458711we,16284200311161957,0,3,5,6,1,2,19,19,Y,18,50,1,5.5,1628420031116004,57,8,7,2,7,0,0,,2,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116004,1,6,0,8,1,,CHARLESTON,20040317,8,2,1,8,,,8835440102,,1,,2,1405,4788.7468252,200366458711we,,0,1628420031116004,29414,03/03/2025
,SPOTTED SEATROUT,200366458711we,16284200311161957,0,3,5,6,3,0,19,19,Y,5,50,2,5.5,1628420031116005,57,8,7,1,0,1,1,,2,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116004,1,,,8,1,,CHARLESTON,20040317,8,8,1,8,,,8835440102,,1,,8,1410,4788.7468252,200366458711we,,0,1628420031116004,29414,03/03/2025
SPOTTED SEATROUT,RED DRUM,200366458711we,16284200311161957,0,3,5,5,2,1,19,19,Y,0,6,1,4,1628420031116006,57,8,7,2,0,0,0,,3,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116006,1,,,8,1,,CHARLESTON,20040317,8,8,1,8,,,8835440901,8835440102,1,,8,1435,4788.7468252,200366458711we,,0,1628420031116006,29476,03/03/2025
SPOTTED SEATROUT,RED DRUM,200366458711we,16284200311161957,0,3,5,5,2,1,19,19,Y,0,6,2,4,1628420031116007,57,8,7,1,0,0,1,,3,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116006,1,,,8,1,,CHARLESTON,20040317,8,8,1,8,,,8835440901,8835440102,1,,8,1440,4788.7468252,200366458711we,,0,1628420031116007,29476,03/03/2025
RED DRUM,LEFTEYE FLOUNDER GENUS,200366458711we,16284200311161957,0,3,5,6.5,1,1,19,15,Y,20,100,8,5.5,1628420031116008,57,8,7,0,1,0,0,,1,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116008,1,2,0,8,1,,BERKELEY,20040317,8,1,1,8,,,8857030300,8835440901,1,,8,1505,4788.7468252,200366458711we,,0,1628420031116008,29483,03/03/2025
,,200366458711we,16284200311161957,0,3,5,3,2,1,19,19,Y,3,3,1,2,1628420031116009,57,8,7,1,0,0,0,,4,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116009,1,,,8,2,,CHARLESTON,20040317,8,8,1,8,,,,,1,,8,1515,4788.7468252,200366458711we,,0,1628420031116009,29464,03/03/2025
,,200366458711we,16284200311161957,0,3,5,3,2,1,19,19,Y,5,40,2,2,1628420031116010,57,8,7,1,0,0,1,,4,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116009,1,,,8,1,,CHARLESTON,20040317,8,8,1,8,,,,,1,,8,1520,4788.7468252,200366458711we,,0,1628420031116010,29412,03/03/2025
,,200366458711we,16284200311161957,,3,5,3,2,1,19,21,O,0,0,2,2,1628420031116011,57,8,7,0,0,0,1,,4,6,45,37,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116009,,,,8,1,,,20040317,8,8,1,8,,,,,1,,8,1525,4640.1957213,200366458711we,,0,1628420031116011,29615,03/03/2025
,,200366458711we,16284200311161957,,3,5,3,2,1,19,45,N,1,5,2,2,1628420031116012,57,8,7,0,0,0,1,,4,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116009,,,,8,1,,,20040317,8,8,1,8,,,,,1,,8,1530,15154.468379,200366458711we,,0,1628420031116012,28803,03/03/2025
,RED DRUM,200366458711we,16284200311161957,0,3,5,5,2,1,19,29,Y,4,8,1,4.5,1628420031116013,57,8,7,3,0,0,0,,3,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116013,1,,,8,1,,COLLETON,20040317,8,8,1,8,,,8835440901,,1,,8,1540,4788.7468252,200366458711we,,0,1628420031116013,29488,03/03/2025
,RED DRUM,200366458711we,16284200311161957,0,3,5,5,2,1,19,29,Y,0,0,2,4.5,1628420031116014,57,8,7,3,0,0,1,,3,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116013,1,,,8,1,,COLLETON,20040317,8,8,1,8,,,8835440901,,1,,8,1545,4788.7468252,200366458711we,,0,1628420031116014,29488,03/03/2025
,RED DRUM,200366458711we,16284200311161957,0,3,5,5,2,1,19,29,Y,0,15,2,4.5,1628420031116015,57,8,7,1,0,0,1,,3,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116013,1,,,8,1,,COLLETON,20040317,8,8,1,8,,,8835440901,,1,,8,1550,4788.7468252,200366458711we,,0,1628420031116015,29488,03/03/2025
RED DRUM,SPOTTED SEATROUT,200366458711we,16284200311161957,0,3,5,8,1,1,19,19,Y,4,10,1,3,1628420031116016,57,8,7,2,2,0,0,,2,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116016,1,1,0,8,1,,CHARLESTON,20040317,8,1,1,8,,,8835440102,8835440901,1,,8,1600,4788.7468252,200366458711we,,0,1628420031116016,29464,03/03/2025
RED DRUM,SPOTTED SEATROUT,200366458711we,16284200311161957,,3,5,8,2,1,19,19,Y,2,5,2,3,1628420031116017,57,8,7,0,0,0,1,,2,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116016,,,,8,1,,CHARLESTON,20040317,8,8,1,8,,,8835440102,8835440901,1,,8,1605,4788.7468252,200366458711we,,0,1628420031116017,29464,03/03/2025
RED DRUM,SPOTTED SEATROUT,200366458711we,16284200311161957,0,3,5,7,1,3,19,19,Y,2,5,1,5,1628420031116018,57,8,7,1,2,0,0,,3,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116018,1,4,0,8,1,,CHARLESTON,20040317,8,2,1,8,,,8835440102,8835440901,1,,2,1615,4788.7468252,200366458711we,,0,1628420031116018,29418,03/03/2025
RED DRUM,SPOTTED SEATROUT,200366458711we,16284200311161957,,3,5,7,3,0,19,19,Y,2,4,2,5,1628420031116019,57,8,7,0,0,1,1,,3,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116018,,,,8,1,,CHARLESTON,20040317,8,8,1,8,,,8835440102,8835440901,1,,8,1620,4788.7468252,200366458711we,,0,1628420031116018,29405,03/03/2025
RED DRUM,SPOTTED SEATROUT,200366458711we,16284200311161957,0,3,5,7,3,0,19,19,Y,2,3,2,5,1628420031116020,57,8,7,2,0,1,1,,3,6,45,45,6,1,6,2003,3,0,1628420031116,11,we,,1628420031116018,1,,,8,1,,CHARLESTON,20040317,8,8,1,8,,,8835440102,8835440901,1,,8,1625,4788.7468252,200366458711we,,0,1628420031116018,29405,03/03/2025
,SPOTTED SEATROUT,200366458712wd,16284200312081968,0,3,5,2,1,1,19,19,Y,5,30,1,1,1628420031208004,68,8,7,1,1,0,0,,2,6,45,45,6,1,6,2003,5,0,1628420031208,12,wd,,1628420031208004,1,12,10,8,1,,CHARLESTON,20040317,8,1,1,8,,,8835440102,,1,,8,1520,4946.9473509,200366458712wd,,0,1628420031208004,29418,03/03/2025
,,200366458712wd,16284200312081968,,3,5,2,2,1,19,19,Y,0,0,2,1,1628420031208005,68,8,7,0,0,0,1,,2,6,45,45,6,1,6,2003,5,0,1628420031208,12,wd,,1628420031208004,,,,8,1,,CHARLESTON,20040317,8,8,1,8,,,,,1,,8,1525,4946.9473509,200366458712wd,,0,1628420031208005,29418,03/03/2025
,,200366458712wd,16284200312081968,,3,5,4,2,1,19,19,Y,25,150,1,2.5,1628420031208006,68,8,7,0,0,0,0,,2,6,45,45,6,1,6,2003,5,0,1628420031208,12,wd,,1628420031208006,,,,8,1,,CHARLESTON,20040317,8,8,1,8,,,,,1,,8,1700,4946.9473509,200366458712wd,,0,1628420031208006,29464,03/03/2025
,,200366458712wd,16284200312081968,,3,5,4,2,1,19,19,Y,4,6,2,2.5,1628420031208007,68,8,7,0,0,0,1,,2,6,45,45,6,1,6,2003,5,0,1628420031208,12,wd,,1628420031208006,,,,8,1,,CHARLESTON,20040317,8,8,1,8,,,,,1,,8,1705,4946.9473509,200366458712wd,,0,1628420031208007,29464,03/03/2025
,,200366458712wd,16284200312121968,,4,5,1.5,2,1,19,810,O,0,2,8,0.5,1628420031212003,68,8,7,0,0,0,0,,1,5,45,51,6,1,6,2003,5,0,1628420031212,12,wd,,1628420031212003,,,,8,1,,VIRGINIA BEACH CITY,20040317,8,8,1,8,,,,,1,,8,1650,4809.4165471,200366458712wd,,0,1628420031212003,23456,03/03/2025
RED DRUM,SPOTTED SEATROUT,200366458712we,16284200312211976,,3,5,5.5,2,1,19,19,Y,10,40,1,4,1628420031221001,76,8,7,0,0,0,0,,3,6,45,45,6,1,6,2003,5,0,1628420031221,12,we,,1628420031221001,,,,8,1,,CHARLESTON,20040317,8,8,1,8,,,8835440102,8835440901,1,,8,1515,10191.662648,200366458712we,,0,1628420031221001,29455,03/03/2025
RED DRUM,SPOTTED SEATROUT,200366458712we,16284200312211976,,3,5,5.5,2,1,19,19,Y,10,40,2,4,1628420031221002,76,8,7,0,0,0,1,,3,6,45,45,6,1,6,2003,5,0,1628420031221,12,we,,1628420031221001,,,,8,1,,CHARLESTON,20040317,8,8,1,8,,,8835440102,8835440901,1,,8,1520,10191.662648,200366458712we,,0,1628420031221002,29455,03/03/2025
RED DRUM,SPOTTED SEATROUT,200366458712we,16284200312211976,,3,5,5.5,2,1,19,19,Y,50,150,2,4,1628420031221003,76,8,7,0,0,0,1,,3,6,45,45,6,1,6,2003,5,0,1628420031221,12,we,,1628420031221001,,,,8,1,,CHARLESTON,20040317,8,8,1,8,,,8835440102,8835440901,1,,8,1525,10191.662648,200366458712we,,0,1628420031221003,29407,03/03/2025
